ID,Name,Type,Latitude,Longitude,Description,Details,Address,Geometry,Contact
PA_id_562244358,(55) Belvedere,skiing:downhill,,,,"details: {'piste:difficulty': 'easy', 'piste:type': 'downhill', 'ref': '55'}",,"[{'lat': 46.2334879, 'lon': 10.8311551}, {'lat': 46.2332925, 'lon': 10.8309652}, {'lat': 46.2331886, 'lon': 10.8308365}, {'lat': 46.2329215, 'lon': 10.8303322}, {'lat': 46.2327805, 'lon': 10.8298494}, {'lat': 46.2326654, 'lon': 10.829431}, {'lat': 46.232517, 'lon': 10.8283099}, {'lat': 46.2324242, 'lon': 10.8274676}]",
PA_id_562245685,(50) Pradalago Facile,skiing:downhill,,,,"details: {'lit': 'no', 'piste:difficulty': 'easy', 'piste:type': 'downhill', 'ref': '50'}",,"[{'lat': 46.2472386, 'lon': 10.8129909}, {'lat': 46.2473114, 'lon': 10.8129474}, {'lat': 46.24738, 'lon': 10.8130065}, {'lat': 46.2474318, 'lon': 10.8131449}, {'lat': 46.2475691, 'lon': 10.8132686}, {'lat': 46.2481836, 'lon': 10.8135874}, {'lat': 46.2487172, 'lon': 10.8139178}, {'lat': 46.2488398, 'lon': 10.8140069}, {'lat': 46.2489714, 'lon': 10.814141}, {'lat': 46.2491155, 'lon': 10.8144679}, {'lat': 46.2491868, 'lon': 10.8146953}, {'lat': 46.2495758, 'lon': 10.8159913}, {'lat': 46.2496854, 'lon': 10.8169433}, {'lat': 46.2497273, 'lon': 10.8173554}, {'lat': 46.2497324, 'lon': 10.8183692}, {'lat': 46.249608, 'lon': 10.8197145}, {'lat': 46.2498054, 'lon': 10.8208801}, {'lat': 46.2499514, 'lon': 10.8212127}, {'lat': 46.2506143, 'lon': 10.8232314}, {'lat': 46.2508244, 'lon': 10.8246713}, {'lat': 46.2510695, 'lon': 10.8260162}, {'lat': 46.2511564, 'lon': 10.8261117}, {'lat': 46.2512038, 'lon': 10.8259066}, {'lat': 46.2511817, 'lon': 10.8263016}, {'lat': 46.2511263, 'lon': 10.827293}, {'lat': 46.2507368, 'lon': 10.8288264}, {'lat': 46.2503362, 'lon': 10.830881}, {'lat': 46.25019, 'lon': 10.8313179}, {'lat': 46.2499986, 'lon': 10.8317178}, {'lat': 46.2497634, 'lon': 10.8318275}, {'lat': 46.2496039, 'lon': 10.8318597}, {'lat': 46.249296, 'lon': 10.831747}, {'lat': 46.2489481, 'lon': 10.8315703}, {'lat': 46.2486394, 'lon': 10.8314735}, {'lat': 46.2480844, 'lon': 10.8314389}, {'lat': 46.2474115, 'lon': 10.8316183}, {'lat': 46.2468664, 'lon': 10.8318249}, {'lat': 46.2461428, 'lon': 10.8320367}, {'lat': 46.2455783, 'lon': 10.8320925}, {'lat': 46.243922, 'lon': 10.831632}, {'lat': 46.2427333, 'lon': 10.8311033}, {'lat': 46.2416585, 'lon': 10.8307576}, {'lat': 46.2405819, 'lon': 10.8319031}, {'lat': 46.240466, 'lon': 10.8321855}, {'lat': 46.2402599, 'lon': 10.8328264}, {'lat': 46.2400367, 'lon': 10.8333794}, {'lat': 46.2395934, 'lon': 10.8335436}, {'lat': 46.2391048, 'lon': 10.8334798}, {'lat': 46.2385944, 'lon': 10.8332463}, {'lat': 46.2381252, 'lon': 10.8326858}, {'lat': 46.2377111, 'lon': 10.8324045}, {'lat': 46.2375743, 'lon': 10.832372}, {'lat': 46.2374706, 'lon': 10.8324447}, {'lat': 46.2373646, 'lon': 10.8327341}, {'lat': 46.2373324, 'lon': 10.8331034}, {'lat': 46.2372737, 'lon': 10.833544}, {'lat': 46.2371822, 'lon': 10.8341232}, {'lat': 46.2370885, 'lon': 10.8345539}]",
PA_id_562246474,,skiing:downhill,,,,"details: {'lit': 'no', 'oneway': 'yes', 'piste:difficulty': 'intermediate', 'piste:type': 'downhill'}",,"[{'lat': 46.3006072, 'lon': 10.810127}, {'lat': 46.3010854, 'lon': 10.8097271}]",
PA_id_562246475,,skiing:downhill,,,,"details: {'lit': 'yes', 'oneway': 'no', 'piste:difficulty': 'easy', 'piste:type': 'downhill'}",,"[{'lat': 46.3010854, 'lon': 10.8097271}, {'lat': 46.3011641, 'lon': 10.8098402}, {'lat': 46.3011386, 'lon': 10.8100143}, {'lat': 46.3012222, 'lon': 10.8102469}, {'lat': 46.3013302, 'lon': 10.8105475}, {'lat': 46.3017682, 'lon': 10.8119149}]",
PA_id_562582877,,skiing:downhill,,,,"details: {'piste:difficulty': 'intermediate', 'piste:type': 'downhill'}",,"[{'lat': 46.3702905, 'lon': 10.6601367}, {'lat': 46.3699504, 'lon': 10.6606913}, {'lat': 46.3697468, 'lon': 10.6613002}, {'lat': 46.3697144, 'lon': 10.6618192}, {'lat': 46.369894, 'lon': 10.6624267}, {'lat': 46.3700494, 'lon': 10.6626976}, {'lat': 46.3701725, 'lon': 10.6629055}, {'lat': 46.370352, 'lon': 10.6632394}, {'lat': 46.3705883, 'lon': 10.6639873}]",
PA_id_562582879,Val Scura,skiing:downhill,,,,"details: {'lit': 'no', 'oneway': 'yes', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic', 'piste:type': 'downhill', 'ref': '15'}",,"[{'lat': 46.37159, 'lon': 10.6591084}, {'lat': 46.3711703, 'lon': 10.6590613}, {'lat': 46.3708189, 'lon': 10.6590395}, {'lat': 46.3706181, 'lon': 10.6589355}, {'lat': 46.3705378, 'lon': 10.6588623}, {'lat': 46.3704451, 'lon': 10.6588393}, {'lat': 46.3703932, 'lon': 10.6587474}, {'lat': 46.3702611, 'lon': 10.6584994}, {'lat': 46.3701404, 'lon': 10.658494}, {'lat': 46.3698452, 'lon': 10.6584927}, {'lat': 46.3695805, 'lon': 10.6587341}, {'lat': 46.3693492, 'lon': 10.6589702}, {'lat': 46.3688125, 'lon': 10.6597587}, {'lat': 46.3685574, 'lon': 10.6598864}]",
PA_id_562582883,,skiing:downhill,,,,"details: {'piste:difficulty': 'novice', 'piste:type': 'downhill'}",,"[{'lat': 46.3701281, 'lon': 10.6606649}, {'lat': 46.3699504, 'lon': 10.6606913}]",
PA_id_568751042,Bellunese,skiing:downhill,,,,"details: {'piste:difficulty': 'intermediate', 'piste:type': 'downhill', 'ref': '60'}",,"[{'lat': 46.4378956, 'lon': 11.8733831}, {'lat': 46.4382459, 'lon': 11.8739394}, {'lat': 46.4383528, 'lon': 11.8743221}, {'lat': 46.4384143, 'lon': 11.8747029}, {'lat': 46.4384993, 'lon': 11.8753692}, {'lat': 46.4385551, 'lon': 11.8757222}, {'lat': 46.4386247, 'lon': 11.8759542}, {'lat': 46.4388596, 'lon': 11.8765281}, {'lat': 46.4391698, 'lon': 11.8770223}, {'lat': 46.4394391, 'lon': 11.8773724}, {'lat': 46.4396484, 'lon': 11.8773915}, {'lat': 46.4398067, 'lon': 11.87735}, {'lat': 46.4401256, 'lon': 11.877115}, {'lat': 46.4408218, 'lon': 11.8766213}, {'lat': 46.4414191, 'lon': 11.8763861}, {'lat': 46.4418989, 'lon': 11.876423}, {'lat': 46.4421609, 'lon': 11.8765584}, {'lat': 46.4423564, 'lon': 11.8768103}, {'lat': 46.4425207, 'lon': 11.8771199}, {'lat': 46.4433995, 'lon': 11.8786989}, {'lat': 46.4443336, 'lon': 11.8794435}, {'lat': 46.4445542, 'lon': 11.8796787}, {'lat': 46.4447569, 'lon': 11.8800838}, {'lat': 46.4448285, 'lon': 11.8803453}, {'lat': 46.4449178, 'lon': 11.8806718}, {'lat': 46.4449748, 'lon': 11.8808838}]",
PA_id_568751049,Bellunese,skiing:downhill,,,,"details: {'piste:difficulty': 'intermediate', 'piste:type': 'downhill', 'ref': '60'}",,"[{'lat': 46.4336487, 'lon': 11.8623795}, {'lat': 46.4338895, 'lon': 11.8623234}, {'lat': 46.4340483, 'lon': 11.862312}, {'lat': 46.4341141, 'lon': 11.8623845}, {'lat': 46.4342098, 'lon': 11.862669}, {'lat': 46.4342641, 'lon': 11.8630821}, {'lat': 46.4344762, 'lon': 11.8642718}, {'lat': 46.4347353, 'lon': 11.8654568}, {'lat': 46.4349566, 'lon': 11.8663777}, {'lat': 46.4352166, 'lon': 11.8674322}, {'lat': 46.4356319, 'lon': 11.86868}, {'lat': 46.435938, 'lon': 11.8695916}, {'lat': 46.436241, 'lon': 11.8704328}, {'lat': 46.4364544, 'lon': 11.8711737}, {'lat': 46.4367932, 'lon': 11.8718521}, {'lat': 46.4370664, 'lon': 11.8722929}, {'lat': 46.4375235, 'lon': 11.872917}, {'lat': 46.4378956, 'lon': 11.8733831}]",
PA_id_568751054,Sass del Mul,skiing:downhill,,,,"details: {'piste:difficulty': 'advanced', 'piste:grooming': 'classic', 'piste:type': 'downhill', 'ref': '65'}",,"[{'lat': 46.4394391, 'lon': 11.8773724}, {'lat': 46.439879, 'lon': 11.8783327}, {'lat': 46.4399936, 'lon': 11.8785167}, {'lat': 46.4408106, 'lon': 11.8800455}, {'lat': 46.4414908, 'lon': 11.8811184}, {'lat': 46.4419861, 'lon': 11.8821323}, {'lat': 46.4426219, 'lon': 11.8829584}, {'lat': 46.443254, 'lon': 11.8829369}, {'lat': 46.4436594, 'lon': 11.882521}, {'lat': 46.4439859, 'lon': 11.8821859}, {'lat': 46.4449748, 'lon': 11.8808838}]",
PA_id_573304986,(61) Corna Rossa,skiing:downhill,,,,"details: {'piste:difficulty': 'intermediate', 'piste:grooming': 'classic', 'piste:type': 'downhill', 'ref': '61'}",,"[{'lat': 46.2166658, 'lon': 10.8906049}, {'lat': 46.2177814, 'lon': 10.890323}]",
PA_id_620796432,Strada della Marcesina - Die Barricata Straße,skiing:nordic,,,,"details: {'alt_name': 'Strada della Marcesina', 'bicycle': 'yes', 'hgv': 'no', 'highway': 'unclassified', 'lanes': '1', 'maxlength': '8', 'maxspeed': '30', 'motor_vehicle': 'permit', 'name:de': 'Die Barricata Straße', 'name:it': 'Strada della Barricata', 'note': 'vehicle access for residents of Grigno, Ospedaletto and ""authorized""', 'note:en': 'Road might be temporarily closed to traffic by order of the Municipality, i.e. due to bad weather conditions. Please visit the Municipality website for inforrmation', 'note:it': 'La strada potrebbe venire chiusa al traffico in caso di maltempo o condizioni di transito problematiche. Consultare il sito web del Comune per maggiori informazioni', 'oneway:bicycle': 'yes', 'piste:type': 'nordic', 'smoothness': 'good', 'surface': 'asphalt', 'website': 'https://www.comunegrigno.it/hh/index.php', 'width': '3.5', 'wikipedia': 'it:Strada della Barricata'}",,"[{'lat': 45.9920373, 'lon': 11.6078684}, {'lat': 45.9918328, 'lon': 11.6073941}, {'lat': 45.9918371, 'lon': 11.6071818}, {'lat': 45.9919248, 'lon': 11.6070672}, {'lat': 45.9921977, 'lon': 11.606692}, {'lat': 45.9923139, 'lon': 11.6063759}, {'lat': 45.9923439, 'lon': 11.6060886}, {'lat': 45.9923526, 'lon': 11.605632}, {'lat': 45.992452, 'lon': 11.6050747}, {'lat': 45.9924094, 'lon': 11.6048859}, {'lat': 45.9923236, 'lon': 11.6047516}, {'lat': 45.9920943, 'lon': 11.6046653}, {'lat': 45.9917275, 'lon': 11.604438}, {'lat': 45.9915652, 'lon': 11.6042045}, {'lat': 45.9913453, 'lon': 11.6037244}, {'lat': 45.9913189, 'lon': 11.6033323}, {'lat': 45.9911637, 'lon': 11.6032222}, {'lat': 45.9907165, 'lon': 11.6029722}, {'lat': 45.990184, 'lon': 11.6027505}, {'lat': 45.9900259, 'lon': 11.6026837}, {'lat': 45.989875, 'lon': 11.6026193}, {'lat': 45.9896396, 'lon': 11.602438}, {'lat': 45.9894817, 'lon': 11.6022518}, {'lat': 45.9892767, 'lon': 11.6019782}]",
PA_id_622109537,,skiing:nordic,,,,"details: {'bridge': 'yes', 'layer': '1', 'piste:difficulty': 'expert', 'piste:grooming': 'classic;skating', 'piste:type': 'nordic'}",,"[{'lat': 46.3746888, 'lon': 11.7563021}, {'lat': 46.3746857, 'lon': 11.7561878}]",
PA_id_622109538,,skiing:nordic,,,,"details: {'piste:difficulty': 'expert', 'piste:grooming': 'classic;skating', 'piste:type': 'nordic'}",,"[{'lat': 46.375396, 'lon': 11.7571245}, {'lat': 46.3750764, 'lon': 11.7570904}, {'lat': 46.3748272, 'lon': 11.7567633}, {'lat': 46.3746888, 'lon': 11.7563021}]",
PA_id_622109539,,skiing:nordic,,,,"details: {'piste:difficulty': 'expert', 'piste:grooming': 'classic;skating', 'piste:type': 'nordic'}",,"[{'lat': 46.3747672, 'lon': 11.7573739}, {'lat': 46.3750663, 'lon': 11.757243}, {'lat': 46.3754095, 'lon': 11.7571953}]",
PA_id_622109540,,skiing:nordic,,,,"details: {'bridge': 'yes', 'layer': '1', 'piste:difficulty': 'expert', 'piste:grooming': 'classic;skating', 'piste:type': 'nordic'}",,"[{'lat': 46.3746542, 'lon': 11.7573962}, {'lat': 46.3747672, 'lon': 11.7573739}]",
PA_id_622109541,,skiing:nordic,,,,"details: {'bridge': 'yes', 'layer': '1', 'piste:difficulty': 'easy', 'piste:grooming': 'classic;skating', 'piste:type': 'nordic'}",,"[{'lat': 46.3757369, 'lon': 11.7603932}, {'lat': 46.3757035, 'lon': 11.7602326}]",
PA_id_622109542,,skiing:nordic,,,,"details: {'piste:difficulty': 'easy', 'piste:grooming': 'classic;skating', 'piste:type': 'nordic'}",,"[{'lat': 46.3766512, 'lon': 11.7657114}, {'lat': 46.3766348, 'lon': 11.7655513}, {'lat': 46.3766065, 'lon': 11.7652788}, {'lat': 46.3766512, 'lon': 11.7647779}, {'lat': 46.3766277, 'lon': 11.7641238}, {'lat': 46.3765266, 'lon': 11.7634356}, {'lat': 46.3763621, 'lon': 11.7627883}, {'lat': 46.3762446, 'lon': 11.762158}, {'lat': 46.3762023, 'lon': 11.7618241}, {'lat': 46.376207, 'lon': 11.7614834}, {'lat': 46.3761482, 'lon': 11.7610712}, {'lat': 46.3760706, 'lon': 11.7609349}, {'lat': 46.3758074, 'lon': 11.7606317}, {'lat': 46.3757369, 'lon': 11.7603932}]",
PA_id_622109543,,skiing:nordic,,,,"details: {'bridge': 'yes', 'layer': '1', 'piste:difficulty': 'easy', 'piste:grooming': 'classic;skating', 'piste:type': 'nordic'}",,"[{'lat': 46.3767593, 'lon': 11.7658443}, {'lat': 46.3766512, 'lon': 11.7657114}]",
PA_id_627994863,,skiing:nordic,,,,"details: {'bicycle': 'yes', 'foot': 'yes', 'highway': 'path', 'horse': 'yes', 'piste:difficulty': 'advanced', 'piste:type': 'nordic', 'sac_scale': 'mountain_hiking'}",,"[{'lat': 45.7059439, 'lon': 11.0190758}, {'lat': 45.7061183, 'lon': 11.018789}, {'lat': 45.7070606, 'lon': 11.0181909}, {'lat': 45.707316, 'lon': 11.0179121}, {'lat': 45.7074546, 'lon': 11.0177434}, {'lat': 45.7075941, 'lon': 11.017462}, {'lat': 45.7076847, 'lon': 11.0173363}, {'lat': 45.7079643, 'lon': 11.0171896}, {'lat': 45.7082546, 'lon': 11.0170635}, {'lat': 45.7083651, 'lon': 11.0170287}, {'lat': 45.7084365, 'lon': 11.0169691}, {'lat': 45.7087616, 'lon': 11.0167473}, {'lat': 45.7089826, 'lon': 11.0165657}, {'lat': 45.7091257, 'lon': 11.0164087}, {'lat': 45.7091538, 'lon': 11.0162751}, {'lat': 45.7091406, 'lon': 11.0161414}, {'lat': 45.7091662, 'lon': 11.0160056}, {'lat': 45.7092251, 'lon': 11.0159763}, {'lat': 45.7093096, 'lon': 11.0159506}, {'lat': 45.7093916, 'lon': 11.0158699}, {'lat': 45.709594, 'lon': 11.0156241}, {'lat': 45.7096389, 'lon': 11.0154242}, {'lat': 45.7096613, 'lon': 11.0152423}, {'lat': 45.709715, 'lon': 11.015105}, {'lat': 45.7097742, 'lon': 11.0150207}, {'lat': 45.7098401, 'lon': 11.014993}, {'lat': 45.7099866, 'lon': 11.0149645}, {'lat': 45.7103011, 'lon': 11.0149197}, {'lat': 45.7105321, 'lon': 11.0149164}]",
PA_id_645631213,,skiing:downhill,,,,"details: {'highway': 'track', 'piste:difficulty': 'easy', 'piste:grooming': 'classic', 'piste:type': 'downhill'}",,"[{'lat': 46.2664645, 'lon': 11.8102715}, {'lat': 46.266373, 'lon': 11.8102185}, {'lat': 46.2662264, 'lon': 11.8100905}, {'lat': 46.2661379, 'lon': 11.809958}, {'lat': 46.2659761, 'lon': 11.8097284}, {'lat': 46.2658204, 'lon': 11.8094855}, {'lat': 46.2657013, 'lon': 11.8092337}, {'lat': 46.2655975, 'lon': 11.8090483}, {'lat': 46.2653899, 'lon': 11.808642}, {'lat': 46.2652697, 'lon': 11.8085128}, {'lat': 46.2652157, 'lon': 11.8084688}, {'lat': 46.2650296, 'lon': 11.808357}, {'lat': 46.2649203, 'lon': 11.8082773}, {'lat': 46.2646793, 'lon': 11.808051}, {'lat': 46.2644297, 'lon': 11.8077345}, {'lat': 46.2642015, 'lon': 11.8072227}, {'lat': 46.2641213, 'lon': 11.8069418}, {'lat': 46.26405, 'lon': 11.8065844}, {'lat': 46.263971, 'lon': 11.8062969}, {'lat': 46.2638082, 'lon': 11.8057718}]",
PA_id_645631216,Col Verde,skiing:downhill,,,,"details: {'lit': 'yes', 'piste:difficulty': 'easy', 'piste:grooming': 'classic', 'piste:type': 'downhill', 'ref': '31'}",,"[{'lat': 46.271674, 'lon': 11.8215107}, {'lat': 46.271862, 'lon': 11.8210667}, {'lat': 46.2720166, 'lon': 11.8204551}, {'lat': 46.2720385, 'lon': 11.8203683}, {'lat': 46.2720305, 'lon': 11.820117}, {'lat': 46.2718456, 'lon': 11.8195835}, {'lat': 46.271761, 'lon': 11.8191831}, {'lat': 46.2717189, 'lon': 11.8188143}, {'lat': 46.2716457, 'lon': 11.8184204}, {'lat': 46.2714454, 'lon': 11.8181536}, {'lat': 46.2711135, 'lon': 11.8178773}, {'lat': 46.2707649, 'lon': 11.8176064}, {'lat': 46.2704182, 'lon': 11.8174562}, {'lat': 46.2698397, 'lon': 11.8172255}, {'lat': 46.2691129, 'lon': 11.8172309}, {'lat': 46.2684788, 'lon': 11.8172041}, {'lat': 46.2679374, 'lon': 11.8172041}, {'lat': 46.2675832, 'lon': 11.8172067}, {'lat': 46.267281, 'lon': 11.8174052}, {'lat': 46.2669831, 'lon': 11.8177368}, {'lat': 46.2665986, 'lon': 11.8180302}, {'lat': 46.266365, 'lon': 11.8179926}, {'lat': 46.2661054, 'lon': 11.8177807}, {'lat': 46.2659868, 'lon': 11.8174803}, {'lat': 46.26592, 'lon': 11.8169761}, {'lat': 46.2658755, 'lon': 11.8166327}, {'lat': 46.2656382, 'lon': 11.8159676}, {'lat': 46.2653674, 'lon': 11.8153077}, {'lat': 46.2653878, 'lon': 11.8147364}, {'lat': 46.2655362, 'lon': 11.814141}, {'lat': 46.2655825, 'lon': 11.8132693}, {'lat': 46.2655102, 'lon': 11.8128186}, {'lat': 46.2654138, 'lon': 11.8119791}, {'lat': 46.2654546, 'lon': 11.8114024}, {'lat': 46.2657068, 'lon': 11.8110886}, {'lat': 46.266187, 'lon': 11.8110403}, {'lat': 46.2663928, 'lon': 11.8109035}, {'lat': 46.2665434, 'lon': 11.8103271}]",
PA_id_649202187,,skiing:downhill,,,,"details: {'bridge': 'yes', 'highway': 'track', 'layer': '1', 'piste:difficulty': 'easy', 'piste:name': 'Via del Bosco', 'piste:oneway': 'yes', 'piste:ref': '74', 'piste:type': 'downhill'}",,"[{'lat': 46.2476529, 'lon': 11.488151}, {'lat': 46.2477679, 'lon': 11.4881177}]",
PA_id_654260666,Mediolanum,skiing:downhill,,,,"details: {'piste:difficulty': 'intermediate', 'piste:ref': '3', 'piste:type': 'downhill'}",,"[{'lat': 46.3476232, 'lon': 11.6843215}, {'lat': 46.3482878, 'lon': 11.6844424}, {'lat': 46.3488348, 'lon': 11.6844538}, {'lat': 46.3499454, 'lon': 11.6839542}, {'lat': 46.3505397, 'lon': 11.6837424}, {'lat': 46.3509002, 'lon': 11.6837541}, {'lat': 46.3511666, 'lon': 11.6838905}, {'lat': 46.3514217, 'lon': 11.6840592}, {'lat': 46.3519549, 'lon': 11.6842174}, {'lat': 46.3526529, 'lon': 11.6842434}, {'lat': 46.3531738, 'lon': 11.6842296}, {'lat': 46.3535417, 'lon': 11.6842584}, {'lat': 46.3538662, 'lon': 11.6843381}, {'lat': 46.3540884, 'lon': 11.6843965}, {'lat': 46.3543479, 'lon': 11.6845596}, {'lat': 46.3546137, 'lon': 11.6848153}, {'lat': 46.3550196, 'lon': 11.6853855}, {'lat': 46.3553401, 'lon': 11.6857312}, {'lat': 46.3555289, 'lon': 11.6858502}, {'lat': 46.3557116, 'lon': 11.6859076}, {'lat': 46.356063, 'lon': 11.6857152}, {'lat': 46.3561901, 'lon': 11.6855507}, {'lat': 46.3562104, 'lon': 11.6854653}, {'lat': 46.3562322, 'lon': 11.6853738}, {'lat': 46.3562293, 'lon': 11.685306}, {'lat': 46.3562085, 'lon': 11.6852308}]",
PA_id_654260779,Skiweg Pozil,skiing:downhill,,,,"details: {'oneway': 'yes', 'piste:difficulty': 'easy', 'piste:type': 'downhill', 'ref': '2b'}",,"[{'lat': 46.3447487, 'lon': 11.687628}, {'lat': 46.3447949, 'lon': 11.6875177}, {'lat': 46.344829, 'lon': 11.6874535}, {'lat': 46.3448759, 'lon': 11.6874423}, {'lat': 46.3450113, 'lon': 11.6874995}, {'lat': 46.3450925, 'lon': 11.6875273}, {'lat': 46.3451755, 'lon': 11.6874761}, {'lat': 46.3452106, 'lon': 11.6873696}, {'lat': 46.3450663, 'lon': 11.6866363}, {'lat': 46.3450536, 'lon': 11.6864092}, {'lat': 46.3450841, 'lon': 11.6861119}, {'lat': 46.3457735, 'lon': 11.684914}]",
PA_id_654261088,Aquile Funslope,skiing:downhill,,,,"details: {'piste:difficulty': 'easy', 'piste:type': 'downhill', 'ref': '2e'}",,"[{'lat': 46.3446481, 'lon': 11.6862569}, {'lat': 46.3446003, 'lon': 11.6860161}, {'lat': 46.3444899, 'lon': 11.6855089}, {'lat': 46.3444438, 'lon': 11.684923}, {'lat': 46.344424, 'lon': 11.6840772}, {'lat': 46.3444327, 'lon': 11.6837043}, {'lat': 46.3444438, 'lon': 11.6833745}, {'lat': 46.344505, 'lon': 11.6831557}, {'lat': 46.3445822, 'lon': 11.6831188}, {'lat': 46.3446724, 'lon': 11.6831236}, {'lat': 46.3447687, 'lon': 11.6832202}, {'lat': 46.3448513, 'lon': 11.6833181}, {'lat': 46.3449331, 'lon': 11.6833355}, {'lat': 46.3450258, 'lon': 11.6832812}, {'lat': 46.3451025, 'lon': 11.6831407}, {'lat': 46.3451437, 'lon': 11.6828484}, {'lat': 46.3452285, 'lon': 11.6821861}, {'lat': 46.3452955, 'lon': 11.6820711}, {'lat': 46.3454214, 'lon': 11.6819997}, {'lat': 46.345539, 'lon': 11.6820653}, {'lat': 46.3456557, 'lon': 11.6822464}, {'lat': 46.3458234, 'lon': 11.6825504}, {'lat': 46.3459402, 'lon': 11.6826226}, {'lat': 46.3460681, 'lon': 11.6826047}, {'lat': 46.3461638, 'lon': 11.6825195}, {'lat': 46.3462509, 'lon': 11.6822262}, {'lat': 46.3464881, 'lon': 11.6816728}, {'lat': 46.3466199, 'lon': 11.6815372}, {'lat': 46.3467011, 'lon': 11.6815106}, {'lat': 46.3467847, 'lon': 11.681549}, {'lat': 46.3468878, 'lon': 11.6817119}, {'lat': 46.3469345, 'lon': 11.6818465}, {'lat': 46.3470503, 'lon': 11.6822995}, {'lat': 46.3470824, 'lon': 11.6823932}, {'lat': 46.3471208, 'lon': 11.6824247}, {'lat': 46.3471615, 'lon': 11.6824283}, {'lat': 46.3472038, 'lon': 11.6823968}, {'lat': 46.3472969, 'lon': 11.6821943}, {'lat': 46.3473536, 'lon': 11.6820902}, {'lat': 46.3474377, 'lon': 11.6820276}, {'lat': 46.3475532, 'lon': 11.6820287}, {'lat': 46.3476545, 'lon': 11.6820004}, {'lat': 46.3477839, 'lon': 11.6819298}, {'lat': 46.3479011, 'lon': 11.681941}, {'lat': 46.3480351, 'lon': 11.6820401}, {'lat': 46.3481739, 'lon': 11.6822424}, {'lat': 46.3482952, 'lon': 11.6822568}, {'lat': 46.3483889, 'lon': 11.6821772}, {'lat': 46.3484774, 'lon': 11.6819976}, {'lat': 46.3485854, 'lon': 11.6818022}, {'lat': 46.3486871, 'lon': 11.6817641}, {'lat': 46.3487834, 'lon': 11.6817789}, {'lat': 46.3488837, 'lon': 11.681894}, {'lat': 46.3489666, 'lon': 11.6820894}, {'lat': 46.3489653, 'lon': 11.6823859}, {'lat': 46.3489456, 'lon': 11.682608}, {'lat': 46.3489488, 'lon': 11.6826983}, {'lat': 46.3490156, 'lon': 11.6827993}, {'lat': 46.349172, 'lon': 11.6829429}]",
PA_id_654261186,Variante Viezzena,skiing:downhill,,,,"details: {'piste:difficulty': 'easy', 'piste:type': 'downhill', 'ref': '2d'}",,"[{'lat': 46.345744, 'lon': 11.6852376}, {'lat': 46.3457445, 'lon': 11.6851202}, {'lat': 46.3457735, 'lon': 11.684914}, {'lat': 46.3461557, 'lon': 11.6839041}, {'lat': 46.3462569, 'lon': 11.6836813}, {'lat': 46.3463569, 'lon': 11.6835602}, {'lat': 46.346534, 'lon': 11.6834691}, {'lat': 46.3467564, 'lon': 11.6833797}, {'lat': 46.3475711, 'lon': 11.6833146}, {'lat': 46.3489868, 'lon': 11.6834979}]",
PA_id_654262613,Dolomitica,skiing:downhill,,,,"details: {'piste:difficulty': 'easy', 'piste:type': 'downhill', 'ref': '17'}",,"[{'lat': 46.3208445, 'lon': 11.6941741}, {'lat': 46.3205177, 'lon': 11.6936183}, {'lat': 46.3203317, 'lon': 11.693164}, {'lat': 46.3201246, 'lon': 11.6928078}, {'lat': 46.3197833, 'lon': 11.6924221}, {'lat': 46.3194567, 'lon': 11.6920537}, {'lat': 46.3191956, 'lon': 11.6916102}, {'lat': 46.3188521, 'lon': 11.6912122}, {'lat': 46.3183388, 'lon': 11.6908942}, {'lat': 46.3179398, 'lon': 11.6905884}, {'lat': 46.3172677, 'lon': 11.6901828}, {'lat': 46.3168188, 'lon': 11.6898114}, {'lat': 46.316383, 'lon': 11.6893735}, {'lat': 46.3157996, 'lon': 11.6888001}, {'lat': 46.3155709, 'lon': 11.6886228}, {'lat': 46.3151624, 'lon': 11.688414}, {'lat': 46.3147963, 'lon': 11.6883157}, {'lat': 46.3143899, 'lon': 11.6883117}, {'lat': 46.3141625, 'lon': 11.6884847}, {'lat': 46.3137995, 'lon': 11.6888826}, {'lat': 46.3136557, 'lon': 11.6890206}, {'lat': 46.3135447, 'lon': 11.6890259}]",
