id,name,latitude,longitude,memorial_type,type,inscription
memorial_id_7500454049,Tomaso Lorenzi Anzol 23 giugno 1962,46.1156978,10.7106211,,memorial,
memorial_id_7500549336,Nicolò Collini,46.1177198,10.71583,,memorial,
memorial_id_7510041620,Unnamed,46.0467945,10.8876809,war_memorial,memorial:war_memorial,Monumento ai caduti
monument_id_7644727580,Monumento ai caduti,45.8699882,11.0733351,,monument,
memorial_id_7661089441,Unnamed,46.4104775,10.8188369,stele,memorial:stele,
monument_id_7669722067,Unnamed,46.2853509,11.0375288,,monument,
memorial_id_7709872270,Monumento alle vittime della frana di Venzan,46.2876463,11.5293487,yes,memorial:yes,ALLA MEMORIA dei 55 LAVORATORI TRAVOLTI nel FRANAMENTO avvenuto il GIORNO 19-1-1917 alle Ore 16:30
memorial_id_7782176089,Unnamed,46.4015689,10.8462057,,memorial,
memorial_id_7836853940,Bruno Federspiel,46.3959778,11.7614436,,memorial,Bruno Federspiel 1903-1983
monument_id_7930996418,Unnamed,45.8973599,10.852296,,monument,
memorial_id_7968757999,Unnamed,46.1168792,11.5465577,plaque,memorial:plaque,
monument_id_7986243372,Unnamed,45.9113172,10.8125873,,monument,
memorial_id_7994350189,Iscrizione,45.9009527,11.0205714,stele,memorial:stele,
monument_id_8010529588,Unnamed,45.9206051,10.889669,,monument,
memorial_id_8024868062,caduti delle guerre,45.8495128,10.5759035,,memorial,
monument_id_8072204335,Unnamed,45.9140149,10.8456403,,monument,
memorial_id_8080814090,Monumento ai caduti di Croviana,46.3457486,10.9046208,war_memorial,memorial:war_memorial,
memorial_id_8168856642,Monumento ai caduti di Villa,46.0557041,11.5216709,war_memorial,memorial:war_memorial,
monument_id_8231895105,Unnamed,45.9709159,10.9436231,,monument,
memorial_id_8394011847,"Ranzo, ai suoi caduti",46.0639661,10.9430593,war_memorial,memorial:war_memorial,
monument_id_8447541917,Unnamed,45.8847874,11.0178617,,monument,
monument_id_8500637107,Unnamed,46.2077623,11.0912172,,monument,
memorial_id_8501370515,Cannone della Batteria Battisti,46.0729416,11.1133084,war_memorial,memorial:war_memorial,
memorial_id_8501370516,Cannone della Batteria Battisti,46.0729602,11.1133675,war_memorial,memorial:war_memorial,
memorial_id_8501370517,Cannone della Batteria Battisti,46.0729751,11.1134077,war_memorial,memorial:war_memorial,
monument_id_8584485809,Unnamed,46.2475043,11.0262555,,monument,
memorial_id_8641598649,Unnamed,46.2225979,11.0828447,,memorial,
memorial_id_8669878498,Unnamed,46.2581706,11.0326526,,memorial,
monument_id_8669878778,Unnamed,46.2568613,11.0372311,,monument,
monument_id_8669878779,Unnamed,46.2495928,11.0473913,,monument,
memorial_id_8678727525,Unnamed,45.9947677,11.2172945,,memorial,
memorial_id_8678741742,monumento ai caduti di Vattaro,45.9932153,11.2252235,war_memorial,memorial:war_memorial,
monument_id_8712274647,Unnamed,46.236962,11.0330562,,monument,
monument_id_8733760706,Unnamed,46.0022158,11.223773,,monument,
memorial_id_8740712310,Casa natale Santa Paolina,46.0064135,11.198931,,memorial,
monument_id_8750410660,Unnamed,46.0052187,11.1953024,,monument,
memorial_id_8781408473,Monumento ai Caduti di Ville e Valternigo,46.1672361,11.158139,,memorial,
monument_id_8806228526,Unnamed,45.8855112,10.8418535,,monument,
monument_id_8841258257,Unnamed,45.8965654,10.7196536,,monument,
monument_id_8841958362,Unnamed,45.8928622,10.7241795,,monument,
memorial_id_8867383963,Unnamed,45.8994078,10.7246216,plaque,memorial:plaque,
memorial_id_8867383964,Unnamed,45.8991463,10.7246886,plaque,memorial:plaque,
memorial_id_8901885521,Unnamed,45.9035509,10.6724348,,memorial,
monument_id_8976347881,Unnamed,45.9418047,10.8853646,,monument,
memorial_id_8993502909,Unnamed,46.2985866,11.8052722,,memorial,
memorial_id_9006986500,Luigi Negrelli,46.1747632,11.8275899,statue,memorial:statue,
monument_id_9019710264,Unnamed,45.9352121,10.970542,,monument,
memorial_id_9025304483,Tenente Felix Hecht,45.932331,10.6917854,stele,memorial:stele,
memorial_id_9028928724,Unnamed,46.4104139,10.9683157,war_memorial,memorial:war_memorial,
memorial_id_9050069647,Unnamed,46.1477907,11.4881627,,memorial,
memorial_id_9059539505,Unnamed,46.0526604,11.3356694,war_memorial,memorial:war_memorial,
monument_id_9065748210,Unnamed,45.9570377,10.9045782,,monument,
monument_id_9078565409,Unnamed,45.9510971,10.900975,,monument,
monument_id_9091051113,monumento ai caduti,46.3923724,11.1368501,,monument,
monument_id_9125622460,Unnamed,45.8677531,10.8772512,,monument,
memorial_id_9135733179,Targa caduti slavina 1916,46.0795204,10.6126078,plaque,memorial:plaque,
memorial_id_9146936173,Unnamed,46.0964776,10.6011966,plaque,memorial:plaque,
memorial_id_9157804244,Unnamed,46.0079373,10.9348803,,memorial,
memorial_id_9423182183,Benedetti G.,45.8597259,10.9407899,war_memorial,memorial:war_memorial,
memorial_id_9425792640,Agli Alpini,46.1186102,11.6885562,,memorial,
memorial_id_9432228527,Unnamed,46.0111404,11.3024288,plaque,memorial:plaque,A MEMORIA / DEL GIORNO III NOVEMBRE MCMXVIII / ULTIMO DELLA SCHIAVITÙ / DEL TRENTINO / PRIMO DELLA NUOVA GRANDEZZA / D'ITALIA / LA CITTÀ DI LEVICO / ACCLAMANTE / ALL'ESERCITO LIBERATORE / POSE
memorial_id_9432244934,Giulio Avancini,46.0112545,11.3023408,plaque,memorial:plaque,"IN QUESTA CASA / NACQUE / GIULIO AVANCINI / ALPINO, VOLONTARIO DI GUERRA / CADUTO PER LA PATRIA / ADDÌ XVI - VII - MCMXV. / A.N.A. / GRUPPO / DI LEVICO / A. XIII"
monument_id_9460735350,Colonna della Madonnina,45.9137009,11.1877146,,monument,
monument_id_9466196704,"Capitello di S. Rocco o ""delle guardie""",45.9460725,10.9029744,,monument,
memorial_id_9466562491,lapide in ricordo di Don Giacomelli,46.2471944,11.6611892,,memorial,
memorial_id_9530003077,Ex Cimitero Militare,46.2885204,11.5628697,cemetery,memorial:cemetery,
memorial_id_9530030824,Ex Cimitero Militare,46.226671,11.5934941,cemetery,memorial:cemetery,
monument_id_9535501985,monumento ai caduti,46.0532321,11.4938356,,monument,
memorial_id_9547365976,Unnamed,45.9419831,10.6774369,,memorial,
memorial_id_9561237552,Unnamed,45.7782678,11.0145899,plaque,memorial:plaque,"MARANI ESULTANTE 
AL
PRODE GEN. CANTORE
CON ANIMO GRATO
24 GIUGNO 1923"
monument_id_9623611542,madonnina,45.8762399,10.9303908,,monument,
memorial_id_9623744018,Maybe 1945,45.8945755,10.9207001,plaque,memorial:plaque,Aereo militare statunitense
memorial_id_9645823021,famiglia Martini,45.9350135,11.0947092,plaque,memorial:plaque,
memorial_id_9705325731,Unnamed,46.1385736,11.1185335,,memorial,2 ottobre 1809
memorial_id_9790642399,Lapide Maria Andreatta,46.1791509,11.2977449,stone,memorial:stone,
memorial_id_9796103964,Croce Anton Lazzeri,46.2088824,11.3510302,,memorial,
memorial_id_9796136963,Croce Bruno Politzki,46.1905064,11.3661114,,memorial,
memorial_id_9796983875,Unnamed,45.8695352,10.7788015,,memorial,
memorial_id_9812767117,Unnamed,46.1893123,11.286208,,memorial,Dario Giacomozzi
memorial_id_9812767118,Unnamed,46.188333,11.2856168,,memorial,Narciso Andreatta
monument_id_9817164614,Unnamed,46.1755428,11.8284244,,monument,
memorial_id_9840559601,Umberto Laezza,45.8848412,11.038695,plaque,memorial:plaque,1957 - 2015 Qui con i suoi amici istante dopo istante eroi
memorial_id_9893557583,Unnamed,46.3999044,11.0045014,war_memorial,memorial:war_memorial,
memorial_id_9942573357,Unnamed,45.8813153,10.7515845,war_memorial,memorial:war_memorial,
memorial_id_9965338367,Unnamed,45.8717159,10.7744604,plaque,memorial:plaque,"In questa casa nacque
addì 17 aprile 1798
ANDREA MAFFEI
poeta e filosofo insigne
patriota sincero

I cittadini di Molina redenta
grati e memori del nobile esempio
a imperitura memoria
1920"
memorial_id_9967136087,Unnamed,45.8711095,10.7751932,plaque,memorial:plaque,
memorial_id_9969540562,Monumento a Giovanni Battista Righi,46.2315412,10.8274202,bust,memorial:bust,
memorial_id_9969872697,Unnamed,46.0732306,10.9790754,plaque,memorial:plaque,Amadio Faes
memorial_id_9974359353,Unnamed,45.8703718,10.7721186,plaque,memorial:plaque,
monument_id_9982530994,Unnamed,46.3938263,11.1464058,,monument,
monument_id_9983348719,El Ciuarol,45.8666104,10.7879299,,monument,"El Ciuarol
Maestro di lavoro e di vita"
memorial_id_10039737762,Andreas Hofer,46.1384886,11.1182848,,memorial,
memorial_id_10156538101,Unnamed,46.1115666,11.1710709,,memorial,
memorial_id_10259107268,Unnamed,46.0137532,11.2979217,,memorial,
monument_id_10268577721,Unnamed,46.0489526,10.8739427,,monument,
memorial_id_10284696206,Unnamed,45.9755274,11.5963697,plaque,memorial:plaque,Minati Adriano ...etc...
monument_id_10561669462,Unnamed,45.912064,11.230753,,monument,
memorial_id_10574663066,Unnamed,46.1072449,11.1039349,plaque,memorial:plaque,Bernardino Rossi
monument_id_10694782481,150° C. Alpini,45.8210273,10.9787279,,monument,
memorial_id_10721716573,Unnamed,46.1250436,11.1175069,war_memorial,memorial:war_memorial,
memorial_id_10743822350,Unnamed,46.2925392,11.5080573,sculpture,memorial:sculpture,
memorial_id_10870040228,Unnamed,46.0751677,11.0027526,war_memorial,memorial:war_memorial,1915-1918 - Im Gedenken an unsere Tiroler Standschützen
memorial_id_10883748382,Terzo Mistero Gauduioso: la Natività,46.0950673,11.2337096,statue,memorial:statue,
memorial_id_10883748386,Quarto Mistero Gaudioso: Presentazione al Tempio,46.0946409,11.232976,statue,memorial:statue,
memorial_id_10905218488,Unnamed,46.0684502,11.1190432,,memorial,"Per Agitu, per tutte le donne vitime di violenza. Trento non dimentica"
memorial_id_10917670306,Caduti in Venezia Giulia e Dalmazia,46.066606,11.1259405,plaque,memorial:plaque,
memorial_id_10917670307,Divisione Acqui,46.066232,11.1257303,plaque,memorial:plaque,
memorial_id_10917670311,Unnamed,46.065802,11.1249299,sculpture,memorial:sculpture,Il lavoro è per l'uomo e non l'uomo per il lavoro
memorial_id_10924190730,Unnamed,46.1083514,11.142084,war_memorial,memorial:war_memorial,
memorial_id_10933996782,Pedretti Lino,46.040916,10.5017981,,memorial,Pedretti Lino
memorial_id_10933996783,stele 5 luglio 1915,46.040885,10.5009391,war_memorial,memorial:war_memorial,5 luglio 1915 - ai fratelli d'arma
memorial_id_10968840680,FAR 149 BATT 5 1918,45.8898631,10.9224968,stele,memorial:stele,
memorial_id_10969373218,Alessandro Spagolla,46.0534629,11.4573591,stele,memorial:stele,in questa casa nacque e visse il garibaldino Alessandro Spagolla
monument_id_10989708456,Palazzo a Prato,46.1829606,11.2509763,,castle,
memorial_id_10991708175,Ciao Silvano,46.0065937,10.7700972,campana_del_vento,memorial:campana_del_vento,Silvano Fedel
memorial_id_11006215993,Unnamed,46.0749295,11.3020644,war_memorial,memorial:war_memorial,
memorial_id_11007033090,Unnamed,46.4093866,11.1678391,plaque,memorial:plaque,
memorial_id_11007033096,Unnamed,46.4092818,11.1674898,plaque,memorial:plaque,
memorial_id_11010866042,Leggenda del Bus de Vela,46.0666311,11.1216208,stone,memorial:stone,Apriti o croz che i renderei mi sono addos
memorial_id_11017964911,Francesco de Gerloni,46.0706637,11.1297678,plaque,memorial:plaque,
memorial_id_11017964912,Damiano Chiesa,46.0706514,11.1297264,plaque,memorial:plaque,[segue] Qui condannato a morte dal tribunale di guerra dell'XI Armata austriaca il 19 maggio del 1916
memorial_id_11017964913,Cesare Battisti,46.0706605,11.1297764,plaque,memorial:plaque,
monument_id_11037124962,Unnamed,45.94942,11.2037969,,monument,
memorial_id_11054811552,San Maurizio,46.4301752,11.8161017,statue,memorial:statue,
memorial_id_11135786365,Piercarlo Bordin,46.2817165,10.937293,,memorial,
memorial_id_11140711171,Gianni Kaisermann,46.2435032,10.9190175,stone,memorial:stone,
memorial_id_11158539696,Terlago ai suoi caduti,46.0974603,11.0454426,war_memorial,memorial:war_memorial,
memorial_id_11163209355,Stele commemorativa della strada militare di val Regana (sett. 1917),46.2027649,11.637589,stele,memorial:stele,8° Alpini B.ne Val. Natisone. La 216a compagnia trasse la strada fino a quota 2848 munì le inviolabili cime del massiccio d'Asta. Sett. 1917
memorial_id_11175560212,Unnamed,46.0587684,11.1272696,plaque,memorial:plaque,
memorial_id_11182801201,Unnamed,46.1247326,11.6676387,plaque,memorial:plaque,"Quì vola l'anima del dott. Rino Ballerin ideatore del ""Trodo Dei Fiori"" 1922-2008"
memorial_id_11209855744,lapide,45.8520889,10.9070535,stone,memorial:stone,
memorial_id_11209855745,lapide,45.8521141,10.9071182,stone,memorial:stone,
memorial_id_11209855746,lapide,45.8521651,10.9071221,stone,memorial:stone,
memorial_id_11224446463,Lapide di Marco Apuleio,46.071239,11.1149827,plaque,memorial:plaque,
memorial_id_11244181412,Unnamed,46.0621204,11.23763,,memorial,
memorial_id_11276083822,Memoriale dei serbi,45.9122456,10.9779981,war_memorial,memorial:war_memorial,"Prima guerra mondiale
1914-1918
Cimitero dei Serbi
alla e per la memoria"
memorial_id_11409644521,Unnamed,45.8894414,10.6705476,plaque,memorial:plaque,"Magazzino d'armi e viveri
dell'esercito 
napoleonico.
Waffen und
provianzlager
vom napoleonichen heer"
memorial_id_11409644524,Unnamed,45.8898037,10.6713777,plaque,memorial:plaque,"ANTICA CASA MERCANTILE
DELLA REPUBBLICA
DI VENEZIA
ALTES HANDELSHAUS
DER
VENETIANICHEN REPUBLIK"
memorial_id_11409644550,Unnamed,45.8902539,10.6721748,plaque,memorial:plaque,"IN QUESTA CASA NACQUE E SI SPENSE
COSTANTINO RIBAGA
LAUREATO IN SCIENZE NATURALI
FU INSIGNE STUDIOSO DI
ENTOMOLOGIA ALLE UNIVERSITA' DI
WIENNA NAPOLI E FIRENZE SCOPRI' E
DETTE IL NOME A SPECIE NUOVE DI INSETTI
1870 - 1945"
memorial_id_11409657469,Unnamed,45.8904308,10.6725068,plaque,memorial:plaque,"QUI NACQUE NEL 1800
MARTINO RIBAGA
DETTO IL GIGANTE DEI BARCHI
ALTO SEI PIEDI E MEZZO SOLLEVAVA UN
SOMARO CARICO DI SACCHI DI GRANO
CADUTO IN MANO A UNO SPECULATORE
FU PORTATO AD ESIBIRSI IN TUTTA EUROPA
MORI' IN FRANCIA A SOLI 23 ANNI"
memorial_id_11418357088,Unnamed,46.3091448,10.7419963,,memorial,
monument_id_11435107932,Monumento ai caduti,46.0786005,10.7197862,,monument,
memorial_id_11449067646,Unnamed,45.9675365,11.3561165,war_memorial,memorial:war_memorial,
memorial_id_11457474194,Lapide,45.8578405,10.9099672,stone,memorial:stone,Maddalena Mario
memorial_id_11457474195,Lapide,45.8578466,10.9099834,stone,memorial:stone,Bontadi Ivo
memorial_id_11497450547,Unnamed,45.8937348,10.6862978,war_memorial,memorial:war_memorial,Tiarno per la pace
monument_id_11505365811,Unnamed,45.9487745,10.6460831,,monument,
memorial_id_11519263051,Unnamed,45.8992556,10.7252618,plaque,memorial:plaque,
memorial_id_11521761384,Unnamed,46.0698372,11.667561,war_memorial,memorial:war_memorial,
memorial_id_11533207349,Unnamed,45.9118903,10.7262264,plaque,memorial:plaque,"GARIBALDI
FIN QUI GIUNSE
PER OSSERVARE
LA FUGA
DEGLI AUSTRO-CROATI
SCONFITTI A BEZZECCA"
memorial_id_11577699809,Pietra d'inciampo Remo Ballardini,45.8869654,10.8423177,stolperstein,memorial:stolperstein,"QUI LAVORAVA
REMO BALLARDINI
NATO 1892
ARRESTATO 28.6.1944
MORTO IN SEGUITO
19.10.1944
RIVA DEL GARDA"
memorial_id_11577699810,Pietra d'inciampo Eugenio Impera,45.8859585,10.8459595,stolperstein,memorial:stolperstein,"QUI ABITAVA
EUGENIO IMPERA
NATO 1925
ASSASSINATO 28.6.1944
RIVA DEL GARDA"
memorial_id_11577699823,Pietra d'inciampo Antonio Gambaretto,45.8874784,10.8466311,stolperstein,memorial:stolperstein,"QUI LAVORAVA
ANTONIO GAMBARETTO
NATO 1913
ASSASSINATO 28.6.1944
RIVA DEL GARDA"
memorial_id_11577699824,Pietra d'inciampo Enrico Meroni,45.8890643,10.844778,stolperstein,memorial:stolperstein,"QUI ABITAVA
ENRICO MERONI
NATO 1925
ASSASSINATO 28.6.1944
RIVA DEL GARDA"
memorial_id_11577699833,Pietra d'inciampo Augusto Betta,45.8868531,10.8437202,stolperstein,memorial:stolperstein,"QUI ABITAVA
AUGUSTO BETTA
NATO 1899
ASSASSINATO 28.6.1944
RIVA DEL GARDA"
memorial_id_11577699834,Pietra d'inciampo Gastone Franchetti,45.8872631,10.8447041,stolperstein,memorial:stolperstein,"QUI LAVORAVA
GASTONE FRANCHETTI
NATO 1920
ARRESTATO 29.6.1944
FUCILATO 29.8.1944
BOLZANO"
memorial_id_11577699850,Pietra d'inciampo Vincenzo Cicala,45.88627,10.8392266,stolperstein,memorial:stolperstein,"QUI ABITAVA
VINCENZO CICALA
NATO 1886
ARRESTATO 12.9.1944
DEPORTATO
MAUTHAUSEN
ASSASSINATO 29.1.1945
MELK"
memorial_id_11577699851,Pietra d'inciampo Antonio Bosco,45.8854471,10.8388046,stolperstein,memorial:stolperstein,"QUI ABITAVA
ANTONIO BOSCO
NATO 1914
ARRESTATO 29.6.1944
FUCILATO 24.8.1944
BOLZANO"
monument_id_11708140507,Unnamed,46.0082117,11.1536064,,monument,
memorial_id_11727717091,Contrada della Terra,45.8879663,11.0452307,plaque,memorial:plaque,
memorial_id_11727732392,Damiano Chiesa,45.8887281,11.0451548,plaque,memorial:plaque,
memorial_id_11727732393,Antonio Rosmini,45.888775,11.0454045,plaque,memorial:plaque,
memorial_id_11727732394,Vicolo Di San Giuseppe,45.8885957,11.0454648,plaque,memorial:plaque,
monument_id_11775248762,Unnamed,45.9228863,10.9025175,,monument,
memorial_id_11801502227,Gambaretto Loredana,45.7566886,10.9264559,plaque,memorial:plaque,
memorial_id_11901101342,Unnamed,45.916682,10.9229177,,memorial,
memorial_id_11907019915,Unnamed,45.9049368,10.9298318,war_memorial,memorial:war_memorial,
monument_id_11955696873,Unnamed,45.8902631,10.9502991,,monument,
memorial_id_11985780768,Unnamed,45.6991721,11.1353309,cross,memorial:cross,
memorial_id_11985797571,Unnamed,45.7018279,11.1348715,plaque,memorial:plaque,"Lavagnoli Mirco|6-8-1973|6-12-2003|Signore Mia Roccia|Salmo 17,3"
memorial_id_11998445502,Unnamed,45.8685413,10.9373459,plaque,memorial:plaque,
memorial_id_12016544617,Unnamed,45.8860009,10.8229495,cross,memorial:cross,
memorial_id_12039274247,Unnamed,45.8660627,10.9544821,,memorial,
memorial_id_12062827538,Unnamed,46.4344287,11.8509724,plaque,memorial:plaque,"A Paul Grohmann, Angelo e Fulgenzio Dimai. CLI Alpinisti Fassaini. 28-9-1864 - 28-9-1964"
memorial_id_12062827539,"Marmolèda, Ponta Penia, 1864-2014",46.434428,11.8509711,plaque,memorial:plaque,
memorial_id_12062827540,Unnamed,46.4342981,11.8505584,plaque,memorial:plaque,1915-1918|Im gedenken an unsere Tiroler Standschützen|In ricordo del nostri Standschützen Tirolesi|En record de nosc Scizeri di Tirol|In memory of our Tyrolean Standschützen
memorial_id_12073678538,Unnamed,45.9342199,11.2270754,stele,memorial:stele,
monument_id_12112123446,Unnamed,45.8195663,10.9668138,,monument,
memorial_id_12124704447,Unnamed,46.4302058,11.8161744,war_memorial,memorial:war_memorial,battaglioni alpini mobilitati e costituiti durante la guerra 1915-1918
memorial_id_12149287051,"Vinicio Della Vecchia, Don Bartolomeo Del Bianco",46.4514488,11.6361882,plaque,memorial:plaque,
memorial_id_12151195723,Madonnina del Piva,46.2401453,11.5293372,statue,memorial:statue,Madonnina del Piva
monument_id_12183880871,Unnamed,45.8079607,10.9707918,,monument,
memorial_id_12184181387,Piccola croce con targa dedicata ad un ragazzo,45.71949,11.12365,cross,memorial:cross,
memorial_id_12200968419,Unnamed,45.8127242,10.999036,plaque,memorial:plaque,"MCMXVI
R.ESERCITO ITALIANO
I^ARMATA"
memorial_id_12208681053,Unnamed,45.8185939,10.9573813,plaque,memorial:plaque,
memorial_id_12262911906,Unnamed,46.0974652,11.0454408,war_memorial,memorial:war_memorial,
memorial_id_12294506973,Unnamed,46.061831,10.9903628,obelisk,memorial:obelisk,
memorial_id_12307440121,San Giovanni Nepomuceno,46.1463144,10.7695816,statue,memorial:statue,
