prjTitle,prjURL,prjKeywords,prjType,prjDescription,prjStartDate,prjEndDate,prjFundingAgency,prjInput,prjOutput,prjCoordinator,prjObservations
Tourism and Waste Management in Trentino,https://github.com/pariamelle/KGE-Project-Tourism-Waste-Management-in-Trentino,"Tourism, Waste, Trentino Province, WasteFacilities",Knowledge Resource Generation,This project provides cohomprensive data reguarding waste management and its relationship with tourism in the Province of Trento,28/10/2024,,None,,,Simone Bocca,
