id;name;latitude;longitude;geometry;artist_name;description;website;type
9838948020;Concezione Universale;45.8867115;11.0450725;POINT (11.0450725 45.8867115);Bruno Baroncini;;;sculpture
9838948021;Unnamed;45.8866527;11.0448633;POINT (11.0448633 45.8866527);;;;statue
9852288686;Unnamed;45.9138522;10.8115954;POINT (10.8115954 45.9138522);;;;sculpture
9861838611;Unnamed;45.8949855;10.8553192;POINT (10.8553192 45.8949855);;;;statue
9881050923;Excalibur;45.9600268;10.9343936;POINT (10.9343936 45.9600268);;;;sculpture
9941872318;Unnamed;45.8815496;10.7520276;POINT (10.7520276 45.8815496);;;;mural
9942573386;Unnamed;45.8812396;10.7517266;POINT (10.7517266 45.8812396);;;;mural
9944232476;Unnamed;45.882471;10.7528058;POINT (10.7528058 45.882471);;;;mural
9944700138;Unnamed;45.88176;10.750976;POINT (10.750976 45.88176);;;;mural
9945133959;Unnamed;45.8815932;10.751512;POINT (10.751512 45.8815932);;;;mural
9947895817;Unnamed;46.3490186;11.0899451;POINT (11.0899451 46.3490186);;;;sculpture
9954106382;Monumento ai caduti;45.9170322;11.168453;POINT (11.168453 45.9170322);;;;statue
9955748805;Beato Enrico;45.9166917;11.1696218;POINT (11.1696218 45.9166917);;;;mural
9974359354;Unnamed;45.870417;10.7719526;POINT (10.7719526 45.870417);;;;mural
10053603703;Lupa del Lagorai;46.0425619;11.3275671;POINT (11.3275671 46.0425619);;;;sculpture
10176208817;Chiesa di Santa Maria Assunta;45.917215;11.0306859;POINT (11.0306859 45.917215);;;;
10180096589;Unnamed;46.2185678;11.1885511;POINT (11.1885511 46.2185678);associazione intagliatori di lengno valle Cembra;diverse opere scolpendo;;sculpture
10316929448;Unnamed;46.0947832;11.4805379;POINT (11.4805379 46.0947832);;;;mural
10822038006;Grifone Vaia Tesino;46.0469039;11.6467694;POINT (11.6467694 46.0469039);Martalar;;;land_art
10889571922;Le pecore curiose;46.0731448;10.9984178;POINT (10.9984178 46.0731448);Marco Baj;;;installation
10889571923;Energia;46.0723269;10.9984198;POINT (10.9984198 46.0723269);Mario Iral;;;installation
10889571931;1980 - I Pisetta;46.0720237;10.9980741;POINT (10.9980741 46.0720237);Giovanni Bailoni;;;installation
10889571932;Spirito del bondone;46.0733219;10.9982109;POINT (10.9982109 46.0733219);Matteo Cecchinato;;;installation
10889571933;"Abisso ""percorso interiore""";46.0733777;10.9983745;POINT (10.9983745 46.0733777);Paolo Vivian;;;installation
10889571934;Origine glaciale;46.0723376;10.9988278;POINT (10.9988278 46.0723376);Federico Seppi;;;installation
10889571935;Riflessi d'acqua;46.0725032;10.9992194;POINT (10.9992194 46.0725032);Ionel Alexandrescu;;;installation
10907494766;Dado della pace;46.0654691;11.1249326;POINT (11.1249326 46.0654691);;;;
10967746467;Unnamed;46.2178072;11.1870601;POINT (11.1870601 46.2178072);associazione intagliatori di lengno valle Cembra;diverse opere scolpendo;;sculpture
10967746468;Unnamed;46.2178141;11.1868514;POINT (11.1868514 46.2178141);associazione intagliatori di lengno valle Cembra;diverse opere scolpendo;;sculpture
10967746469;Unnamed;46.2188055;11.1881234;POINT (11.1881234 46.2188055);associazione intagliatori di lengno valle Cembra;diverse opere scolpendo;;sculpture
10984538270;Unnamed;46.2181424;11.1871012;POINT (11.1871012 46.2181424);associazione intagliatori di lengno valle Cembra;diverse opere scolpendo;;sculpture
10992828522;Tavola della Regola;46.0976825;11.0450153;POINT (11.0450153 46.0976825);;;;statue
11005992405;Unnamed;46.4129683;11.1728294;POINT (11.1728294 46.4129683);;;;sculpture
11007783474;Physis;46.0021734;11.366983;POINT (11.366983 46.0021734);Arcangelo Sassolino;;;
11007800877;Cattedrale vegetale;46.0015616;11.3698054;POINT (11.3698054 46.0015616);Giuliano Mauri;;;
11007815037;Barca;46.001304;11.3657651;POINT (11.3657651 46.001304);Nils-Udo;;;
11007819185;Radice comune;46.0014325;11.3663111;POINT (11.3663111 46.0014325);Henrique Oliveira;;;
11007819620;Bamboo Ring;46.001889;11.3702025;POINT (11.3702025 46.001889);Kengo Kuma;;;
11007819660;I semi della pace;46.0078348;11.4164886;POINT (11.4164886 46.0078348);Pinuccio Sciola;;;
11007832475;Infinitum;46.0013305;11.366716;POINT (11.366716 46.0013305);Glanandrea Gazzola;;;
11007834693;Ponte II;46.0012386;11.36913;POINT (11.36913 46.0012386);Steven Siegel;;;
11007837849;Memoria della luce che fu;46.0012422;11.3696664;POINT (11.3696664 46.0012422);Kristof Kintera;;;
11007838690;Animo d'oro;46.0075575;11.4155243;POINT (11.4155243 46.0075575);Roberto Conte;;;
11007839653;Simbiosi;46.0019698;11.3664214;POINT (11.3664214 46.0019698);Edoardo Tresoldi;;;
11007840139;Terzo Paradiso -  La trincea della Pace;46.0009163;11.3646321;POINT (11.3646321 46.0009163);Michelangelo Pistoletto;;;
11007843980;Senza titolo 169;46.0015713;11.3674135;POINT (11.3674135 46.0015713);;;;
11007844031;Senza Titolo;46.0076375;11.4143272;POINT (11.4143272 46.0076375);Edoardo Souto De Moura;;;
11007848001;Domino della mente;46.0019964;11.3679713;POINT (11.3679713 46.0019964);;;;
11007849136;In Apparenza;46.0021517;11.3692483;POINT (11.3692483 46.0021517);Stuart Ian Frost;;;
11007849420;Riondolo;46.0082267;11.4171254;POINT (11.4171254 46.0082267);Giovanni Wegher;;;
11007849742;Solstizio;46.0011309;11.3655464;POINT (11.3655464 46.0011309);Roberto Conte;;;
11007850211;Case per Baroni Ramoanti;46.0012941;11.3683952;POINT (11.3683952 46.0012941);Robert Conte;;;
11007851146;Liquid landscape;46.0017133;11.370751;POINT (11.370751 46.0017133);;;;
11007851941;La Donna invisibile;46.000942;11.3685798;POINT (11.3685798 46.000942);Cédric Le Borgne;;;
11007853324;Trabucco in montagna;46.0021588;11.3700543;POINT (11.3700543 46.0021588);Arne Quinze;;;
11007853338;Frammenti di luce;46.0080332;11.4155852;POINT (11.4155852 46.0080332);Carlos Marreiros;;;
11007853609;Origin;46.0018831;11.3683023;POINT (11.3683023 46.0018831);;;;
11007854802;A fior di pele;46.0081381;11.4153518;POINT (11.4153518 46.0081381);Stuart Ian Frost;;;
11007856794;Levitas - La terza montagna;46.0075806;11.4145835;POINT (11.4145835 46.0075806);Ian Ritchie;;;
11007857625;Trio;46.0029228;11.3686318;POINT (11.3686318 46.0029228);Giulio laccheti;;;
11007866116;Forest Byoubu;46.0079705;11.415005;POINT (11.415005 46.0079705);Atsushi Kitagawara;;;
11007866707;Il Seme;46.0077827;11.4158046;POINT (11.4158046 46.0077827);Alison Stigora;;;
11007866708;Camera con Alberi;46.0081446;11.416682;POINT (11.416682 46.0081446);Stefano Boeri;;;
11007866852;Zen Bench;46.007834;11.4159674;POINT (11.4159674 46.007834);Thomas Daniell Ugo Re;;;
11007866853;Dentro fuori;46.0080595;11.4160395;POINT (11.4160395 46.0080595);Michele de Lucchi;;;
11007866921;Me't rispect;46.0083104;11.417111;POINT (11.417111 46.0083104);Matteo Marchini;;;
11007866922;Tiglio aperto;46.0080682;11.4170171;POINT (11.4170171 46.0080682);Urs Twellmann;;;
11007868338;Infinity Seat;46.0080354;11.4154335;POINT (11.4154335 46.0080354);Ian Ritchie;;;
11007868597;Il viaggio;46.0080747;11.4163208;POINT (11.4163208 46.0080747);;;;
11007869159;Kodama;46.0078893;11.414666;POINT (11.414666 46.0078893);Kengo Kuma;;;
11007869400;Clizia;46.0076091;11.4149124;POINT (11.4149124 46.0076091);Angelo Mangiatori;;;
11007869630;Rinascita della foresta danzante;46.0079001;11.4152952;POINT (11.4152952 46.0079001);Rocco Yim;;;
11007869631;Fontanella sotsass;46.0076408;11.4152459;POINT (11.4152459 46.0076408);Ettore Sotsass;;;
11007870623;Incanto;46.0078437;11.4149827;POINT (11.4149827 46.0078437);Alberto Meda;;;
11007870624;Menhir;46.0080615;11.4157124;POINT (11.4157124 46.0080615);Daniele Pedretti;;;
11010407768;Aquila Vaia;45.9796494;11.5945398;POINT (11.5945398 45.9796494);Marco Martalar;;;sculpture
11010529069;Unnamed;46.4126647;11.1733038;POINT (11.1733038 46.4126647);;;;sculpture
11054736538;Cervo Vaia;45.936186;11.3208066;POINT (11.3208066 45.936186);Marco Martalar;;;sculpture
11056450049;Orso;46.0680962;10.9633489;POINT (10.9633489 46.0680962);;;;sculpture
11121852497;Unnamed;46.0139359;11.2736078;POINT (11.2736078 46.0139359);;;;sculpture
11134980960;Unnamed;45.8831739;10.8478603;POINT (10.8478603 45.8831739);;;;
11138636526;Unnamed;46.0634459;11.1246403;POINT (11.1246403 46.0634459);;;;
11145750199;Lo Gnomo;46.0278784;11.2645705;POINT (11.2645705 46.0278784);;;;sculpture
11162976426;Grostol;46.4359779;11.6946486;POINT (11.6946486 46.4359779);;;;statue
11162976427;Unnamed;46.4353642;11.6943012;POINT (11.6943012 46.4353642);;;;sculpture
11162976428;Unnamed;46.435343;11.6941738;POINT (11.6941738 46.435343);;;;sculpture
11162976429;Unnamed;46.435038;11.6937936;POINT (11.6937936 46.435038);;;;statue
11162976432;Piotola;46.4346036;11.6929588;POINT (11.6929588 46.4346036);;;;statue
11162976433;Ciacola;46.4342256;11.6922896;POINT (11.6922896 46.4342256);;;;statue
11162976434;Unnamed;46.433952;11.6918188;POINT (11.6918188 46.433952);;;;statue
11162976437;Bronza;46.4335407;11.6910115;POINT (11.6910115 46.4335407);;;;statue
11163010807;Unnamed;46.4422181;11.6928307;POINT (11.6928307 46.4422181);;;;statue
11219419412;Games of Cubes;45.9279022;10.7660837;POINT (10.7660837 45.9279022);;;;
11291607947;Unnamed;46.0743037;11.2511927;POINT (11.2511927 46.0743037);;;;statue
11363561346;Il Lupo;46.1241862;11.1936944;POINT (11.1936944 46.1241862);Luca Molinari;;;sculpture
11363561347;Il custode del fungo;46.1200682;11.1933354;POINT (11.1933354 46.1200682);;;;sculpture
11363561348;Il Bosco;46.1186495;11.1969724;POINT (11.1969724 46.1186495);;;;sculpture
11363561350;Golosone;46.1256538;11.1937164;POINT (11.1937164 46.1256538);;;;sculpture
11363561353;Unnamed;46.1166326;11.1959386;POINT (11.1959386 46.1166326);;;;sculpture
11363561355;Unnamed;46.1160198;11.1945924;POINT (11.1945924 46.1160198);;;;sculpture
11363561358;Unnamed;46.1178855;11.1929563;POINT (11.1929563 46.1178855);;;;sculpture
11363561359;Libero Fauno;46.1267632;11.2025272;POINT (11.2025272 46.1267632);Ivan Boneccher;;;sculpture
11363561360;Unnamed;46.1158047;11.1951632;POINT (11.1951632 46.1158047);;;;sculpture
11363561361;Unnamed;46.1291962;11.197472;POINT (11.197472 46.1291962);;;;sculpture
11363561362;Caminar sui Piani;46.1162242;11.1956762;POINT (11.1956762 46.1162242);Annamaria Bebber;;;sculpture
11363561364;Il Cinesino;46.1255779;11.1937518;POINT (11.1937518 46.1255779);;;;sculpture
11363561366;Unnamed;46.1242871;11.201554;POINT (11.201554 46.1242871);;;;sculpture
11363572669;Pina la gnoma spazzafoglie;46.1192991;11.1927721;POINT (11.1927721 46.1192991);Gianni Antonelli;;;sculpture
11363572670;La volpe con i volpini;46.1278421;11.1948329;POINT (11.1948329 46.1278421);Silvano Garollo;;;sculpture
11363572672;L'orso;46.127755;11.2011734;POINT (11.2011734 46.127755);Nadia Simeonoda;;;sculpture
11363572673;Unnamed;46.1192374;11.1971258;POINT (11.1971258 46.1192374);;;;sculpture
11363572675;L'antico Saggio;46.1163156;11.1956965;POINT (11.1956965 46.1163156);;;;sculpture
11504208411;Unnamed;45.8942364;10.684666;POINT (10.684666 45.8942364);;;;
11505569713;Unnamed;45.8874686;10.6681953;POINT (10.6681953 45.8874686);;;;
11799583762;Unnamed;45.9236481;10.9011128;POINT (10.9011128 45.9236481);;;;statue
11985322029;Unnamed;45.8913489;10.952518;POINT (10.952518 45.8913489);;;;graffiti
12039418126;Unnamed;46.1561424;11.2859799;POINT (11.2859799 46.1561424);;;;sculpture
12039452840;Unnamed;46.1503276;11.2776888;POINT (11.2776888 46.1503276);;;;sculpture
12039463344;Unnamed;46.1785556;11.3240815;POINT (11.3240815 46.1785556);;;;sculpture
12039490357;Unnamed;46.1506593;11.273391;POINT (11.273391 46.1506593);;;;sculpture
12055139164;Haflinger di Strembo - Cavallo di Martalar;46.1230853;10.7541747;POINT (10.7541747 46.1230853);;;;sculpture
12067979682;Unnamed;45.9509989;11.2822044;POINT (11.2822044 45.9509989);;;;installation
12091417049;Unnamed;46.0457922;11.2344827;POINT (11.2344827 46.0457922);;;;sculpture
12091417050;Unnamed;46.0612706;11.2279172;POINT (11.2279172 46.0612706);;;;sculpture
12108112299;Unnamed;46.3029523;11.0858385;POINT (11.0858385 46.3029523);;;;sculpture
12127457024;Orso del Pradel;46.1592023;10.9535178;POINT (10.9535178 46.1592023);;;;installation
12127492930;Crocifissione con la Vergine e San Giovanni Evangelista;45.8369608;10.9705987;POINT (10.9705987 45.8369608);Giovanni Badile;;;mural
12151484539;Wood Carving Art;46.4057324;11.6455405;POINT (11.6455405 46.4057324);;Multiple sculptures from old trees along the trail;;
12171298284;Unnamed;45.8202841;10.975999;POINT (10.975999 45.8202841);;;;statue
12173304052;Unnamed;45.8172683;10.9698269;POINT (10.9698269 45.8172683);;;;statue
12181756959;Installazione Sequoia;46.0099698;11.3057871;POINT (11.3057871 46.0099698);;;;installation
12186148378;Installazione Zefiro;46.011688;11.3087819;POINT (11.3087819 46.011688);Studio CMQ Architettura di Milano;;;sculpture
12186246783;Unnamed;45.8054692;10.9730448;POINT (10.9730448 45.8054692);;;;mural
12198523761;Madonna del Pontirol;45.8121159;10.9785608;POINT (10.9785608 45.8121159);;;;statue
12208519099;Unnamed;45.817688;10.9555171;POINT (10.9555171 45.817688);;;;statue
12232063974;Unnamed;46.248083;11.0668038;POINT (11.0668038 46.248083);;;;sculpture
12232816657;Unnamed;46.4292352;11.7218234;POINT (11.7218234 46.4292352);;;;statue
12367744783;Unnamed;46.0686489;11.1280149;POINT (11.1280149 46.0686489);;;;sculpture
12367747148;Unnamed;46.0686926;11.1281062;POINT (11.1281062 46.0686926);;;;sculpture
12367750517;Unnamed;46.0686486;11.1280793;POINT (11.1280793 46.0686486);;;;sculpture
12367750518;Unnamed;46.0686919;11.1280116;POINT (11.1280116 46.0686919);;;;sculpture
12367753253;Unnamed;46.0687164;11.1280696;POINT (11.1280696 46.0687164);;;;sculpture
12507293334;Madonnina;45.9738403;11.2875859;POINT (11.2875859 45.9738403);;;;statue
12512030174;Unnamed;46.0530546;11.4631583;POINT (11.4631583 46.0530546);Arte Sella;;;sculpture
12513664070;Unnamed;46.0531838;11.4524225;POINT (11.4524225 46.0531838);Arte Sella;;;sculpture
12518125399;Cesare Battisti;46.2617841;11.7971929;POINT (11.7971929 46.2617841);;;;bust
