id;name;latitude;longitude;bounds;geometry;type;details
PA_id_10744103155;;46.4750096;11.8042991;;POINT (11.8042991 46.4750096);skiing;{}
PA_id_10744103161;Kristiania;46.4747126;11.8021999;;POINT (11.8021999 46.4747126);skiing;{'aerialway': 'station', 'aerialway:access': 'exit', 'public_transport': 'station'}
PA_id_10744103164;;46.4813981;11.7895992;;POINT (11.7895992 46.4813981);skiing;{}
PA_id_10744934124;;46.4391094;11.6915995;;POINT (11.6915995 46.4391094);skiing;{}
PA_id_10744934125;;46.4390653;11.6916303;;POINT (11.6916303 46.4390653);skiing;{}
PA_id_10744934126;;46.4392866;11.6916949;;POINT (11.6916949 46.4392866);skiing;{}
PA_id_10744934139;;46.4387341;11.6922855;;POINT (11.6922855 46.4387341);skiing;{}
PA_id_10746569942;;46.4853258;11.7957182;;POINT (11.7957182 46.4853258);skiing;{}
PA_id_10749180158;;46.4389106;11.6626837;;POINT (11.6626837 46.4389106);skiing;{}
PA_id_10749180159;;46.4389487;11.6627742;;POINT (11.6627742 46.4389487);skiing;{}
PA_id_10749180160;;46.4388859;11.6628846;;POINT (11.6628846 46.4388859);skiing;{}
PA_id_10749180161;;46.4386461;11.6631382;;POINT (11.6631382 46.4386461);skiing;{}
PA_id_10749180162;;46.4385993;11.6632004;;POINT (11.6632004 46.4385993);skiing;{}
PA_id_10749180163;;46.4383785;11.6633426;;POINT (11.6633426 46.4383785);skiing;{}
PA_id_10749180164;;46.4383989;11.6635008;;POINT (11.6635008 46.4383989);skiing;{}
PA_id_10751288334;;46.4205841;11.6958312;;POINT (11.6958312 46.4205841);skiing;{}
PA_id_10751288335;;46.4252057;11.6939271;;POINT (11.6939271 46.4252057);skiing;{}
PA_id_10751288336;;46.4234745;11.692761;;POINT (11.692761 46.4234745);skiing;{}
PA_id_10751288337;;46.4224204;11.6928159;;POINT (11.6928159 46.4224204);skiing;{}
PA_id_10751288338;;46.420555;11.6955607;;POINT (11.6955607 46.420555);skiing;{}
PA_id_10751288339;;46.420613;11.6953223;;POINT (11.6953223 46.420613);skiing;{}
PA_id_10751288340;;46.4208482;11.6950651;;POINT (11.6950651 46.4208482);skiing;{}
PA_id_10751288341;;46.4215476;11.6947145;;POINT (11.6947145 46.4215476);skiing;{}
PA_id_10751288342;;46.4224338;11.6941909;;POINT (11.6941909 46.4224338);skiing;{}
PA_id_10751288343;;46.4230622;11.6939759;;POINT (11.6939759 46.4230622);skiing;{}
PA_id_10751288344;;46.4236615;11.6940601;;POINT (11.6940601 46.4236615);skiing;{}
PA_id_10751288345;;46.4242738;11.6943265;;POINT (11.6943265 46.4242738);skiing;{}
PA_id_10751288346;;46.4281116;11.6943039;;POINT (11.6943039 46.4281116);skiing;{}
PA_id_10751288347;;46.4278603;11.6941885;;POINT (11.6941885 46.4278603);skiing;{}
PA_id_10751288348;;46.4272288;11.6941434;;POINT (11.6941434 46.4272288);skiing;{}
PA_id_10751288349;;46.42544;11.6943945;;POINT (11.6943945 46.42544);skiing;{}
PA_id_10751288350;;46.4247772;11.6944506;;POINT (11.6944506 46.4247772);skiing;{}
PA_id_10751288351;;46.4257253;11.6941395;;POINT (11.6941395 46.4257253);skiing;{}
PA_id_10751288352;;46.4223301;11.6942522;;POINT (11.6942522 46.4223301);skiing;{}
PA_id_10778647315;;46.358676;11.4811608;;POINT (11.4811608 46.358676);skiing;{}
PA_id_10778647316;;46.3577319;11.4816356;;POINT (11.4816356 46.3577319);skiing;{}
PA_id_10778654170;;46.3621578;11.4842615;;POINT (11.4842615 46.3621578);skiing;{}
PA_id_10778654299;;46.360577;11.4759842;;POINT (11.4759842 46.360577);skiing;{}
PA_id_10778654300;;46.3597089;11.4722425;;POINT (11.4722425 46.3597089);skiing;{}
PA_id_10840584180;;45.9839313;11.5825529;;POINT (11.5825529 45.9839313);skiing;{}
PA_id_10864374942;;45.9571581;11.292496;;POINT (11.292496 45.9571581);skiing;{}
PA_id_10864374970;;45.9589601;11.2912798;;POINT (11.2912798 45.9589601);skiing;{}
PA_id_10866718362;;46.2753335;10.8269312;;POINT (10.8269312 46.2753335);skiing;{}
PA_id_10866718364;;46.275631;10.8273286;;POINT (10.8273286 46.275631);skiing;{}
PA_id_10866718379;;46.275331;10.8268811;;POINT (10.8268811 46.275331);skiing;{}
PA_id_10959239994;;46.1462976;11.797833;;POINT (11.797833 46.1462976);skiing;{}
PA_id_10959239995;;46.1461229;11.7977793;;POINT (11.7977793 46.1461229);skiing;{}
PA_id_10959239996;;46.1462757;11.7984198;;POINT (11.7984198 46.1462757);skiing;{}
PA_id_10959239997;;46.1461835;11.7985799;;POINT (11.7985799 46.1461835);skiing;{}
PA_id_10992145557;;45.9557816;11.2869889;;POINT (11.2869889 45.9557816);skiing;{}
PA_id_11014497261;;46.346618;11.5582103;;POINT (11.5582103 46.346618);skiing;{}
PA_id_11014497270;;46.3463266;11.5575449;;POINT (11.5575449 46.3463266);skiing;{}
PA_id_11014497272;;46.3494799;11.5532862;;POINT (11.5532862 46.3494799);skiing;{}
PA_id_11015832352;;46.3463046;11.5577508;;POINT (11.5577508 46.3463046);skiing;{}
PA_id_11021434801;;46.2801793;11.5217183;;POINT (11.5217183 46.2801793);skiing;{}
PA_id_11021434802;;46.2796636;11.5230066;;POINT (11.5230066 46.2796636);skiing;{}
PA_id_11021434803;;46.2796496;11.5226762;;POINT (11.5226762 46.2796496);skiing;{}
PA_id_11021434804;;46.2789288;11.5222314;;POINT (11.5222314 46.2789288);skiing;{}
PA_id_11021446505;;46.2792961;11.5211616;;POINT (11.5211616 46.2792961);skiing;{}
PA_id_11021446506;;46.2790774;11.5216277;;POINT (11.5216277 46.2790774);skiing;{}
PA_id_11021446507;;46.2810268;11.5161828;;POINT (11.5161828 46.2810268);skiing;{}
PA_id_11021446508;;46.2814403;11.5161721;;POINT (11.5161721 46.2814403);skiing;{}
PA_id_11021446509;;46.2815448;11.5161156;;POINT (11.5161156 46.2815448);skiing;{}
PA_id_11021446510;;46.2808497;11.5146354;;POINT (11.5146354 46.2808497);skiing;{}
PA_id_11021446511;;46.2809751;11.5147221;;POINT (11.5147221 46.2809751);skiing;{}
PA_id_11021446512;;46.2812069;11.5150547;;POINT (11.5150547 46.2812069);skiing;{}
PA_id_11021446513;;46.2808246;11.5164739;;POINT (11.5164739 46.2808246);skiing;{}
PA_id_11021446514;;46.280752;11.5168633;;POINT (11.5168633 46.280752);skiing;{}
PA_id_11021446515;;46.2812475;11.5179479;;POINT (11.5179479 46.2812475);skiing;{}
PA_id_11021446516;;46.2809412;11.5241587;;POINT (11.5241587 46.2809412);skiing;{}
PA_id_11021446517;;46.2813951;11.5226174;;POINT (11.5226174 46.2813951);skiing;{}
PA_id_11021446518;;46.2807481;11.5231221;;POINT (11.5231221 46.2807481);skiing;{}
PA_id_11041678459;;46.2873381;11.7850154;;POINT (11.7850154 46.2873381);skiing;{}
PA_id_11041678460;;46.2872232;11.7846113;;POINT (11.7846113 46.2872232);skiing;{}
PA_id_11041678461;;46.2870985;11.784302;;POINT (11.784302 46.2870985);skiing;{}
PA_id_11041678462;;46.2869378;11.7841196;;POINT (11.7841196 46.2869378);skiing;{}
PA_id_11041678463;;46.2866685;11.7838908;;POINT (11.7838908 46.2866685);skiing;{}
PA_id_11041678464;;46.2864244;11.7837138;;POINT (11.7837138 46.2864244);skiing;{}
PA_id_11041678465;;46.2862034;11.7834169;;POINT (11.7834169 46.2862034);skiing;{}
PA_id_11041678466;;46.2860172;11.7831062;;POINT (11.7831062 46.2860172);skiing;{}
PA_id_11041678467;;46.2858435;11.7829098;;POINT (11.7829098 46.2858435);skiing;{}
PA_id_11041678468;;46.2855562;11.7827133;;POINT (11.7827133 46.2855562);skiing;{}
PA_id_11041678469;;46.285089;11.7824301;;POINT (11.7824301 46.285089);skiing;{}
PA_id_11041678470;;46.2848964;11.7821469;;POINT (11.7821469 46.2848964);skiing;{}
PA_id_11041678471;;46.2846754;11.7817357;;POINT (11.7817357 46.2846754);skiing;{}
PA_id_11041678472;;46.285171;11.781106;;POINT (11.781106 46.285171);skiing;{}
PA_id_11041678473;;46.2856726;11.7806609;;POINT (11.7806609 46.2856726);skiing;{}
PA_id_11041678474;;46.2863812;11.7801981;;POINT (11.7801981 46.2863812);skiing;{}
PA_id_11041678475;;46.2869114;11.7799511;;POINT (11.7799511 46.2869114);skiing;{}
PA_id_11041678476;;46.2875061;11.7799533;;POINT (11.7799533 46.2875061);skiing;{}
PA_id_11041678477;;46.2882926;11.7800273;;POINT (11.7800273 46.2882926);skiing;{}
PA_id_11041678478;;46.2886396;11.780038;;POINT (11.780038 46.2886396);skiing;{}
PA_id_11041678479;;46.2890744;11.7799578;;POINT (11.7799578 46.2890744);skiing;{}
PA_id_11041678480;;46.2871506;11.779895;;POINT (11.779895 46.2871506);skiing;{}
PA_id_11041678481;;46.2879328;11.7789598;;POINT (11.7789598 46.2879328);skiing;{}
PA_id_11041678482;;46.2886307;11.7775182;;POINT (11.7775182 46.2886307);skiing;{}
PA_id_11041678483;;46.2891219;11.7760313;;POINT (11.7760313 46.2891219);skiing;{}
PA_id_11041678484;;46.287538;11.7795419;;POINT (11.7795419 46.287538);skiing;{}
PA_id_11041701600;;46.2893692;11.7818081;;POINT (11.7818081 46.2893692);skiing;{}
PA_id_11041701601;;46.2892274;11.7812353;;POINT (11.7812353 46.2892274);skiing;{}
PA_id_11041701602;;46.2891949;11.7806369;;POINT (11.7806369 46.2891949);skiing;{}
PA_id_11041701603;;46.289313;11.780171;;POINT (11.780171 46.289313);skiing;{}
PA_id_11041701604;;46.2894709;11.7797606;;POINT (11.7797606 46.2894709);skiing;{}
PA_id_11041710105;;46.2896793;11.7795983;;POINT (11.7795983 46.2896793);skiing;{}
PA_id_11041710106;;46.2892663;11.7790272;;POINT (11.7790272 46.2892663);skiing;{}
PA_id_11041710107;;46.2893234;11.7784629;;POINT (11.7784629 46.2893234);skiing;{}
PA_id_11041710108;;46.2893677;11.7776509;;POINT (11.7776509 46.2893677);skiing;{}
PA_id_11041710109;;46.2891934;11.7768435;;POINT (11.7768435 46.2891934);skiing;{}
PA_id_11041710110;;46.2891141;11.7760866;;POINT (11.7760866 46.2891141);skiing;{}
PA_id_11041710111;;46.2891807;11.7756141;;POINT (11.7756141 46.2891807);skiing;{}
PA_id_11041710112;;46.2893836;11.7751599;;POINT (11.7751599 46.2893836);skiing;{}
PA_id_11041710113;;46.2897133;11.7748159;;POINT (11.7748159 46.2897133);skiing;{}
PA_id_11041710114;;46.2899352;11.7746461;;POINT (11.7746461 46.2899352);skiing;{}
PA_id_11041710115;;46.2900651;11.7746507;;POINT (11.7746507 46.2900651);skiing;{}
PA_id_11041710116;;46.2903536;11.7751278;;POINT (11.7751278 46.2903536);skiing;{}
PA_id_11041710117;;46.2909242;11.7761738;;POINT (11.7761738 46.2909242);skiing;{}
PA_id_11041710118;;46.291257;11.7765683;;POINT (11.7765683 46.291257);skiing;{}
PA_id_11041710119;;46.2915582;11.776816;;POINT (11.776816 46.2915582);skiing;{}
PA_id_11041710120;;46.2917642;11.777183;;POINT (11.777183 46.2917642);skiing;{}
PA_id_11041710121;;46.2920463;11.7779583;;POINT (11.7779583 46.2920463);skiing;{}
PA_id_11041710122;;46.2922397;11.7782932;;POINT (11.7782932 46.2922397);skiing;{}
PA_id_11041710123;;46.2924584;11.7783873;;POINT (11.7783873 46.2924584);skiing;{}
PA_id_11043772232;;45.9699226;11.6061711;;POINT (11.6061711 45.9699226);skiing;{}
PA_id_11043772255;;45.9721534;11.5976733;;POINT (11.5976733 45.9721534);skiing;{}
PA_id_11043772256;;45.9697393;11.5917751;;POINT (11.5917751 45.9697393);skiing;{}
PA_id_11043772257;;45.9697803;11.5912279;;POINT (11.5912279 45.9697803);skiing;{}
PA_id_11043772258;;45.9695174;11.5874863;;POINT (11.5874863 45.9695174);skiing;{}
PA_id_11043772259;;45.9695845;11.5874594;;POINT (11.5874594 45.9695845);skiing;{}
PA_id_11043772260;;45.9696666;11.5875399;;POINT (11.5875399 45.9696666);skiing;{}
PA_id_11043772261;;45.9697598;11.5874594;;POINT (11.5874594 45.9697598);skiing;{}
PA_id_11043772262;;45.9702146;11.5873119;;POINT (11.5873119 45.9702146);skiing;{}
PA_id_11043772263;;45.970677;11.5870786;;POINT (11.5870786 45.970677);skiing;{}
PA_id_11043772264;;45.9708485;11.5870973;;POINT (11.5870973 45.9708485);skiing;{}
PA_id_11043772265;;45.9713145;11.5870491;;POINT (11.5870491 45.9713145);skiing;{}
PA_id_11043772266;;45.9719036;11.5868667;;POINT (11.5868667 45.9719036);skiing;{}
PA_id_11043772267;;45.9722075;11.5868425;;POINT (11.5868425 45.9722075);skiing;{}
PA_id_11043772268;;45.972379;11.5869284;;POINT (11.5869284 45.972379);skiing;{}
PA_id_11043772269;;45.9727499;11.5867513;;POINT (11.5867513 45.9727499);skiing;{}
PA_id_11043772270;;45.9731022;11.586687;;POINT (11.586687 45.9731022);skiing;{}
PA_id_11043772271;;45.9732887;11.5866414;;POINT (11.5866414 45.9732887);skiing;{}
PA_id_11043772272;;45.9738964;11.5864831;;POINT (11.5864831 45.9738964);skiing;{}
PA_id_11043772273;;45.9742505;11.5864858;;POINT (11.5864858 45.9742505);skiing;{}
PA_id_11043772274;;45.9746233;11.5863356;;POINT (11.5863356 45.9746233);skiing;{}
PA_id_11043772275;;45.9748004;11.5863383;;POINT (11.5863383 45.9748004);skiing;{}
PA_id_11043772276;;45.9761742;11.5860218;;POINT (11.5860218 45.9761742);skiing;{}
PA_id_11043772277;;45.9767111;11.5858394;;POINT (11.5858394 45.9767111);skiing;{}
PA_id_11043772278;;45.9768602;11.5858421;;POINT (11.5858421 45.9768602);skiing;{}
PA_id_11043772279;;45.9772442;11.585708;;POINT (11.585708 45.9772442);skiing;{}
PA_id_11043772280;;45.9771472;11.5856972;;POINT (11.5856972 45.9771472);skiing;{}
PA_id_11043772281;;45.9775126;11.585665;;POINT (11.585665 45.9775126);skiing;{}
PA_id_11043772282;;45.9778854;11.5855336;;POINT (11.5855336 45.9778854);skiing;{}
PA_id_11043772283;;45.9781519;11.585488;;POINT (11.585488 45.9781519);skiing;{}
PA_id_11043772284;;45.9786757;11.5854183;;POINT (11.5854183 45.9786757);skiing;{}
PA_id_11043772285;;45.9789199;11.5854666;;POINT (11.5854666 45.9789199);skiing;{}
PA_id_11043772286;;45.9790615;11.585429;;POINT (11.585429 45.9790615);skiing;{}
PA_id_11043772287;;45.9792125;11.5852573;;POINT (11.5852573 45.9792125);skiing;{}
PA_id_11043772288;;45.9794902;11.5851983;;POINT (11.5851983 45.9794902);skiing;{}
PA_id_11043772289;;45.9796319;11.5850723;;POINT (11.5850723 45.9796319);skiing;{}
PA_id_11060611150;;46.5053425;11.7472266;;POINT (11.7472266 46.5053425);skiing;{}
PA_id_11062237000;;46.2832649;11.4818021;;POINT (11.4818021 46.2832649);skiing;{}
PA_id_11062237001;;46.2836841;11.4837707;;POINT (11.4837707 46.2836841);skiing;{}
PA_id_11063292647;;46.2615048;11.4876677;;POINT (11.4876677 46.2615048);skiing;{}
PA_id_11128701430;;46.370985;11.8076081;;POINT (11.8076081 46.370985);skiing;{}
PA_id_11128701438;;46.3719584;11.8064269;;POINT (11.8064269 46.3719584);skiing;{}
PA_id_11128701442;;46.372095;11.8059668;;POINT (11.8059668 46.372095);skiing;{}
PA_id_11128701455;;46.3730879;11.8050129;;POINT (11.8050129 46.3730879);skiing;{}
PA_id_11128701458;;46.373442;11.8049042;;POINT (11.8049042 46.373442);skiing;{}
PA_id_11128701459;;46.3735395;11.8048502;;POINT (11.8048502 46.3735395);skiing;{}
PA_id_11128707020;;46.3757202;11.8011517;;POINT (11.8011517 46.3757202);skiing;{}
PA_id_11128707027;;46.3744545;11.8005282;;POINT (11.8005282 46.3744545);skiing;{}
PA_id_11128707028;;46.3741862;11.8006523;;POINT (11.8006523 46.3741862);skiing;{}
PA_id_11166622107;;45.7063609;11.0176222;;POINT (11.0176222 45.7063609);skiing;{}
PA_id_11187360108;;46.3838945;10.631018;;POINT (10.631018 46.3838945);skiing;{}
PA_id_11187360109;;46.3839733;10.6307523;;POINT (10.6307523 46.3839733);skiing;{}
PA_id_11187360110;;46.3840485;10.6303672;;POINT (10.6303672 46.3840485);skiing;{}
PA_id_11187360111;;46.3841015;10.6301225;;POINT (10.6301225 46.3841015);skiing;{}
PA_id_11187360112;;46.3841783;10.6298928;;POINT (10.6298928 46.3841783);skiing;{}
PA_id_11187360113;;46.3842609;10.6297308;;POINT (10.6297308 46.3842609);skiing;{}
PA_id_11187360119;;46.3843514;10.6296074;;POINT (10.6296074 46.3843514);skiing;{}
PA_id_11187360120;;46.3844509;10.629607;;POINT (10.629607 46.3844509);skiing;{}
PA_id_11187360121;;46.3845604;10.6296772;;POINT (10.6296772 46.3845604);skiing;{}
PA_id_11187360122;;46.3847401;10.6299932;;POINT (10.6299932 46.3847401);skiing;{}
PA_id_11187360123;;46.3849442;10.6307756;;POINT (10.6307756 46.3849442);skiing;{}
PA_id_11187360124;;46.385064;10.6318075;;POINT (10.6318075 46.385064);skiing;{}
PA_id_11187360125;;46.3854885;10.6337952;;POINT (10.6337952 46.3854885);skiing;{}
PA_id_11187360126;;46.3857445;10.634657;;POINT (10.634657 46.3857445);skiing;{}
PA_id_11187360127;;46.3859886;10.6351937;;POINT (10.6351937 46.3859886);skiing;{}
PA_id_11187360128;;46.3861759;10.6354735;;POINT (10.6354735 46.3861759);skiing;{}
PA_id_11187360129;;46.3863817;10.6357503;;POINT (10.6357503 46.3863817);skiing;{}
PA_id_11187360130;;46.386574;10.6358717;;POINT (10.6358717 46.386574);skiing;{}
PA_id_11187360131;;46.3866432;10.6359815;;POINT (10.6359815 46.3866432);skiing;{}
PA_id_11187360132;;46.3869971;10.6368159;;POINT (10.6368159 46.3869971);skiing;{}
PA_id_11187360133;;46.3871367;10.6373064;;POINT (10.6373064 46.3871367);skiing;{}
PA_id_11187360134;;46.3872642;10.6379429;;POINT (10.6379429 46.3872642);skiing;{}
PA_id_11187360135;;46.3872657;10.6382457;;POINT (10.6382457 46.3872657);skiing;{}
PA_id_11187360136;;46.3871963;10.6386359;;POINT (10.6386359 46.3871963);skiing;{}
PA_id_11187376037;;46.3870031;10.6393397;;POINT (10.6393397 46.3870031);skiing;{}
PA_id_11187376038;;46.3868752;10.6396678;;POINT (10.6396678 46.3868752);skiing;{}
PA_id_11187376039;;46.3866145;10.6406539;;POINT (10.6406539 46.3866145);skiing;{}
PA_id_11187376040;;46.3863902;10.6414059;;POINT (10.6414059 46.3863902);skiing;{}
PA_id_11187376041;;46.3861989;10.6420319;;POINT (10.6420319 46.3861989);skiing;{}
PA_id_11187376042;;46.3861265;10.6423962;;POINT (10.6423962 46.3861265);skiing;{}
PA_id_11187376043;;46.3860229;10.6430134;;POINT (10.6430134 46.3860229);skiing;{}
PA_id_11187376044;;46.3859856;10.6434758;;POINT (10.6434758 46.3859856);skiing;{}
PA_id_11187376045;;46.3860344;10.6440409;;POINT (10.6440409 46.3860344);skiing;{}
PA_id_11187376046;;46.3860943;10.644359;;POINT (10.644359 46.3860943);skiing;{}
PA_id_11187376047;;46.386068;10.644849;;POINT (10.644849 46.386068);skiing;{}
PA_id_11187376048;;46.3858449;10.6456964;;POINT (10.6456964 46.3858449);skiing;{}
PA_id_11187376049;;46.3856997;10.6467288;;POINT (10.6467288 46.3856997);skiing;{}
PA_id_11187376050;;46.3856139;10.6470993;;POINT (10.6470993 46.3856139);skiing;{}
PA_id_11187376051;;46.3856007;10.6477005;;POINT (10.6477005 46.3856007);skiing;{}
PA_id_11187376052;;46.385621;10.6479968;;POINT (10.6479968 46.385621);skiing;{}
PA_id_11187376053;;46.3856155;10.6480998;;POINT (10.6480998 46.3856155);skiing;{}
PA_id_11187376054;;46.3855682;10.6482995;;POINT (10.6482995 46.3855682);skiing;{}
PA_id_11187376055;;46.3854463;10.6485948;;POINT (10.6485948 46.3854463);skiing;{}
PA_id_11187376056;;46.3851552;10.6490602;;POINT (10.6490602 46.3851552);skiing;{}
PA_id_11187376057;;46.3849065;10.6496912;;POINT (10.6496912 46.3849065);skiing;{}
PA_id_11187376058;;46.3847053;10.6500299;;POINT (10.6500299 46.3847053);skiing;{}
PA_id_11187376059;;46.3844135;10.6503533;;POINT (10.6503533 46.3844135);skiing;{}
PA_id_11187376060;;46.3840688;10.6507279;;POINT (10.6507279 46.3840688);skiing;{}
PA_id_11187376063;;46.3833397;10.6519586;;POINT (10.6519586 46.3833397);skiing;{}
PA_id_11187376064;;46.3833434;10.6524391;;POINT (10.6524391 46.3833434);skiing;{}
PA_id_11187376065;;46.3832626;10.6527651;;POINT (10.6527651 46.3832626);skiing;{}
PA_id_11187376066;;46.3831494;10.6528794;;POINT (10.6528794 46.3831494);skiing;{}
PA_id_11187376067;;46.3829676;10.6533742;;POINT (10.6533742 46.3829676);skiing;{}
PA_id_11187376068;;46.3828111;10.6539687;;POINT (10.6539687 46.3828111);skiing;{}
PA_id_11187376069;;46.3825811;10.6553604;;POINT (10.6553604 46.3825811);skiing;{}
PA_id_11187376070;;46.3824612;10.6559749;;POINT (10.6559749 46.3824612);skiing;{}
PA_id_11187376071;;46.3819013;10.6571628;;POINT (10.6571628 46.3819013);skiing;{}
PA_id_11187376072;;46.3816083;10.6578831;;POINT (10.6578831 46.3816083);skiing;{}
PA_id_11187376073;;46.3810479;10.6588593;;POINT (10.6588593 46.3810479);skiing;{}
PA_id_11187376074;;46.380648;10.6591258;;POINT (10.6591258 46.380648);skiing;{}
PA_id_11187376075;;46.3801472;10.659694;;POINT (10.659694 46.3801472);skiing;{}
PA_id_11187376076;;46.3790797;10.6606936;;POINT (10.6606936 46.3790797);skiing;{}
PA_id_11187376077;;46.3788456;10.6609274;;POINT (10.6609274 46.3788456);skiing;{}
PA_id_11187376078;;46.3782657;10.6616108;;POINT (10.6616108 46.3782657);skiing;{}
PA_id_11187376079;;46.3779785;10.6621107;;POINT (10.6621107 46.3779785);skiing;{}
PA_id_11187376080;;46.3773422;10.6625755;;POINT (10.6625755 46.3773422);skiing;{}
PA_id_11187376081;;46.3767471;10.662936;;POINT (10.662936 46.3767471);skiing;{}
PA_id_11187376082;;46.375972;10.663339;;POINT (10.663339 46.375972);skiing;{}
PA_id_11187376083;;46.3753995;10.66384;;POINT (10.66384 46.3753995);skiing;{}
PA_id_11187376084;;46.3752379;10.6640411;;POINT (10.6640411 46.3752379);skiing;{}
PA_id_11187376085;;46.3751671;10.6642003;;POINT (10.6642003 46.3751671);skiing;{}
PA_id_11187376086;;46.3749521;10.6651232;;POINT (10.6651232 46.3749521);skiing;{}
PA_id_11187376087;;46.374808;10.6658234;;POINT (10.6658234 46.374808);skiing;{}
PA_id_11187376088;;46.3744968;10.6667908;;POINT (10.6667908 46.3744968);skiing;{}
PA_id_11187376089;;46.3743942;10.667192;;POINT (10.667192 46.3743942);skiing;{}
PA_id_11187376090;;46.3743972;10.6672892;;POINT (10.6672892 46.3743972);skiing;{}
PA_id_11187376091;;46.3744939;10.6675133;;POINT (10.6675133 46.3744939);skiing;{}
PA_id_11187376092;;46.3745178;10.6680176;;POINT (10.6680176 46.3745178);skiing;{}
PA_id_11187376093;;46.3739911;10.6688142;;POINT (10.6688142 46.3739911);skiing;{}
PA_id_11187376094;;46.3738831;10.6688965;;POINT (10.6688965 46.3738831);skiing;{}
PA_id_11187376095;;46.3738084;10.6689072;;POINT (10.6689072 46.3738084);skiing;{}
PA_id_11187376096;;46.3737537;10.6688629;;POINT (10.6688629 46.3737537);skiing;{}
PA_id_11187376097;;46.3736657;10.6687055;;POINT (10.6687055 46.3736657);skiing;{}
PA_id_11187376098;;46.3735331;10.6680103;;POINT (10.6680103 46.3735331);skiing;{}
PA_id_11187376099;;46.3734123;10.6672642;;POINT (10.6672642 46.3734123);skiing;{}
PA_id_11187376100;;46.3731611;10.6661742;;POINT (10.6661742 46.3731611);skiing;{}
PA_id_11187376101;;46.3729746;10.6651664;;POINT (10.6651664 46.3729746);skiing;{}
PA_id_11187376102;;46.3729026;10.6646173;;POINT (10.6646173 46.3729026);skiing;{}
PA_id_11187376103;;46.3729026;10.6643351;;POINT (10.6643351 46.3729026);skiing;{}
PA_id_11187376104;;46.3729565;10.6640745;;POINT (10.6640745 46.3729565);skiing;{}
PA_id_11187376105;;46.3731972;10.6635006;;POINT (10.6635006 46.3731972);skiing;{}
PA_id_11187376106;;46.3733294;10.6630163;;POINT (10.6630163 46.3733294);skiing;{}
PA_id_11187376107;;46.3733564;10.6625578;;POINT (10.6625578 46.3733564);skiing;{}
PA_id_11187376108;;46.3732774;10.6620727;;POINT (10.6620727 46.3732774);skiing;{}
PA_id_11187376110;;46.3802678;10.6593486;;POINT (10.6593486 46.3802678);skiing;{}
PA_id_11187376111;;46.3803103;10.6593929;;POINT (10.6593929 46.3803103);skiing;{}
PA_id_11187376112;;46.3803381;10.6594774;;POINT (10.6594774 46.3803381);skiing;{}
PA_id_11187376113;;46.3738294;10.6621698;;POINT (10.6621698 46.3738294);skiing;{}
PA_id_11187376114;;46.3743299;10.6624554;;POINT (10.6624554 46.3743299);skiing;{}
PA_id_11187376115;;46.3753102;10.6628665;;POINT (10.6628665 46.3753102);skiing;{}
PA_id_11187376116;;46.3774639;10.6533577;;POINT (10.6533577 46.3774639);skiing;{}
PA_id_11187376117;;46.3767752;10.6540632;;POINT (10.6540632 46.3767752);skiing;{}
PA_id_11187376118;;46.3820308;10.6527899;;POINT (10.6527899 46.3820308);skiing;{}
PA_id_11187376119;;46.3818126;10.6528036;;POINT (10.6528036 46.3818126);skiing;{}
PA_id_11187376120;;46.3810865;10.6526931;;POINT (10.6526931 46.3810865);skiing;{}
PA_id_11187376121;;46.3824856;10.6524668;;POINT (10.6524668 46.3824856);skiing;{}
PA_id_11187376122;;46.3765892;10.6546841;;POINT (10.6546841 46.3765892);skiing;{}
PA_id_11187376123;;46.3764354;10.6549536;;POINT (10.6549536 46.3764354);skiing;{}
PA_id_11187376124;;46.3757977;10.6553275;;POINT (10.6553275 46.3757977);skiing;{}
PA_id_11187376125;;46.3745025;10.6556658;;POINT (10.6556658 46.3745025);skiing;{}
PA_id_11187376126;;46.3742599;10.6559061;;POINT (10.6559061 46.3742599);skiing;{}
PA_id_11187376127;;46.3742113;10.6561603;;POINT (10.6561603 46.3742113);skiing;{}
PA_id_11187376128;;46.3741898;10.6567175;;POINT (10.6567175 46.3741898);skiing;{}
PA_id_11187376129;;46.3741701;10.6569509;;POINT (10.6569509 46.3741701);skiing;{}
PA_id_11187376130;;46.3734425;10.6581479;;POINT (10.6581479 46.3734425);skiing;{}
PA_id_11187376133;;46.3730015;10.6617274;;POINT (10.6617274 46.3730015);skiing;{}
PA_id_11187376134;;46.3731533;10.6613328;;POINT (10.6613328 46.3731533);skiing;{}
PA_id_11187376135;;46.372991;10.6600142;;POINT (10.6600142 46.372991);skiing;{}
PA_id_11187376136;;46.3730008;10.6608148;;POINT (10.6608148 46.3730008);skiing;{}
PA_id_11187376138;;46.3730778;10.6596018;;POINT (10.6596018 46.3730778);skiing;{}
PA_id_11187376139;;46.3730888;10.6593923;;POINT (10.6593923 46.3730888);skiing;{}
PA_id_11187376140;;46.3730685;10.6591664;;POINT (10.6591664 46.3730685);skiing;{}
PA_id_11187376141;;46.3729708;10.6589432;;POINT (10.6589432 46.3729708);skiing;{}
PA_id_11187376142;;46.3727896;10.6587644;;POINT (10.6587644 46.3727896);skiing;{}
PA_id_11187376143;;46.372118;10.6588447;;POINT (10.6588447 46.372118);skiing;{}
PA_id_11187376144;;46.3711325;10.6594118;;POINT (10.6594118 46.3711325);skiing;{}
