id;name;latitude;longitude;bounds;geometry;type;details
PA_id_1102565722;;;;{'minlat': 46.1421883, 'minlon': 11.0371303, 'maxlat': 46.1438977, 'maxlon': 11.0378128};POLYGON ((11.0376976 46.1438977, 11.0378128 46.1437052, 11.0375006 46.142816, 11.0374109 46.142664, 11.0371303 46.1421883, 11.0376976 46.1438977));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'novice'}
PA_id_1102565723;;;;{'minlat': 46.142664, 'minlon': 11.0369319, 'maxlat': 46.1428054, 'maxlon': 11.0374109};LINESTRING (11.0369319 46.1428054, 11.0374109 46.142664);skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'novice'}
PA_id_1102580688;;;;{'minlat': 46.1634263, 'minlon': 11.0494965, 'maxlat': 46.1638942, 'maxlon': 11.0506714};POLYGON ((11.0494965 46.1638942, 11.0499614 46.1637195, 11.0502881 46.1636101, 11.0504389 46.1635587, 11.0506714 46.1634263, 11.0494965 46.1638942));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy'}
PA_id_1103199181;;;;{'minlat': 46.3010483, 'minlon': 10.8102469, 'maxlat': 46.3012222, 'maxlon': 10.81043};POLYGON ((10.8102469 46.3012222, 10.8103294 46.3011484, 10.81043 46.3010483, 10.8102469 46.3012222));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy'}
PA_id_1103217702;;;;{'minlat': 46.1725815, 'minlon': 10.8130305, 'maxlat': 46.1729955, 'maxlon': 10.8135217};POLYGON ((10.8130305 46.1725815, 10.8132687 46.1727534, 10.8135217 46.1729955, 10.8130305 46.1725815));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1103229170;;;;{'minlat': 46.280132, 'minlon': 10.8323408, 'maxlat': 46.2803465, 'maxlon': 10.8326759};LINESTRING (10.8323408 46.280132, 10.8326759 46.2803465);skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy'}
PA_id_1103231006;;;;{'minlat': 46.1670244, 'minlon': 10.8066195, 'maxlat': 46.1673531, 'maxlon': 10.8066278};LINESTRING (10.8066278 46.1673531, 10.8066195 46.1670244);skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy'}
PA_id_1105185570;;;;{'minlat': 46.3573957, 'minlon': 11.6847101, 'maxlat': 46.3578616, 'maxlon': 11.6848972};POLYGON ((11.6848972 46.3578616, 11.6847556 46.3576959, 11.6847101 46.3575253, 11.684806 46.3573957, 11.6848972 46.3578616));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy'}
PA_id_1105185571;;;;{'minlat': 46.3573818, 'minlon': 11.6840943, 'maxlat': 46.3578484, 'maxlon': 11.6847101};POLYGON ((11.6847101 46.3575253, 11.6844987 46.3574569, 11.6842668 46.3573818, 11.6842291 46.3575477, 11.6841841 46.3576815, 11.6841226 46.3577959, 11.6840943 46.3578484, 11.6847101 46.3575253));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy'}
PA_id_1105185572;;;;{'minlat': 46.3577063, 'minlon': 11.6837884, 'maxlat': 46.3577959, 'maxlon': 11.6841226};POLYGON ((11.6837884 46.3577315, 11.6838609 46.3577063, 11.6839518 46.3577323, 11.6840422 46.357767, 11.6841226 46.3577959, 11.6837884 46.3577315));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1105193876;;;;{'minlat': 46.2509578, 'minlon': 11.5035064, 'maxlat': 46.251107, 'maxlon': 11.5037003};POLYGON ((11.5037003 46.251107, 11.5036687 46.251082, 11.503625 46.251057, 11.5035405 46.2509897, 11.5035064 46.2509578, 11.5037003 46.251107));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy'}
PA_id_1105193877;Collegamento Lagorai - Costabella;;;{'minlat': 46.2508152, 'minlon': 11.5034071, 'maxlat': 46.2510795, 'maxlon': 11.5035064};POLYGON ((11.5034071 46.2510795, 11.5035064 46.2509578, 11.5034542 46.2508697, 11.5034239 46.2508152, 11.5034071 46.2510795));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy', 'piste:ref': '86'}
PA_id_1105193878;;;;{'minlat': 46.2505874, 'minlon': 11.503205, 'maxlat': 46.2506557, 'maxlon': 11.5035186};POLYGON ((11.5035186 46.2505874, 11.5034449 46.2506181, 11.5033437 46.250648, 11.503205 46.2506557, 11.5035186 46.2505874));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1105193879;Collegamento Campo Scuola Doss dei Laresi;;;{'minlat': 46.2640062, 'minlon': 11.480456, 'maxlat': 46.2647797, 'maxlon': 11.480737};POLYGON ((11.480456 46.2640062, 11.4805362 46.2641885, 11.480737 46.2645695, 11.4807291 46.2647797, 11.480456 46.2640062));skiing:downhill;{'oneway': 'no', 'ref': '72'}
PA_id_1105216980;;;;{'minlat': 46.4339453, 'minlon': 11.6641571, 'maxlat': 46.4341579, 'maxlon': 11.6662682};POLYGON ((11.6641571 46.4341579, 11.6644192 46.4341073, 11.6648786 46.4340167, 11.6657521 46.4339453, 11.6660479 46.4340555, 11.6662682 46.4341481, 11.6641571 46.4341579));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1105232422;;;;{'minlat': 46.3917301, 'minlon': 11.8007775, 'maxlat': 46.3922825, 'maxlon': 11.8011573};POLYGON ((11.8011573 46.3922825, 11.8009689 46.392242, 11.800854 46.3921603, 11.8007775 46.3919645, 11.800802 46.3918617, 11.8008387 46.3917807, 11.8009341 46.3917301, 11.8010052 46.3917528, 11.8009865 46.3918835, 11.8011573 46.3922825));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1105237471;;;;{'minlat': 45.9180297, 'minlon': 11.1943825, 'maxlat': 45.9180793, 'maxlon': 11.1944889};LINESTRING (11.1944889 45.9180793, 11.1943825 45.9180297);skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy', 'ref': '1'}
PA_id_1105237472;Baby Costa;;;{'minlat': 45.917531, 'minlon': 11.1946333, 'maxlat': 45.9180142, 'maxlon': 11.1964975};POLYGON ((11.1964975 45.917531, 11.1952701 45.9177881, 11.1950637 45.9178441, 11.1948119 45.9179327, 11.1947813 45.9180142, 11.1946333 45.9179844, 11.1964975 45.917531));skiing:downhill;{'piste:difficulty': 'novice'}
PA_id_1105237473;;;;{'minlat': 45.9168293, 'minlon': 11.1981774, 'maxlat': 45.9170753, 'maxlon': 11.1982358};LINESTRING (11.1982358 45.9170753, 11.1981774 45.9168293);skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1105237476;Campo Scuola Fondo Grande;;;{'minlat': 45.8921841, 'minlon': 11.1926156, 'maxlat': 45.8925537, 'maxlon': 11.1933499};POLYGON ((11.1933499 45.892196, 11.1931836 45.8921841, 11.1928841 45.8922794, 11.1926156 45.89245, 11.1926322 45.8925537, 11.1933499 45.892196));skiing:downhill;{'piste:difficulty': 'novice'}
PA_id_1105237477;;;;{'minlat': 45.8917833, 'minlon': 11.1933499, 'maxlat': 45.892196, 'maxlon': 11.1934821};POLYGON ((11.1934821 45.8917833, 11.1933967 45.8919005, 11.1933576 45.8920581, 11.1933499 45.892196, 11.1934821 45.8917833));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1110545466;(81) Montagnoli;;;{'minlat': 46.2331235, 'minlon': 10.8451554, 'maxlat': 46.2349617, 'maxlon': 10.8474953};POLYGON ((10.8451554 46.2331235, 10.8454555 46.2332498, 10.8458286 46.2333535, 10.846231 46.2336133, 10.8474953 46.2349617, 10.8451554 46.2331235));skiing:downhill;{'piste:difficulty': 'easy', 'ref': '76'}
PA_id_1111120838;;;;{'minlat': 46.2421239, 'minlon': 11.5033681, 'maxlat': 46.2424522, 'maxlon': 11.5037833};POLYGON ((11.5037833 46.2424522, 11.5036532 46.2423928, 11.5035723 46.2423321, 11.503426 46.2422039, 11.5033681 46.2421239, 11.5037833 46.2424522));skiing:downhill;{'highway': 'track', 'oneway': 'no', 'piste:difficulty': 'intermediate', 'piste:name': 'Forcella Bombasel', 'piste:ref': '75'}
PA_id_1111120839;;;;{'minlat': 46.2444294, 'minlon': 11.5037564, 'maxlat': 46.2448613, 'maxlon': 11.5040978};LINESTRING (11.5037564 46.2444294, 11.5040978 46.2448613);skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1111120840;;;;{'minlat': 46.2437394, 'minlon': 11.5035257, 'maxlat': 46.2438688, 'maxlon': 11.5036328};LINESTRING (11.5036328 46.2437394, 11.5035257 46.2438688);skiing:downhill;{'piste:difficulty': 'intermediate'}
PA_id_1112912781;;;;{'minlat': 46.3524242, 'minlon': 11.4858082, 'maxlat': 46.3550181, 'maxlon': 11.4907644};POLYGON ((11.4858164 46.3524242, 11.4858109 46.352464, 11.4858082 46.3524905, 11.4858219 46.3525274, 11.4858315 46.3525662, 11.4858479 46.3525955, 11.4858822 46.3526296, 11.4859248 46.3526567, 11.4860755 46.3527327, 11.4862234 46.3527947, 11.4863915 46.3528807, 11.4864843 46.3529288, 11.4865683 46.3529908, 11.486693 46.3530828, 11.4868002 46.3531789, 11.4869046 46.3532529, 11.4870524 46.3533169, 11.4871368 46.3533573, 11.4872321 46.3534029, 11.4874119 46.353473, 11.4875539 46.353541, 11.4876489 46.3536076, 11.4876897 46.3536361, 11.4877535 46.3536768, 11.4878156 46.3537098, 11.4879207 46.3537659, 11.4880162 46.3538241, 11.4880704 46.3538593, 11.4881245 46.3539055, 11.4881867 46.3539406, 11.4882567 46.3539604, 11.488338 46.3539857, 11.4884335 46.3540077, 11.488537 46.3540418, 11.488596 46.3540572, 11.4886708 46.3540681, 11.4887727 46.3540736, 11.4888524 46.3540703, 11.4889817 46.354075, 11.489214 46.3541098, 11.4894161 46.3541563, 11.4895305 46.3541982, 11.4896693 46.354261, 11.4897636 46.3543146, 11.4898432 46.354358, 11.4899153 46.3544091, 11.4899911 46.3544576, 11.4900892 46.3545138, 11.4901854 46.3545495, 11.4902797 46.3545751, 11.4904 46.3545865, 11.4905184 46.3546019, 11.4906016 46.3546236, 11.4906589 46.3546632, 11.4906867 46.3547066, 11.4906935 46.3547308, 11.4906904 46.3547576, 11.4906719 46.3548125, 11.4906522 46.354847, 11.4906145 46.3548904, 11.4905794 46.3549351, 11.4905721 46.3549587, 11.4905831 46.3549823, 11.4906016 46.3550181, 11.4906016 46.3549772, 11.4906293 46.3549364, 11.4906534 46.3549121, 11.4906988 46.3548764, 11.4907173 46.3548572, 11.4907296 46.3548381, 11.4907422 46.3548087, 11.4907644 46.3547525, 11.4907644 46.3546619, 11.4907496 46.3545597, 11.4907237 46.3545138, 11.49067 46.3544487, 11.4905812 46.3543861, 11.4904592 46.3543465, 11.490347 46.3543162, 11.490199 46.3542587, 11.4900417 46.3541911, 11.4899178 46.3541566, 11.489805 46.3541362, 11.4896958 46.354126, 11.4895441 46.3541183, 11.4894183 46.3541004, 11.4892445 46.3540659, 11.4890058 46.3540085, 11.4888056 46.3539329, 11.4884575 46.3537898, 11.4881916 46.3536711, 11.4879609 46.3535577, 11.4877192 46.3534493, 11.4875081 46.3533281, 11.487408 46.3532808, 11.4872366 46.353207, 11.4871214 46.3531521, 11.4870035 46.3530963, 11.4868814 46.3530329, 11.4868129 46.3530083, 11.4867594 46.3529884, 11.4866675 46.3529543, 11.4865798 46.3529127, 11.4864728 46.3528597, 11.4860532 46.352659, 11.4859806 46.3526316, 11.4859518 46.3526164, 11.4859271 46.3525956, 11.4859065 46.3525663, 11.4858887 46.3525057, 11.4858873 46.3524376, 11.4858164 46.3524242));skiing:nordic;{'leisure': 'track', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'piste:oneway': 'yes'}
PA_id_1112912782;;;;{'minlat': 46.3523202, 'minlon': 11.4858873, 'maxlat': 46.3524376, 'maxlon': 11.4859079};LINESTRING (11.4858873 46.3524376, 11.4859079 46.3523202);skiing:nordic;{'covered': 'yes', 'leisure': 'track', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'piste:oneway': 'yes'}
PA_id_1112913479;;;;{'minlat': 46.3523069, 'minlon': 11.4858164, 'maxlat': 46.3524242, 'maxlon': 11.4858397};POLYGON ((11.4858397 46.3523069, 11.4858219 46.3523788, 11.4858164 46.3524242, 11.4858397 46.3523069));skiing:nordic;{'covered': 'yes', 'leisure': 'track', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'piste:oneway': 'yes'}
PA_id_1112913480;;;;{'minlat': 46.3516224, 'minlon': 11.4858397, 'maxlat': 46.3523069, 'maxlon': 11.4865102};POLYGON ((11.4865102 46.3516224, 11.486491 46.3516463, 11.4864677 46.3516832, 11.4864389 46.3517116, 11.4863992 46.3517381, 11.4863471 46.3517627, 11.4862895 46.3517797, 11.4862195 46.3517949, 11.4861002 46.3518166, 11.4860577 46.3518299, 11.4860207 46.351846, 11.4859837 46.35188, 11.4859563 46.3519283, 11.4859302 46.3519936, 11.4859083 46.3520561, 11.4858863 46.3521327, 11.4858685 46.3521942, 11.4858397 46.3523069, 11.4865102 46.3516224));skiing:nordic;{'leisure': 'track', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'piste:oneway': 'yes'}
PA_id_1112913823;;;;{'minlat': 46.3514414, 'minlon': 11.4827692, 'maxlat': 46.3516303, 'maxlon': 11.4842816};POLYGON ((11.4842816 46.3515449, 11.4840503 46.3515551, 11.4836409 46.3515934, 11.4833539 46.3516113, 11.4831292 46.3516195, 11.4830222 46.3516264, 11.4829986 46.3516274, 11.4829338 46.3516303, 11.4828699 46.3516219, 11.4828172 46.3516082, 11.4827871 46.3515907, 11.4827692 46.3515628, 11.4827749 46.3515258, 11.4827937 46.3514979, 11.482821 46.3514771, 11.4828614 46.3514563, 11.4829037 46.3514466, 11.4829573 46.3514434, 11.4830138 46.3514414, 11.4834078 46.3514713, 11.4836457 46.3514914, 11.4837624 46.3514998, 11.4839843 46.3515271, 11.4841047 46.3515323, 11.4842091 46.3515381, 11.4842816 46.3515449));skiing:nordic;{'leisure': 'track', 'piste:difficulty': 'easy', 'piste:grooming': 'classic+skating'}
PA_id_1112946698;;;;{'minlat': 46.3551384, 'minlon': 11.4899386, 'maxlat': 46.3569385, 'maxlon': 11.4908136};POLYGON ((11.4907386 46.3551384, 11.4907642 46.3551681, 11.4907827 46.3552335, 11.4907942 46.3553116, 11.4908129 46.3554121, 11.4908136 46.355467, 11.4908048 46.355587, 11.4907117 46.3557879, 11.4905104 46.3560887, 11.4904087 46.3562342, 11.4903233 46.3563898, 11.4902275 46.3565637, 11.4901405 46.356759, 11.4900497 46.3569107, 11.4900156 46.3569385, 11.4899796 46.3569377, 11.489954 46.3569279, 11.4899386 46.3569068, 11.4899445 46.3568638, 11.490005 46.3567682, 11.4900595 46.3566583, 11.4901081 46.3565383, 11.4901847 46.3563684, 11.4902231 46.3563074, 11.4903056 46.3561925, 11.4904014 46.3560796, 11.4905256 46.3559322, 11.4906424 46.3557311, 11.4906617 46.3556901, 11.4907188 46.355569, 11.490706 46.35541, 11.4906456 46.3553368, 11.4905828 46.3553072, 11.4907386 46.3551384));skiing:nordic;{'oneway': 'yes', 'piste:grooming': 'classic+skating', 'piste:oneway': 'yes'}
PA_id_1112986195;;;;{'minlat': 46.3545986, 'minlon': 11.4907644, 'maxlat': 46.3547525, 'maxlon': 11.4914367};POLYGON ((11.4907644 46.3547525, 11.4908018 46.3547112, 11.4908575 46.3546837, 11.4909211 46.3546659, 11.4910006 46.3546494, 11.4910782 46.3546329, 11.4911756 46.3546179, 11.491271 46.3546069, 11.4913426 46.3545986, 11.4914367 46.354612, 11.4907644 46.3547525));skiing:nordic;{'leisure': 'track', 'piste:difficulty': 'advanced'}
PA_id_1112986196;;;;{'minlat': 46.3545138, 'minlon': 11.4907237, 'maxlat': 46.3546014, 'maxlon': 11.4913426};POLYGON ((11.4907237 46.3545138, 11.490774 46.3545479, 11.4908595 46.3545671, 11.4909589 46.3545835, 11.4910384 46.3545918, 11.4911478 46.3546014, 11.4912511 46.3545973, 11.4913426 46.3545986, 11.4907237 46.3545138));skiing:nordic;{'leisure': 'track', 'piste:difficulty': 'advanced'}
PA_id_1120909336;;;;{'minlat': 45.9486458, 'minlon': 11.6139436, 'maxlat': 45.9759189, 'maxlon': 11.6235872};POLYGON ((11.6171064 45.9486458, 11.6170227 45.949061, 11.6161567 45.9505494, 11.6160577 45.9513736, 11.6158962 45.9519628, 11.6161752 45.9527833, 11.6167223 45.9532532, 11.6165185 45.9537604, 11.6161215 45.9544318, 11.6160357 45.9552672, 11.6154349 45.9557669, 11.6142225 45.9562816, 11.6139436 45.9568932, 11.6142225 45.9580791, 11.6142869 45.9593843, 11.6145658 45.9599139, 11.6155851 45.9605329, 11.6163468 45.9613831, 11.617377 45.9625373, 11.6179991 45.9632551, 11.6176128 45.9645825, 11.6179991 45.9658951, 11.6174519 45.9668869, 11.6176879 45.9675059, 11.618675 45.9683262, 11.6200375 45.9688481, 11.6210031 45.9700189, 11.6222906 45.9720621, 11.6233849 45.9735086, 11.62346 45.9747687, 11.6235872 45.9759189, 11.6171064 45.9486458));skiing:nordic;{'piste:difficulty': 'advanced', 'piste:grooming': 'classic'}
PA_id_1126244317;Malga Pozza;;;{'minlat': 46.3539589, 'minlon': 11.681548, 'maxlat': 46.3553462, 'maxlon': 11.6825443};POLYGON ((11.681548 46.3540558, 11.6817013 46.3541775, 11.6818782 46.3542224, 11.6819936 46.3542224, 11.6821668 46.3541302, 11.6822607 46.3540605, 11.6823495 46.3539738, 11.6824325 46.3539589, 11.6824902 46.3539638, 11.6825335 46.3539838, 11.6825443 46.3540336, 11.6824866 46.3541482, 11.6824072 46.3544421, 11.6823332 46.3548487, 11.682403 46.3551838, 11.6824341 46.3553462, 11.681548 46.3540558));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1126244318;;;;{'minlat': 46.3572471, 'minlon': 11.6846853, 'maxlat': 46.3640372, 'maxlon': 11.6872873};POLYGON ((11.6846853 46.3572471, 11.6856005 46.357591, 11.6862492 46.3577186, 11.6865532 46.3578417, 11.6867782 46.3580962, 11.6868349 46.3583885, 11.6868815 46.3587116, 11.6868531 46.3589717, 11.686768 46.3593046, 11.6866404 46.3595312, 11.686308 46.3597759, 11.6859088 46.3600207, 11.685775 46.3601382, 11.685711 46.3602949, 11.6856757 46.3604556, 11.6856575 46.36072, 11.6857791 46.3612542, 11.6859067 46.3618248, 11.6860162 46.3621856, 11.6860609 46.3622627, 11.6861737 46.3623578, 11.6863812 46.3624299, 11.6866025 46.362488, 11.6868512 46.3626031, 11.6870628 46.3627579, 11.6871963 46.3629043, 11.6872455 46.3630252, 11.6872873 46.3631882, 11.6872594 46.3633478, 11.6872112 46.3634637, 11.6870366 46.3635839, 11.6868005 46.3637407, 11.6866268 46.3638885, 11.6865127 46.3640372, 11.6863329 46.3637864, 11.6865327 46.3635879, 11.686616 46.3634555, 11.6866322 46.3632191, 11.6865309 46.3629982, 11.686383 46.3628066, 11.6862634 46.3626989, 11.6859797 46.3625968, 11.6856696 46.3625087, 11.6854143 46.3624639, 11.6853506 46.3623838, 11.6853069 46.3621926, 11.6852197 46.3617479, 11.6852076 46.3614975, 11.6851893 46.3612738, 11.6851792 46.3608402, 11.6851893 46.3605032, 11.6851934 46.3603829, 11.6852603 46.360271, 11.6855501 46.3598962, 11.6859412 46.3595186, 11.6862715 46.3591773, 11.6864357 46.3589004, 11.6864762 46.3586417, 11.6863688 46.3584878, 11.6860466 46.3582389, 11.6855562 46.3578612, 11.6852014 46.3576601, 11.6848448 46.3575186, 11.6848311 46.3573768, 11.6847827 46.3573219, 11.6846853 46.3572471));skiing:downhill;{'area': 'yes', 'piste:difficulty': 'advanced'}
PA_id_1131524051;Campo Primi Passi;;;{'minlat': 46.1656742, 'minlon': 10.7867423, 'maxlat': 46.1664872, 'maxlon': 10.7868388};POLYGON ((10.7868388 46.1664872, 10.7867423 46.1659723, 10.786818 46.1656742, 10.7868388 46.1664872));skiing:downhill;{'lit': 'no', 'piste:difficulty': 'novice', 'ref': '119'}
PA_id_1131930104;;;;{'minlat': 46.2357891, 'minlon': 10.8363083, 'maxlat': 46.2363277, 'maxlon': 10.8366624};LINESTRING (10.8363083 46.2357891, 10.8366624 46.2363277);skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'novice'}
PA_id_1132768725;;;;{'minlat': 46.2367508, 'minlon': 10.8348065, 'maxlat': 46.2368449, 'maxlon': 10.8350319};LINESTRING (10.8348065 46.2368449, 10.8350319 46.2367508);skiing:downhill;{'oneway': 'no'}
PA_id_1132768726;;;;{'minlat': 46.2368449, 'minlon': 10.8345539, 'maxlat': 46.2370885, 'maxlon': 10.8348065};LINESTRING (10.8345539 46.2370885, 10.8348065 46.2368449);skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'easy'}
PA_id_1132768727;(50) Pradalago Facile;;;{'minlat': 46.2368277, 'minlon': 10.8348065, 'maxlat': 46.2368449, 'maxlon': 10.8349366};LINESTRING (10.8348065 46.2368449, 10.8349366 46.2368277);skiing:downhill;{'lit': 'no', 'piste:difficulty': 'easy', 'ref': '50'}
PA_id_1132928054;;;;{'minlat': 46.2383671, 'minlon': 10.5803812, 'maxlat': 46.2390552, 'maxlon': 10.5809786};POLYGON ((10.5803812 46.2390552, 10.5805741 46.2387147, 10.5808056 46.238436, 10.5809786 46.2383671, 10.5803812 46.2390552));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'novice'}
PA_id_1133477541;;;;{'minlat': 46.1674968, 'minlon': 10.7859086, 'maxlat': 46.1688027, 'maxlon': 10.7863807};POLYGON ((10.7861825 46.1674968, 10.7861365 46.1681909, 10.7863807 46.1685197, 10.7862458 46.1687211, 10.7859086 46.1688027, 10.7861825 46.1674968));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1134522599;;;;{'minlat': 46.1498715, 'minlon': 11.0360333, 'maxlat': 46.1499467, 'maxlon': 11.0368598};POLYGON ((11.0360333 46.1499467, 11.0365043 46.1499038, 11.0368598 46.1498715, 11.0360333 46.1499467));skiing:downhill;{'oneway': 'no', 'piste:difficulty': 'intermediate'}
PA_id_1134522601;;;;{'minlat': 46.1480717, 'minlon': 11.0369349, 'maxlat': 46.1483513, 'maxlon': 11.0371252};LINESTRING (11.0371252 46.1480717, 11.0369349 46.1483513);skiing:downhill;{'area': 'no', 'piste:difficulty': 'intermediate'}
PA_id_1134522602;;;;{'minlat': 46.1485426, 'minlon': 11.0361619, 'maxlat': 46.1486717, 'maxlon': 11.0365898};LINESTRING (11.0365898 46.1485426, 11.0361619 46.1486717);skiing:downhill;{'area': 'no', 'piste:difficulty': 'intermediate'}
PA_id_1134522603;;;;{'minlat': 46.1483513, 'minlon': 11.0365898, 'maxlat': 46.1485426, 'maxlon': 11.0369349};POLYGON ((11.0369349 46.1483513, 11.0367624 46.148447, 11.0365898 46.1485426, 11.0369349 46.1483513));skiing:downhill;{'area': 'no', 'piste:difficulty': 'intermediate'}
PA_id_1134821369;Prack;;;{'minlat': 45.9522989, 'minlon': 11.280259, 'maxlat': 45.9549334, 'maxlon': 11.2847571};POLYGON ((11.2847571 45.9542883, 11.2846181 45.9544529, 11.2841955 45.9547506, 11.2837108 45.9549334, 11.2834501 45.9549033, 11.2828611 45.9547059, 11.2823539 45.9544923, 11.2821305 45.954278, 11.2817368 45.9538744, 11.2813068 45.9536107, 11.2807576 45.9534269, 11.2806818 45.9532831, 11.2808159 45.9527602, 11.280259 45.9522989, 11.2847571 45.9542883));skiing:downhill;{'piste:difficulty': 'easy'}
PA_id_1143699297;;;;{'minlat': 46.2275585, 'minlon': 10.5805158, 'maxlat': 46.229735, 'maxlon': 10.5811097};POLYGON ((10.5805421 46.2275585, 10.5808296 46.2278051, 10.581023 46.2279711, 10.5811097 46.2281826, 10.581098 46.2284589, 10.5807701 46.228879, 10.5805188 46.2292443, 10.5805158 46.2295584, 10.5806305 46.229735, 10.5805421 46.2275585));skiing:downhill;{'incline': 'down', 'piste:difficulty': 'easy', 'piste:lit': 'no', 'piste:name': 'Variante Presena Paradiso', 'piste:oneway': 'yes', 'piste:ref': '40'}
PA_id_1143699299;;;;{'minlat': 46.2354831, 'minlon': 10.580344, 'maxlat': 46.2371903, 'maxlon': 10.5809614};POLYGON ((10.5805474 46.2354831, 10.5804699 46.2356136, 10.5804166 46.2357595, 10.5803776 46.2360301, 10.580344 46.2363307, 10.5803732 46.2365755, 10.5804094 46.23663, 10.5804723 46.2366686, 10.5807221 46.2367736, 10.5808093 46.2368254, 10.580839 46.23686, 10.5808857 46.236911, 10.5809313 46.2370314, 10.5809614 46.2371903, 10.5805474 46.2354831));skiing:downhill;{'highway': 'path', 'incline': 'down', 'piste:difficulty': 'easy', 'piste:grooming': 'classic', 'piste:lit': 'no', 'piste:name': 'Variante Presena Paradiso', 'piste:oneway': 'yes', 'piste:ref': '40', 'sac_scale': 'hiking'}
PA_id_1143699300;(40) Presena Paradiso;;;{'minlat': 46.2386066, 'minlon': 10.5807847, 'maxlat': 46.2389022, 'maxlon': 10.580895};POLYGON ((10.5807847 46.2386066, 10.5808206 46.238763, 10.580895 46.2389022, 10.5807847 46.2386066));skiing:downhill;{'incline': 'down', 'piste:difficulty': 'easy', 'piste:name': '(40) Presena Paradiso'}
PA_id_1145464359;;;;{'minlat': 46.143795, 'minlon': 11.7967031, 'maxlat': 46.1463187, 'maxlon': 11.7991063};POLYGON ((11.7967399 46.1445803, 11.7967047 46.1444116, 11.7967866 46.1443289, 11.7969975 46.144282, 11.7970923 46.1442065, 11.797372 46.1438487, 11.7974705 46.143795, 11.797561 46.1438253, 11.7975495 46.1439227, 11.797358 46.1442896, 11.797399 46.144457, 11.7975898 46.1445585, 11.7979742 46.1445807, 11.7984734 46.1446061, 11.7989671 46.1446938, 11.7989861 46.1447815, 11.7989303 46.1449138, 11.7991063 46.1450604, 11.7987401 46.1457487, 11.7985799 46.1461835, 11.7985364 46.1462287, 11.7984198 46.1462757, 11.798254 46.1463078, 11.7979373 46.1463187, 11.797833 46.1462976, 11.7977841 46.146233, 11.7977793 46.1461229, 11.7978262 46.1460204, 11.7979763 46.1458175, 11.7981107 46.145638, 11.7982632 46.1455972, 11.7983589 46.1456384, 11.7983715 46.1457525, 11.7982607 46.1458587, 11.798111 46.145979, 11.7980615 46.1460942, 11.7981211 46.1461629, 11.7982529 46.1461672, 11.7983982 46.1460771, 11.7985744 46.1456779, 11.7985927 46.1455441, 11.7985387 46.1454246, 11.7981815 46.1452719, 11.7977726 46.1451907, 11.7973515 46.1451626, 11.7970232 46.1451631, 11.7969424 46.1451467, 11.7969104 46.1451065, 11.7969684 46.14506, 11.7977361 46.1450899, 11.7982665 46.1451847, 11.7986338 46.1452629, 11.7987217 46.14525, 11.7987864 46.1452035, 11.7987467 46.1451414, 11.7986469 46.1451209, 11.7984007 46.1450753, 11.7976745 46.1449654, 11.7970727 46.1448647, 11.7967941 46.1448452, 11.7967305 46.1448275, 11.7967031 46.1447948, 11.7967327 46.1447596, 11.796813 46.1447495, 11.7976666 46.1448482, 11.7983222 46.1449087, 11.7985824 46.1449323, 11.7986566 46.1449191, 11.7986903 46.1448756, 11.7986714 46.1448305, 11.7986027 46.1448005, 11.7983431 46.1447486, 11.7969951 46.1446245, 11.7967399 46.1445803));skiing:nordic;{'lit': 'yes', 'oneway': 'yes', 'piste:difficulty': 'easy', 'piste:grooming': 'classic+skating'}
