id;name;latitude;longitude;bounds;geometry;type
beach_id_671600432;Unnamed;;;{'minlat': 46.0362138, 'minlon': 11.2330481, 'maxlat': 46.0366109, 'maxlon': 11.2342396};POLYGON ((11.2330481 46.0362138, 11.2336145 46.0363082, 11.2339616 46.036335, 11.2342396 46.0363098, 11.234222 46.0363617, 11.234104 46.0366109, 11.2337587 46.0365624, 11.2337454 46.0364541, 11.2336958 46.0364162, 11.23362 46.036406, 11.2335614 46.0364139, 11.2335252 46.0364394, 11.2335012 46.0364663, 11.2334956 46.0365452, 11.2333935 46.0365417, 11.2332866 46.0365443, 11.2331273 46.0365464, 11.2330481 46.0362138));beach:sand
beach_id_722704518;Unnamed;;;{'minlat': 46.0118157, 'minlon': 11.2863986, 'maxlat': 46.0127233, 'maxlon': 11.2871197};POLYGON ((11.2869597 46.0125515, 11.2869573 46.0126016, 11.2869301 46.0126644, 11.2870619 46.0127131, 11.2871057 46.0127233, 11.2871197 46.0126514, 11.2870959 46.0125738, 11.2870977 46.0124413, 11.287086 46.0123688, 11.2870607 46.0123084, 11.2869769 46.0121083, 11.286837 46.0119976, 11.2867559 46.0119302, 11.2867121 46.0118157, 11.2864654 46.0118278, 11.2863986 46.0118311, 11.2867158 46.0120614, 11.2869661 46.0124193, 11.2869597 46.0125515));beach:gravel
beach_id_812509262;Unnamed;;;{'minlat': 46.0139714, 'minlon': 11.2596743, 'maxlat': 46.0143014, 'maxlon': 11.260105};POLYGON ((11.2599497 46.0143014, 11.2599702 46.0142864, 11.259952 46.0142141, 11.260105 46.0139714, 11.260017 46.0139909, 11.2599957 46.0140594, 11.259883 46.0141148, 11.2598396 46.0141366, 11.2596743 46.0142655, 11.2599497 46.0143014));beach:gravel
beach_id_817270062;Unnamed;;;{'minlat': 45.8396193, 'minlon': 10.8603483, 'maxlat': 45.8396731, 'maxlon': 10.860528};POLYGON ((10.8603539 45.8396665, 10.8603483 45.8396324, 10.8603805 45.8396258, 10.8604127 45.8396221, 10.8604623 45.8396193, 10.8605012 45.8396193, 10.860528 45.8396258, 10.8604933 45.8396651, 10.8604551 45.8396667, 10.8603931 45.8396731, 10.8603539 45.8396665));beach:dirt
beach_id_817301482;Unnamed;;;{'minlat': 45.8376801, 'minlon': 10.8596076, 'maxlat': 45.8379807, 'maxlon': 10.8596879};POLYGON ((10.8596076 45.8377094, 10.8596285 45.8376908, 10.8596527 45.8376801, 10.8596715 45.8376872, 10.8596842 45.8376891, 10.8596877 45.8377247, 10.8596879 45.8377875, 10.8596558 45.8378451, 10.8596508 45.8378858, 10.85965 45.8378921, 10.8596442 45.8379401, 10.8596414 45.8379596, 10.8596384 45.8379807, 10.859637 45.8379605, 10.8596384 45.8379386, 10.8596397 45.8379166, 10.8596397 45.837882, 10.859639 45.8378619, 10.859639 45.8378325, 10.8596457 45.8378101, 10.8596478 45.8377965, 10.8596524 45.8377811, 10.8596511 45.8377652, 10.8596203 45.8377232, 10.8596076 45.8377094));beach:gravel
beach_id_817318627;Unnamed;;;{'minlat': 45.8372871, 'minlon': 10.8593584, 'maxlat': 45.8374615, 'maxlon': 10.8595328};POLYGON ((10.8595199 45.8374615, 10.8595328 45.8374141, 10.859467 45.8373441, 10.8594201 45.8373011, 10.8593893 45.8372871, 10.8593584 45.8372955, 10.8593866 45.8373366, 10.8594 45.8373627, 10.8594134 45.8373842, 10.8594349 45.8374104, 10.8594603 45.8374225, 10.8594831 45.8374366, 10.8595199 45.8374615));beach
beach_id_837111828;Unnamed;;;{'minlat': 46.1181175, 'minlon': 10.56472, 'maxlat': 46.1186775, 'maxlon': 10.5654463};POLYGON ((10.56472 46.1181175, 10.564934 46.118138, 10.5650922 46.1181324, 10.5652719 46.1181324, 10.5653873 46.1181548, 10.5654463 46.1181752, 10.5654195 46.1183072, 10.5653122 46.1184281, 10.5650601 46.1186158, 10.5648696 46.1186698, 10.5647854 46.1186775, 10.5648531 46.1185707, 10.5648415 46.1183555, 10.56472 46.1181175));beach
beach_id_837111829;Unnamed;;;{'minlat': 46.1201168, 'minlon': 10.5647995, 'maxlat': 46.1208941, 'maxlon': 10.5654707};POLYGON ((10.5649214 46.1204457, 10.5647995 46.120619, 10.5648212 46.1208941, 10.5650113 46.1207624, 10.5653568 46.1206186, 10.5654707 46.1204721, 10.5654422 46.1202861, 10.5653714 46.1201168, 10.5652674 46.1201706, 10.5651548 46.1203584, 10.5650502 46.1204309, 10.5649912 46.1205554, 10.5649214 46.1204457));beach
beach_id_846703075;Unnamed;;;{'minlat': 46.1091203, 'minlon': 10.9446808, 'maxlat': 46.1092386, 'maxlon': 10.9449645};POLYGON ((10.9446808 46.1092386, 10.9447043 46.1091686, 10.9447579 46.1091296, 10.9448679 46.1091203, 10.9449645 46.1091609, 10.9446808 46.1092386));beach:gravel
beach_id_853433041;Unnamed;;;{'minlat': 45.9363658, 'minlon': 10.8179488, 'maxlat': 45.9365816, 'maxlon': 10.81825};POLYGON ((10.8180569 45.9365816, 10.8179488 45.9364549, 10.8180411 45.936413, 10.8182375 45.9363658, 10.81825 45.9364902, 10.8181561 45.9365238, 10.8181089 45.9365513, 10.8180569 45.9365816));beach:gravel
beach_id_853433043;Unnamed;;;{'minlat': 45.9361203, 'minlon': 10.8154424, 'maxlat': 45.9363323, 'maxlon': 10.8169755};POLYGON ((10.816403 45.9362768, 10.8168096 45.9362382, 10.8169755 45.9362873, 10.8167037 45.9363137, 10.8164596 45.9363305, 10.816296 45.9363323, 10.8161217 45.9362987, 10.8157998 45.9362316, 10.8156281 45.9361831, 10.8154424 45.9361203, 10.8160205 45.9362247, 10.816403 45.9362768));beach:gravel
beach_id_888222908;Unnamed;;;{'minlat': 45.9723504, 'minlon': 10.9268372, 'maxlat': 45.9729179, 'maxlon': 10.9270782};POLYGON ((10.9269326 45.9729179, 10.9270085 45.97288, 10.9270487 45.9728484, 10.9270567 45.9727458, 10.9270782 45.9726955, 10.9270675 45.9725911, 10.9270219 45.9724587, 10.9269709 45.9724177, 10.9268372 45.9723504, 10.9268576 45.9723971, 10.9268725 45.9725686, 10.9268873 45.9727159, 10.9269146 45.9727877, 10.9269326 45.9729179));beach:gravel
beach_id_888698447;Unnamed;;;{'minlat': 45.9833, 'minlon': 10.9270795, 'maxlat': 45.985086, 'maxlon': 10.9273048};POLYGON ((10.9271062 45.985086, 10.9271787 45.9850157, 10.9272512 45.9849597, 10.9272699 45.984874, 10.9272699 45.9847734, 10.9272726 45.9846709, 10.927278 45.9845553, 10.9272673 45.9844752, 10.9272673 45.9844174, 10.9272646 45.9843559, 10.9272646 45.9842683, 10.927286 45.9841322, 10.927286 45.9840577, 10.927278 45.9839831, 10.9272941 45.9838676, 10.9273048 45.9838061, 10.9273048 45.9837334, 10.9273048 45.9836551, 10.9273048 45.9835936, 10.9272941 45.9835321, 10.9272807 45.9834762, 10.9272485 45.983411, 10.9272163 45.9833588, 10.927199 45.9833414, 10.9271595 45.9833, 10.9271418 45.9833826, 10.9271746 45.9834036, 10.9272207 45.9835681, 10.9272286 45.9836735, 10.9272163 45.9838343, 10.9272129 45.9838494, 10.9271728 45.9840247, 10.9271754 45.9840765, 10.9271674 45.9841764, 10.9271701 45.9843576, 10.9271312 45.9844232, 10.9271701 45.9845018, 10.9271442 45.9845814, 10.9271401 45.9846034, 10.927137 45.9846199, 10.9271328 45.9846349, 10.9271216 45.984669, 10.9271108 45.984702, 10.9270869 45.9847519, 10.9270998 45.9847829, 10.9271259 45.9848048, 10.9271014 45.984826, 10.9270903 45.9848808, 10.9270795 45.9849508, 10.9271062 45.985086));beach:fine_gravel
beach_id_888698449;Unnamed;;;{'minlat': 45.9841711, 'minlon': 10.9273129, 'maxlat': 45.9850569, 'maxlon': 10.9274644};POLYGON ((10.9273905 45.9850569, 10.9273424 45.9849952, 10.9273129 45.9849374, 10.9273263 45.9848852, 10.9273263 45.984833, 10.9273263 45.9847641, 10.9273236 45.9846802, 10.9273316 45.9846075, 10.9273289 45.9845236, 10.9273397 45.9844342, 10.9273504 45.9843335, 10.9273477 45.984231, 10.9274094 45.9841844, 10.9274644 45.9841711, 10.9274044 45.9843969, 10.927401 45.984554, 10.9273844 45.9847135, 10.9273844 45.9848406, 10.927411 45.9849492, 10.9273905 45.9850569));beach:gravel
beach_id_888698451;Unnamed;;;{'minlat': 45.9835274, 'minlon': 10.9273719, 'maxlat': 45.9841033, 'maxlon': 10.9274975};POLYGON ((10.9273847 45.9841033, 10.9273719 45.9840409, 10.9273772 45.9839626, 10.9273772 45.9838788, 10.9273772 45.9838154, 10.9273719 45.9837483, 10.9273719 45.9836905, 10.9273719 45.9836178, 10.9273954 45.9835274, 10.9274089 45.9835902, 10.9274476 45.9838052, 10.9274975 45.9839808, 10.9274885 45.9840442, 10.9274496 45.9840558, 10.927404 45.9840782, 10.9273847 45.9841033));beach:gravel
