id,amenity,recycling:PET,recycling:aluminium,recycling:batteries,recycling:beverage_cartons,recycling:books,recycling:bottles,recycling:cans,recycling:cardboard,recycling:cartons,recycling:clothes,recycling:drugs,recycling:electrical_appliances,recycling:electrical_items,recycling:food_waste,recycling:garden_pots,recycling:garden_waste,recycling:glass,recycling:glass_bottles,recycling:green_waste,recycling:lamps,recycling:magazines,recycling:newspaper,recycling:organic,recycling:organic_waste,recycling:paper,recycling:paper_packaging,recycling:plastic,recycling:plastic_bottles,recycling:plastic_packaging,recycling:scrap_metal,recycling:shoes,recycling:small_appliances,recycling:tetrapak,recycling:waste,recycling:wood,recycling_type,geometry
node/9094486736,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9094522 45.9618061)
node/9094486741,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9100741 45.9617104)
node/9096966385,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9107032 45.9622481)
node/9096966386,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9107199 45.9622382)
node/9096966387,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9107401 45.9622291)
node/9096966388,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9107555 45.9622225)
node/9096966389,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9107722 45.9622167)
node/9102892487,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9072965 45.9591701)
node/9102922382,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9070372 45.9582548)
node/9103543107,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9083502 45.9630096)
node/9105114191,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9074214 45.9597265)
node/9105114192,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9074151 45.9596999)
node/9105114193,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9074112 45.9596783)
node/9105114194,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9074073 45.9596566)
node/9105114195,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9074019 45.959636)
node/9105114462,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9064672 45.9599445)
node/9105114463,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9064746 45.9599656)
node/9105114464,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9064807 45.9599844)
node/9105114465,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9065022 45.9600144)
node/9105114466,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9065231 45.9600115)
node/9105114467,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.906542 45.9600087)
node/9105114468,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9065609 45.959997)
node/9105114469,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9065548 45.9599792)
node/9105114470,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9065481 45.9599614)
node/9105114471,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.906542 45.959945)
node/9107124962,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9080984 45.9596575)
node/9107124963,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9080846 45.9596499)
node/9107124964,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9080702 45.9596396)
node/9107124965,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9080548 45.959632)
node/9110393686,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8603063 45.8377103)
node/9110393687,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8603156 45.8376877)
node/9110393688,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8603196 45.8376785)
node/9110393689,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8603222 45.8376693)
node/9116090322,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9051972 45.9589314)
node/9116090323,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9052246 45.9589498)
node/9116090324,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9052494 45.9589599)
node/9116090325,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9052682 45.9589736)
node/9121861509,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,no,,yes,,,,,,,container,POINT (10.8726798 45.8747358)
node/9121861510,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,no,,yes,,,,,,,container,POINT (10.8727374 45.8747693)
node/9122102013,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,,no,yes,no,,,,,,,container,POINT (10.8756638 45.8729753)
node/9122102014,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,,no,yes,no,,,,,,,container,POINT (10.875666 45.8729923)
node/9126308330,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,container,POINT (10.8745942 45.8704356)
node/9126308331,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,container,POINT (10.8745292 45.8704601)
node/9126308336,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,no,,yes,,,,,,,container,POINT (10.8740893 45.8703944)
node/9126308337,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,no,,yes,,,,,,,container,POINT (10.874075 45.8703916)
node/9135499324,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1181874 46.1887662)
node/9141389635,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9603251 45.8256045)
node/9144490183,recycling,,yes,,,,,,yes,,,,,,,,,,,,,,,,,yes,,yes,yes,yes,,,,,,,container,POINT (11.7423503 46.4766635)
node/9145180162,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9142475 45.9623897)
node/9145180165,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9142248 45.9625081)
node/9145180181,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9140592 45.9626023)
node/9145180182,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9140759 45.9626176)
node/9145180183,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9140949 45.9626329)
node/9145180184,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9141161 45.9626392)
node/9145180185,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9141032 45.962616)
node/9145180186,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9140835 45.9625954)
node/9148116500,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0451486 45.8869431)
node/9148116501,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0442605 45.8866695)
node/9148116503,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0422656 45.8863937)
node/9148116510,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0414254 45.8859965)
node/9148116515,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0409037 45.8857687)
node/9148154018,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0404618 45.8855068)
node/9148154021,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0399032 45.885301)
node/9148154024,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0392696 45.8850345)
node/9148154027,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0389088 45.8848795)
node/9148154031,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0379285 45.8845444)
node/9148154034,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0366115 45.8841971)
node/9148154035,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0372673 45.8843688)
node/9154535690,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9082818 45.9644532)
node/9154535691,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9082997 45.9644598)
node/9154535692,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9083183 45.9644673)
node/9154535693,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9083477 45.9644786)
node/9154902295,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9194099 45.9700677)
node/9154902296,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9193984 45.9700562)
node/9154902297,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.919374 45.9700553)
node/9154902298,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9193607 45.9700703)
node/9154902299,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9193837 45.9700834)
node/9157222097,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,,,,,,container,POINT (11.0037294 45.7555201)
node/9157222098,recycling,,,,,,,yes,,,,,,,yes,,,,yes,yes,,,,,,yes,,yes,,,,,,,,,container,POINT (11.0010527 45.7550166)
node/9157804409,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9382311 46.0129704)
node/9160222559,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1523231 46.0622337)
node/9160331845,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9026601 45.9502231)
node/9160331846,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9026527 45.9502081)
node/9160331847,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9026515 45.9501876)
node/9160331848,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9026472 45.9501684)
node/9160331849,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9026841 45.950215)
node/9160331850,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9026681 45.9501675)
node/9160331851,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9026718 45.9502103)
node/9160402644,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.90067 45.9516952)
node/9160402648,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9007406 45.9515634)
node/9160402649,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9007614 45.9515617)
node/9160402650,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9007793 45.9515603)
node/9160402651,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9007765 45.9515773)
node/9163060435,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1532615 46.0649071)
node/9210661629,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4383125 46.3044401)
node/9210661634,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4359213 46.30521)
node/9215913745,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4392415 46.3069966)
node/9216733105,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1338025 46.0617974)
node/9219196446,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4418053 46.3035054)
node/9233405308,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1162812 45.832262)
node/9248713535,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0324635 45.7907994)
node/9262554435,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (10.8496442 45.8909835)
node/9330222701,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0898936 46.1561208)
node/9348623375,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9024245 45.8767047)
node/9352346024,recycling,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,container,POINT (10.9785631 45.6927982)
node/9367074095,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1800909 46.2486932)
node/9405981293,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,container,POINT (11.0613267 46.1279542)
node/9405981294,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.0612959 46.1279579)
node/9405981295,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.0612677 46.1279617)
node/9405981296,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,container,POINT (11.0612395 46.1279672)
node/9405981297,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,container,POINT (11.0612127 46.1279705)
node/9405981298,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,container,POINT (11.0611859 46.1279728)
node/9405981299,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,container,POINT (11.0611564 46.1279784)
node/9405981300,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,container,POINT (11.0611229 46.127983)
node/9444659184,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0139477 45.8836738)
node/9460782933,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1184835 46.069521)
node/9460782934,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1188596 46.069494)
node/9571107028,waste_basket,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,POINT (11.1205664 46.0859065)
node/9575800630,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1199324 46.0694584)
node/9579409521,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0867232 46.215762)
node/9603803071,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0163094 45.8972877)
node/9603803072,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0163173 45.8972859)
node/9623249370,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0123657 45.7686605)
node/9632227663,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1572888 46.0852061)
node/9632227664,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1569944 46.0851344)
node/9634219658,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,,no,,yes,,,,,,,container,POINT (10.9477016 45.9913509)
node/9645554223,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9992202 45.7674547)
node/9645554227,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9995407 45.7672554)
node/9645554233,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0000959 45.7672853)
node/9647875936,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8769014 45.8683724)
node/9649069763,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0930672 45.9348611)
node/9649069764,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0935406 45.9343432)
node/9649069765,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0942019 45.934306)
node/9649069767,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0935473 45.9354533)
node/9649069768,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0947423 45.9358227)
node/9649069769,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0940918 45.9331402)
node/9649069770,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0942105 45.933213)
node/9649069777,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0946659 45.9329952)
node/9649111953,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0942973 45.9335657)
node/9649111955,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0928415 45.9349967)
node/9649523807,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre,POINT (11.1452886 46.1601769)
node/9677194379,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9992108 45.7563359)
node/9691333485,recycling,,,,,,,yes,,,,,,,,,,yes,yes,,,,,yes,,yes,,no,,yes,,,,,yes,,container,POINT (11.1059176 46.1387358)
node/9691333486,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,,no,,yes,,,,,,,container,POINT (11.1069772 46.1399884)
node/9694487882,recycling,,,,,,,,,,,,,,,,,yes,,,,,,yes,,yes,,yes,,,,,,,yes,,container,POINT (11.1064134 46.1601925)
node/9710254620,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.7388627 46.1043354)
node/9710257917,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.7377539 46.1032221)
node/9731893395,recycling,,,,yes,yes,,yes,yes,,,,,,,,,,yes,yes,,yes,yes,,,yes,yes,,yes,yes,,,,,yes,,container,POINT (11.1027447 46.1740901)
node/9731928556,recycling,,,,yes,yes,,yes,yes,,,,,,,,,,yes,yes,,yes,yes,,,yes,yes,,yes,yes,,,,,yes,,container,POINT (11.0521307 46.2247363)
node/9733375100,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.114867 46.1056419)
node/9733375101,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1145672 46.1056517)
node/9733375102,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1143366 46.1056702)
node/9733375103,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1152262 46.1047851)
node/9733375104,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1136003 46.1047483)
node/9733375106,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.113265 46.1056154)
node/9733375107,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1134695 46.1072561)
node/9733378641,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1170831 46.1005453)
node/9733378650,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1105265 46.1046349)
node/9743416617,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2798525 46.0167146)
node/9743421917,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.277814 46.0172207)
node/9743437917,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2762321 46.0176424)
node/9743439717,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2753596 46.0185031)
node/9745052670,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.7329494 46.0419337)
node/9745052673,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.7305365 46.042315)
node/9745052678,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.7306869 46.0428741)
node/9745060886,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8737753 46.0379499)
node/9776888157,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1022565 46.0999601)
node/9790387129,recycling,,,,,,,yes,,,,,,,,,,,,yes,,,,,,yes,,yes,,,,,,,yes,,container,POINT (11.2529737 46.140558)
node/9796983877,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.7673241 45.8756022)
node/9796983878,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.7673423 45.8755903)
node/9798193044,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (10.8789995 45.8703265)
node/9798193045,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8790172 45.8703297)
node/9798193046,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,,,,,,,container,POINT (10.8790356 45.870334)
node/9808634973,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8238728 45.8503892)
node/9808714733,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.824497 45.8513129)
node/9809518800,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.8000779 46.4563807)
node/9811116510,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8239867 45.8519238)
node/9811116511,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.823987 45.8519172)
node/9811159870,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.875766 45.8687548)
node/9811166570,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8239627 45.851455)
node/9811166572,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8236738 45.8509147)
node/9811207192,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8765229 45.8665928)
node/9811207194,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8765161 45.8665987)
node/9811207195,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8765188 45.8665964)
node/9811720481,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6943934 46.4294392)
node/9811720489,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6971002 46.4282393)
node/9816936894,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8718134 45.9071419)
node/9816936895,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8718035 45.9071287)
node/9816936896,recycling,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.871799 45.9071223)
node/9816936897,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (10.8718134 45.9071192)
node/9816936898,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no,,yes,,,,,,,container,POINT (10.8718217 45.907135)
node/9819127109,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (10.8808345 45.9173306)
node/9819127110,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (10.8808506 45.9173253)
node/9819127111,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,,,,,,,container,POINT (10.8808823 45.9173557)
node/9819127112,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,container,POINT (10.8808572 45.9173549)
node/9819127113,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8808303 45.9173532)
node/9819632510,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8787292 45.9166319)
node/9819632511,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (10.8787292 45.9166143)
node/9819632512,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (10.8787278 45.9165933)
node/9819632513,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8787271 45.9165766)
node/9819880027,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.805562 46.4755926)
node/9819880028,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.805665 46.4754724)
node/9819897066,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.8043947 46.4749315)
node/9819915249,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.8024815 46.4745216)
