id,amenity,recycling:PET,recycling:aluminium,recycling:batteries,recycling:beverage_cartons,recycling:books,recycling:bottles,recycling:cans,recycling:cardboard,recycling:cartons,recycling:clothes,recycling:drugs,recycling:electrical_appliances,recycling:electrical_items,recycling:food_waste,recycling:garden_pots,recycling:garden_waste,recycling:glass,recycling:glass_bottles,recycling:green_waste,recycling:lamps,recycling:magazines,recycling:newspaper,recycling:organic,recycling:organic_waste,recycling:paper,recycling:paper_packaging,recycling:plastic,recycling:plastic_bottles,recycling:plastic_packaging,recycling:scrap_metal,recycling:shoes,recycling:small_appliances,recycling:tetrapak,recycling:waste,recycling:wood,recycling_type,geometry
node/1454246807,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1202064 46.0940788)
node/1454246823,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1199457 46.0962786)
node/1454246826,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1191679 46.0990696)
node/1454246829,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1189232 46.0996681)
node/1454246842,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1187303 46.1001209)
node/1454246848,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1163789 46.1020323)
node/1454246855,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1167017 46.1022476)
node/1454246869,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1161185 46.1026124)
node/1454246875,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1163536 46.1027391)
node/1454246919,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1177947 46.1029941)
node/1454246924,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1162467 46.1030026)
node/1454246928,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1164603 46.1030081)
node/1454246976,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.116199 46.1031796)
node/1454247011,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1172672 46.103334)
node/1454331973,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.109287 46.0992612)
node/1454332011,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1017592 46.1003742)
node/1454332214,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.101586 46.1011674)
node/1454332225,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1015561 46.1011958)
node/1455130457,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1075752 46.113563)
node/1457061634,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1313014 46.0424266)
node/1458145814,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1237815 46.0415803)
node/1458145850,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1224657 46.0448907)
node/1458145893,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1208597 46.0456881)
node/1458146127,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.122855 46.0508424)
node/1458146133,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1229807 46.0511388)
node/1459378525,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1272799 46.0671592)
node/1468139203,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1203259 46.0938073)
node/1468139219,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1202446 46.0939205)
node/1468336305,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.124514 46.0715323)
node/1468336306,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1248063 46.0720325)
node/1474530106,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0484496 46.2184267)
node/1474641678,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1162731 46.0810771)
node/1474641743,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1148251 46.0827984)
node/1481072283,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0908084 46.2115681)
node/1481072300,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.089749 46.2124179)
node/1481072309,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0895097 46.2125391)
node/1488965593,recycling,,,,yes,yes,,yes,yes,,,,,,,,,,yes,yes,,yes,yes,,,yes,yes,,yes,yes,,,,,yes,,container,POINT (11.1102666 46.1675443)
node/1488965609,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1105344 46.167581)
node/1492679649,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1261262 46.0692628)
node/1492679654,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1258573 46.0694378)
node/1492679656,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1263333 46.0695525)
node/1492729099,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1240211 46.0716915)
node/1493256997,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1233143 46.0779057)
node/1493627114,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1276709 46.0620323)
node/1495676934,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1075185 46.1056953)
node/1499668468,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1021609 46.0975658)
node/1499669223,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1025489 46.0975535)
node/1503398931,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1245502 46.0683239)
node/1503398932,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1244662 46.0684324)
node/1511543832,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.2387364 46.0729665)
node/1511543835,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,container,POINT (11.2372567 46.0717497)
node/1521825859,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1209809 46.0673099)
node/1521825964,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.124212 46.0688373)
node/1521825994,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1243951 46.0690798)
node/1523132883,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1241309 46.0683198)
node/1523162661,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1247088 46.068641)
node/1523162682,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1246372 46.0690182)
node/1523289704,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9702495 46.1369245)
node/1523289779,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9690221 46.1413143)
node/1523289848,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9634881 46.1425287)
node/1523289858,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9624271 46.1426103)
node/1523289891,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,container,POINT (10.96572 46.1442719)
node/1525277110,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9665003 46.1422867)
node/1525277435,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.964655 46.142827)
node/1525370760,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9657633 46.1409801)
node/1525370894,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9664705 46.1416607)
node/1525370908,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9665135 46.1417737)
node/1525442391,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9660041 46.1429916)
node/1525471536,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0024279 46.1638798)
node/1538180184,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.6628995 46.3763816)
node/1543371096,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0912034 46.2165942)
node/1551200419,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0943015 46.2084834)
node/1551200420,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0937667 46.2090931)
node/1551200653,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0940049 46.2115507)
node/1551200664,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0942402 46.2116057)
node/1551200678,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0876666 46.2160789)
node/1556899260,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0894815 46.2167417)
node/1556899261,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0894643 46.2167783)
node/1558789971,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1090305 46.1387642)
node/1580347805,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1200832 46.089941)
node/1583909463,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0898978 46.1216746)
node/1588957525,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1120064 46.0983095)
node/1589724891,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1273766 46.1969353)
node/1589724893,recycling,,,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,yes,,,,,,,,,container,POINT (11.1255216 46.1976933)
node/1590167273,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0311605 46.29937)
node/1590167275,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0310756 46.2993935)
node/1590167281,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0308473 46.2995759)
node/1594571362,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6914954 46.4344501)
node/1596908270,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,container,POINT (11.1168642 46.2124603)
node/1602619646,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6968399 46.4392118)
node/1602619650,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6970861 46.4392885)
node/1602619663,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6964934 46.4393473)
node/1602619667,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6965269 46.439552)
node/1602619690,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6971393 46.4396858)
node/1602619694,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6966728 46.4397285)
node/1602619704,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.6968226 46.439899)
node/1602619720,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.696851 46.4401693)
node/1605286791,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1196453 46.0636608)
node/1605286851,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1195007 46.0639562)
node/1605287104,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1208671 46.0654679)
node/1608972174,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1107799 46.0364988)
node/1608972195,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1104648 46.0365326)
node/1608972205,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1104116 46.0365707)
node/1608972207,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1110142 46.0365802)
node/1608972253,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1101833 46.0369087)
node/1608972272,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1099748 46.0371538)
node/1608972341,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.110092 46.037362)
node/1609033609,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1109864 46.041023)
node/1609033652,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.113102 46.0411675)
node/1609033752,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1134549 46.0454348)
node/1609033754,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1134958 46.0455421)
node/1611060000,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1191191 46.0941041)
node/1612472773,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1198181 46.215422)
node/1612484540,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1030896 46.1428008)
node/1614387738,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1219791 46.0689337)
node/1614921136,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0907805 46.211803)
node/1614921148,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0910573 46.2118693)
node/1614921157,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.091013 46.211946)
node/1614962827,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0973641 46.2124562)
node/1615600774,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1077537 46.105584)
node/1616079463,recycling,,,,yes,yes,,yes,yes,,,,,,,,,,yes,yes,,yes,yes,,,yes,yes,,yes,yes,,,,,yes,,container,POINT (11.1054554 46.1671677)
node/1620985480,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4564477 46.0502028)
node/1620985482,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,yes,,,,,yes,,container,POINT (11.4564751 46.0502549)
node/1620985745,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4565507 46.0531747)
node/1620985796,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4575582 46.0532939)
node/1620985804,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.455931 46.0533207)
node/1620985857,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4576416 46.0534831)
node/1620985920,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4578502 46.0536499)
node/1620986012,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.4556036 46.0536761)
node/1620986187,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.4546769 46.0543851)
node/1620986291,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4599916 46.054784)
node/1621460511,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4113246 46.0496743)
node/1621460608,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.4120839 46.0524656)
node/1633168027,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1224447 46.0698497)
node/1633168029,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1229177 46.0698288)
node/1633168032,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1236319 46.0699141)
node/1633168033,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1243555 46.0699635)
node/1639755533,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1185136 46.0694362)
node/1641560172,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1212741 46.0682389)
node/1643482686,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1233112 46.0605584)
node/1645012563,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,container,POINT (11.0963155 46.2104446)
node/1645012568,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0962452 46.2104766)
node/1645012641,recycling,,,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,yes,,,,,,,,,container,POINT (11.0948471 46.2114201)
node/1645012708,recycling,,,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,yes,,,,,,,,,container,POINT (11.0952851 46.2125827)
node/1645880241,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0998694 46.2121341)
node/1647089367,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1147959 46.0680684)
node/1656743948,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1309409 46.0638898)
node/1659470397,recycling,,,yes,,yes,,yes,,yes,yes,,no,,,,,yes,yes,yes,,no,yes,,,yes,yes,yes,yes,yes,,,no,,yes,,container,POINT (11.0926936 45.9349226)
node/1660841878,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.2182967 46.0841605)
node/1660841909,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2140205 46.085085)
node/1669285144,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1239052 46.0712918)
node/1669326217,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1020252 46.2094392)
node/1669402041,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1246883 46.0706205)
node/1669402043,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.12471 46.0707465)
node/1674811778,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1240068 46.076402)
node/1675022789,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1103963 46.1359235)
node/1677583947,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.116953 46.0939766)
node/1678228068,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1254158 46.072252)
node/1687733892,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1191171 46.0667456)
node/1687734108,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1179129 46.0697725)
node/1687770957,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1188624 46.0678292)
node/1687770971,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1186602 46.0681472)
node/1688379858,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1298829 46.0526936)
node/1688379860,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1295369 46.0527768)
node/1688379932,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1286506 46.0563798)
node/1688379947,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1283901 46.0566008)
node/1707679671,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1240313 46.0755797)
node/1707679676,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1237214 46.0757712)
node/1707679677,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1239016 46.0758213)
node/1707679678,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1228543 46.0758619)
node/1715956025,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.123059 46.1980218)
node/1721724942,recycling,,,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,container,POINT (11.0906139 46.2099896)
node/1721724944,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0904503 46.2102507)
node/1721725056,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0888971 46.2122388)
node/1739200699,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1296589 46.064415)
node/1740376161,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1239862 46.0711127)
node/1741667904,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0976173 46.2085881)
node/1749611847,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,container,POINT (11.1216299 46.0770724)
node/1749611870,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1200008 46.0773505)
node/1749649542,recycling,,,,,,,,,,,,,,,,,yes,,,,,,yes,,yes,,yes,,,,,,,yes,,container,POINT (11.1105763 46.1481851)
node/1749651682,recycling,,,,,,,yes,,,,,,,,,,yes,,,,,,yes,,yes,,yes,,,,,,,yes,,container,POINT (11.1126602 46.1441255)
node/1749651683,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.112662 46.1441033)
node/1749651684,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1124314 46.1441854)
node/1749737813,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1198659 46.0768065)
node/1749737831,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.119319 46.0769414)
node/1749737895,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1194356 46.0773584)
node/1749737913,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1194933 46.0774711)
node/1754018683,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.118944 46.2141987)
node/1754018692,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1189812 46.2142922)
node/1756296201,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1185403 46.1008067)
node/1756296202,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1184948 46.1009803)
node/1763237107,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0924718 46.2118921)
node/1765153183,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1205831 46.0718801)
node/1771338720,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.117624 46.0788112)
node/1773068108,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1245369 46.0648572)
node/1773068122,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1239104 46.0648942)
node/1773068127,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1238531 46.0648982)
node/1773068131,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1236018 46.0649161)
node/1775942827,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1102103 46.0962464)
node/1775942864,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1100079 46.0984194)
node/1777837290,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0895481 46.2129279)
node/1777837337,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.090097 46.2132926)
node/1777837360,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0903779 46.2136568)
node/1789111513,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2214005 46.1418364)
node/1792951434,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.2496383 46.1728073)
