id,waste_basket_id,waste_disposal_type_id
387,node/1364971670,2
388,node/1364971670,3
389,node/1364971670,4
390,node/1364971670,5
391,node/1381612254,2
392,node/1381612254,3
393,node/1381612254,4
394,node/1381659971,2
395,node/1381659971,3
396,node/1381659971,4
397,node/1385156604,3
398,node/1385156604,4
399,node/1385156604,5
400,node/1385221196,3
401,node/1385221196,4
402,node/1385221196,5
403,node/1395449727,2
404,node/1395449727,3
405,node/1395449727,5
406,node/1395935708,2
407,node/1395935708,3
408,node/1395935708,4
409,node/1402449459,2
410,node/1402449459,3
411,node/1402449459,4
412,node/1411606954,7
413,node/1452926237,1
414,node/1452926237,2
415,node/1452926237,2
416,node/1452926237,2
417,node/1452926237,2
418,node/1452926237,2
419,node/1452926237,2
420,node/1452926237,3
421,node/1452926237,4
422,node/1452926237,5
423,node/1452926237,5
424,node/1452926237,5
425,node/1452926237,9
426,node/1488965593,1
427,node/1488965593,2
428,node/1488965593,2
429,node/1488965593,2
430,node/1488965593,2
431,node/1488965593,2
432,node/1488965593,2
433,node/1488965593,3
434,node/1488965593,4
435,node/1488965593,5
436,node/1488965593,5
437,node/1488965593,5
438,node/1488965593,9
439,node/1511543835,2
440,node/1511543835,3
441,node/1523289891,2
442,node/1523289891,3
443,node/1589724893,2
444,node/1589724893,3
445,node/1589724893,4
446,node/1589724893,5
447,node/1596908270,2
448,node/1596908270,3
449,node/1616079463,1
450,node/1616079463,2
451,node/1616079463,2
452,node/1616079463,2
453,node/1616079463,2
454,node/1616079463,2
455,node/1616079463,2
456,node/1616079463,3
457,node/1616079463,4
458,node/1616079463,5
459,node/1616079463,5
460,node/1616079463,5
461,node/1616079463,9
462,node/1620985482,3
463,node/1620985482,5
464,node/1620985482,5
465,node/1620985482,9
466,node/1645012563,2
467,node/1645012563,3
468,node/1645012641,2
469,node/1645012641,3
470,node/1645012641,4
471,node/1645012641,5
472,node/1645012708,2
473,node/1645012708,3
474,node/1645012708,4
475,node/1645012708,5
476,node/1659470397,1
477,node/1659470397,2
478,node/1659470397,2
479,node/1659470397,2
480,node/1659470397,2
481,node/1659470397,3
482,node/1659470397,3
483,node/1659470397,4
484,node/1659470397,5
485,node/1659470397,5
486,node/1659470397,5
487,node/1659470397,6
488,node/1659470397,7
489,node/1659470397,9
490,node/1659470397,2
491,node/1721724942,2
492,node/1721724942,3
493,node/1721724942,4
494,node/1749611847,2
495,node/1749611847,3
496,node/1749649542,1
497,node/1749649542,2
498,node/1749649542,3
499,node/1749649542,5
500,node/1749649542,9
501,node/1749651682,1
502,node/1749651682,2
503,node/1749651682,3
504,node/1749651682,4
505,node/1749651682,5
506,node/1749651682,9
507,node/1803645356,1
508,node/1803645356,2
509,node/1803645356,2
510,node/1803645356,2
511,node/1803645356,2
512,node/1803645356,2
513,node/1803645356,2
514,node/1803645356,3
515,node/1803645356,4
516,node/1803645356,5
517,node/1803645356,5
518,node/1803645356,5
519,node/1803645356,9
520,node/1810634931,2
521,node/1810634931,3
522,node/1810634931,5
523,node/1825271647,2
524,node/1825271647,3
525,node/1825271647,5
526,node/1825271648,2
527,node/1825271648,3
528,node/1825271648,5
529,node/1825271652,7
530,node/1825438409,2
531,node/1825438409,3
532,node/1825438409,3
533,node/1825438409,5
534,node/1825438409,5
535,node/1825438409,9
536,node/1825438411,2
537,node/1825438411,3
538,node/1825438411,3
539,node/1825438411,5
540,node/1825438411,5
541,node/1825438411,9
542,node/1825438413,2
543,node/1825438413,3
544,node/1825438413,3
545,node/1825438413,5
546,node/1825438413,5
547,node/1825438413,9
548,node/1825493214,2
549,node/1825493214,3
550,node/1825493214,4
551,node/1825493214,5
552,node/1825508119,2
553,node/1825508119,3
554,node/1827497717,3
555,node/1828284233,2
556,node/1828284233,2
557,node/1828284233,2
558,node/1828284233,3
559,node/1828284233,3
560,node/1828284233,4
561,node/1828284233,5
562,node/1828284233,5
563,node/1828284233,5
564,node/1828284233,2
565,node/1848587761,2
566,node/1848587761,3
567,node/1848587761,4
568,node/1848587809,2
569,node/1848587809,3
570,node/1848587809,4
571,node/1848587824,2
572,node/1848587824,3
573,node/1848587824,4
574,node/1870401576,2
575,node/1870401576,3
576,node/1871800712,2
577,node/1871800712,3
578,node/1886707082,2
579,node/1886707082,3
580,node/1887564293,5
581,node/1899168270,2
582,node/1899168270,3
583,node/1899168270,5
584,node/1933498758,2
585,node/1933498758,3
586,node/1937993531,2
587,node/1937993531,3
588,node/1937993531,3
589,node/1937993531,5
590,node/1950422438,2
591,node/1950422438,3
592,node/1950422438,4
593,node/1950422438,5
594,node/1984744719,1
595,node/1984744719,2
596,node/1984744719,3
597,node/1987683750,2
598,node/1987683750,3
599,node/1991575565,2
600,node/1991575565,3
601,node/1991575565,3
602,node/1991575565,5
603,node/1991575565,5
604,node/1991575565,9
605,node/2028270636,2
606,node/2028270636,3
607,node/2028270636,4
608,node/2028270636,6
609,node/2028270636,7
610,node/2049523747,2
611,node/2049523747,3
612,node/2049523747,4
613,node/2070849719,2
614,node/2070849719,3
615,node/2070849755,2
616,node/2070849755,3
617,node/2070849871,2
618,node/2070849871,3
619,node/2070849985,2
620,node/2070849985,3
621,node/2070850160,1
622,node/2070850160,2
623,node/2070850160,2
624,node/2070850160,3
625,node/2070850160,3
626,node/2070850160,4
627,node/2070850160,5
628,node/2070850160,5
629,node/2070850160,9
630,node/2070850532,2
631,node/2070850532,3
632,node/2079120784,2
633,node/2079120784,3
634,node/2079120784,4
635,node/2079120784,5
636,node/2079120830,2
637,node/2079120830,3
638,node/2079120962,1
639,node/2079120962,2
640,node/2079120962,3
641,node/2079120962,5
642,node/2079120962,9
643,node/2079121091,1
644,node/2079121091,2
645,node/2079121091,3
646,node/2079121091,5
647,node/2079121091,9
648,node/2079121271,1
649,node/2079121271,2
650,node/2079121271,3
651,node/2079121271,5
652,node/2079121271,9
653,node/2079121720,2
654,node/2079121720,3
655,node/2079121925,2
656,node/2079121925,3
657,node/2079122041,1
658,node/2079122041,2
659,node/2079122041,2
660,node/2079122041,2
661,node/2079122041,2
662,node/2079122041,2
663,node/2079122041,2
664,node/2079122041,3
665,node/2079122041,4
666,node/2079122041,5
667,node/2079122041,5
668,node/2079122041,5
669,node/2079122041,9
670,node/2079122119,2
671,node/2079122119,3
672,node/2079122119,3
673,node/2113093387,2
674,node/2113093387,3
675,node/2113093567,2
676,node/2113093567,3
677,node/2184360328,3
678,node/2185692461,2
679,node/2185692461,3
680,node/2258683573,2
681,node/2258683573,3
682,node/2258683573,3
683,node/2258683573,5
684,node/2258683573,5
685,node/2258683573,9
686,node/2258800488,2
687,node/2258800488,3
688,node/2258800488,3
689,node/2258800488,5
690,node/2258800488,5
691,node/2258800488,9
692,node/2258853659,2
693,node/2258853659,3
694,node/2258853659,4
695,node/2258853659,5
696,node/2260689269,2
697,node/2260689269,3
698,node/2260689269,4
699,node/2260727806,2
700,node/2260727806,3
701,node/2260727806,4
702,node/2260727806,5
703,node/2260849008,1
704,node/2260849008,2
705,node/2260849008,2
706,node/2260849008,3
707,node/2260849008,4
708,node/2260849008,4
709,node/2260849008,5
710,node/2260849008,5
711,node/2260849008,5
712,node/2260849008,9
713,node/2285120895,2
714,node/2285120895,3
715,node/2288226104,2
716,node/2288226104,3
717,node/2288226104,4
718,node/2288226104,5
719,node/2288226104,7
720,node/2308530100,1
721,node/2308530100,2
722,node/2308530100,3
723,node/2308530100,4
724,node/2308530100,5
725,node/2308530100,9
726,node/2308603499,2
727,node/2308603499,3
728,node/2308603499,4
729,node/2308603534,2
730,node/2308603534,3
731,node/2308603534,4
732,node/2308603576,2
733,node/2308603576,3
734,node/2308603576,4
735,node/2308603651,2
736,node/2308603651,3
737,node/2308603651,4
738,node/2309752250,2
739,node/2309752250,3
740,node/2309752250,4
741,node/2343770864,2
742,node/2343770864,3
743,node/2343770864,4
744,node/2343770901,2
745,node/2343770901,3
746,node/2343770901,4
747,node/2343770910,2
748,node/2343770910,3
749,node/2343770910,4
750,node/2343802206,2
751,node/2343802206,3
752,node/2343802206,4
753,node/2364540610,2
754,node/2364540610,3
755,node/2364540610,4
756,node/2364540658,2
757,node/2364540658,3
758,node/2364540658,4
759,node/2364540855,2
760,node/2364540855,3
761,node/2364540855,4
762,node/2364680480,2
763,node/2364680480,3
764,node/2364680480,4
765,node/2364732587,2
766,node/2364732587,3
767,node/2364732587,4
768,node/2364769626,2
769,node/2364769626,3
770,node/2364769626,4
771,node/2364875260,2
772,node/2364875260,3
773,node/2364875260,4
774,node/2364875273,2
775,node/2364875273,3
776,node/2364875273,4
777,node/2364875277,2
778,node/2364875277,3
779,node/2364875277,4
780,node/2364875281,2
781,node/2364875281,3
782,node/2364875281,4
783,node/2367894176,2
784,node/2367894176,3
785,node/2367897299,2
786,node/2367897299,3
787,node/2367897299,4
788,node/2368726799,2
789,node/2368726799,3
790,node/2368726799,4
791,node/2368726799,5
792,node/2368726811,1
793,node/2368726811,2
794,node/2368726811,3
795,node/2368726811,5
796,node/2368726823,2
797,node/2368726823,3
798,node/2368726823,5
799,node/2368726829,2
800,node/2368726829,3
801,node/2368726829,5
802,node/2378514541,2
803,node/2378514541,3
804,node/2378514541,4
805,node/2378514541,4
806,node/2378514541,5
807,node/2378514541,5
808,node/2378514541,2
809,node/2378799393,2
810,node/2379112266,2
811,node/2379112266,3
812,node/2379112266,4
813,node/2394661716,2
814,node/2394661720,10
815,node/2403582364,2
816,node/2403582364,3
817,node/2403582364,4
818,node/2403582364,5
819,node/2403584087,2
820,node/2403584087,3
821,node/2403584087,4
822,node/2403584087,5
823,node/2405762054,1
824,node/2405762054,4
825,node/2405762054,5
826,node/2405762054,9
827,node/2405762116,1
828,node/2405762116,3
829,node/2405762116,5
830,node/2405762116,9
831,node/2405762120,1
832,node/2405762120,2
833,node/2405762120,3
834,node/2405762120,4
835,node/2405762120,5
836,node/2405762120,9
837,node/2431035439,2
838,node/2431035439,3
839,node/2431035439,4
840,node/2431035665,2
841,node/2431035665,3
842,node/2431035665,4
843,node/2485396727,1
844,node/2485396727,2
845,node/2485396727,2
846,node/2485396727,3
847,node/2485396727,3
848,node/2485396727,4
849,node/2485396727,4
850,node/2485396727,5
851,node/2544544992,2
852,node/2544544992,3
853,node/2544544992,4
854,node/2544564241,2
855,node/2544564241,3
856,node/2544564241,4
857,node/2544564241,6
858,node/2544564242,2
859,node/2544564242,3
860,node/2544564242,4
861,node/2544564242,7
862,node/2552191236,2
863,node/2552191236,3
864,node/2552191236,3
865,node/2552191236,4
866,node/2677152900,1
867,node/2677152900,2
868,node/2677152900,3
869,node/2677512416,1
870,node/2677512416,2
871,node/2677512416,3
872,node/2734797394,6
873,node/2734811878,6
874,node/2748276149,6
875,node/2770039852,2
876,node/2770039852,3
877,node/2770039852,4
878,node/2778035243,2
879,node/2778035243,4
880,node/2790411973,6
881,node/2790412008,6
882,node/2802284367,2
883,node/2802284367,5
884,node/2802284638,2
885,node/2802284638,3
886,node/2802284638,4
887,node/2802428604,1
888,node/2802428604,2
889,node/2802428604,3
890,node/2805921698,2
891,node/2805921698,3
892,node/2805921698,4
893,node/2805921698,5
894,node/2805923903,1
895,node/2805923903,2
896,node/2805923903,3
897,node/2805923903,4
898,node/2805923903,5
899,node/2815488803,6
900,node/2815489726,6
901,node/2815492342,6
902,node/2908646648,2
903,node/2908646648,3
904,node/2908646648,4
905,node/2908646648,5
906,node/2908646648,6
907,node/2908646648,9
908,node/2946652950,2
909,node/2946652950,3
910,node/2946652950,4
911,node/2960332203,1
912,node/2960332203,2
913,node/2960332203,3
914,node/2960332203,4
915,node/2960332203,5
916,node/2960411096,2
917,node/2960411096,3
918,node/2960411096,4
919,node/3028910054,2
920,node/3036632544,1
921,node/3036632544,2
922,node/3036632544,3
923,node/3036632544,4
924,node/3036632544,5
925,node/3075301458,2
926,node/3075301458,3
927,node/3075301458,4
928,node/3117973307,2
929,node/3117973307,2
930,node/3117973307,2
931,node/3117973307,2
932,node/3117973307,2
933,node/3149995498,2
934,node/3149995498,3
935,node/3149995498,5
936,node/3254565934,2
937,node/3254565934,3
938,node/3254565934,3
939,node/3254565934,5
940,node/3254565934,5
941,node/3254565934,9
942,node/3255551587,2
943,node/3667763702,2
944,node/3667763702,3
945,node/3667763702,5
946,node/3667763702,9
947,node/3674417725,10
948,node/3699717805,3
949,node/3699717805,4
950,node/3699717805,5
951,node/3699718150,2
952,node/3699718150,3
953,node/3699718150,4
954,node/3699718150,5
955,node/3704653918,2
956,node/3704653918,3
957,node/3704653918,3
958,node/3704653918,4
959,node/3743200876,1
960,node/3743200876,1
961,node/3743200876,2
962,node/3743200876,3
963,node/3743200876,4
964,node/3743200876,5
965,node/3750776371,2
966,node/3750776371,3
967,node/3750776371,5
968,node/3750882406,1
969,node/3750882406,2
970,node/3750882406,3
971,node/3750882406,3
972,node/3750882406,4
973,node/3750882406,9
974,node/3750882407,1
975,node/3750882407,2
976,node/3750882407,2
977,node/3750882407,3
978,node/3750882407,3
979,node/3750882407,4
980,node/3750882407,9
981,node/3780948387,2
982,node/3780948387,3
983,node/3780948387,3
984,node/3780948387,4
985,node/3780948387,5
986,node/3780948387,5
987,node/3790520128,7
988,node/3790520128,10
989,node/3806788594,2
990,node/3806788594,2
991,node/3806788594,3
992,node/3806788594,3
993,node/3806788594,4
994,node/3806788594,5
995,node/3806788594,5
996,node/3806788594,5
997,node/3823542791,1
998,node/3823542791,2
999,node/3823542791,2
1000,node/3823542791,2
1001,node/3823542791,2
1002,node/3823542791,2
1003,node/3823542791,2
1004,node/3823542791,3
1005,node/3823542791,4
1006,node/3823542791,5
1007,node/3823542791,5
1008,node/3823542791,5
1009,node/3823542791,9
1010,node/3900001361,1
1011,node/3900001361,2
1012,node/3900001361,3
1013,node/3900001361,4
1014,node/3900001361,5
1015,node/3919230509,3
1016,node/3950221146,10
1017,node/3950221149,7
1018,node/3952752102,2
1019,node/3952752102,3
1020,node/3952752102,3
1021,node/3952752102,4
1022,node/3952752102,5
1023,node/3991885205,3
1024,node/3991885205,4
1025,node/3995540783,1
1026,node/3995540783,2
1027,node/3995540783,3
1028,node/3995540783,4
1029,node/3995540783,5
1030,node/3995540783,6
1031,node/3995540783,6
1032,node/4003293547,2
1033,node/4003293547,3
1034,node/4003293547,4
1035,node/4003293547,5
1036,node/4033612969,2
1037,node/4033612969,3
1038,node/4033612969,5
1039,node/4039059827,2
1040,node/4039059827,3
1041,node/4046069864,1
1042,node/4046069864,2
1043,node/4046069864,3
1044,node/4072435039,2
1045,node/4072435039,2
1046,node/4072435039,3
1047,node/4072435039,5
1048,node/4072435039,5
1049,node/4072435039,9
1050,node/4121422567,2
1051,node/4121422567,3
1052,node/4121422567,4
1053,node/4121422567,5
1054,node/4185532647,2
1055,node/4185532647,3
1056,node/4185532647,4
1057,node/4185532647,5
1058,node/4198296117,2
1059,node/4198296117,3
1060,node/4198296117,5
1061,node/4198296121,2
1062,node/4198296121,5
1063,node/4198296125,2
1064,node/4198296125,3
1065,node/4198296125,5
1066,node/4198296125,9
1067,node/4232877209,2
1068,node/4232877209,3
1069,node/4232877209,4
1070,node/4281718832,2
1071,node/4281718832,2
1072,node/4281718832,3
1073,node/4281718832,3
1074,node/4281718832,4
1075,node/4281718832,5
1076,node/4281718832,5
1077,node/4281718832,9
1078,node/4281718838,2
1079,node/4281718838,2
1080,node/4281718838,3
1081,node/4281718838,3
1082,node/4281718838,4
1083,node/4281718838,5
1084,node/4281718838,5
1085,node/4281718838,9
1086,node/4286605476,2
1087,node/4286605476,3
1088,node/4286605479,2
1089,node/4356461924,2
1090,node/4364298816,2
1091,node/4364298816,3
1092,node/4364298816,4
1093,node/4364298816,4
1094,node/4364298816,5
1095,node/4364298816,5
1096,node/4406614243,1
1097,node/4406614243,2
1098,node/4406614243,3
1099,node/4406614243,3
1100,node/4406614243,4
1101,node/4406614243,5
1102,node/4406614243,9
1103,node/4558633053,2
1104,node/4558633053,3
1105,node/4558633053,5
1106,node/4583775489,2
1107,node/4583775489,3
1108,node/4583775489,3
1109,node/4583775489,5
1110,node/4583775489,5
1111,node/4583775489,9
1112,node/4585114902,1
1113,node/4585114902,2
1114,node/4585114902,5
1115,node/4585114922,7
1116,node/4592490521,2
1117,node/4592490521,3
1118,node/4592490521,4
1119,node/4592490521,5
1120,node/4593977003,6
1121,node/4594000609,2
1122,node/4594000609,3
1123,node/4594000609,4
1124,node/4594000609,5
1125,node/4597066941,3
1126,node/4597066942,1
1127,node/4597066942,2
1128,node/4597066942,3
1129,node/4597066942,4
1130,node/4597066942,5
1131,node/4597066942,9
1132,node/4597569023,2
1133,node/4597569023,4
1134,node/4597569023,5
1135,node/4674449491,2
1136,node/4674449491,3
1137,node/4674449491,5
1138,node/4674468551,1
1139,node/4674468551,2
1140,node/4674468551,3
1141,node/4674468551,5
1142,node/4674468551,9
1143,node/4674468551,2
1144,node/4674485344,2
1145,node/4674485344,3
1146,node/4674485344,5
1147,node/4674485344,9
1148,node/4674487978,1
1149,node/4674487978,2
1150,node/4674487978,3
1151,node/4674487978,5
1152,node/4674487978,9
1153,node/4674492473,2
1154,node/4674492473,3
1155,node/4674492473,5
1156,node/4674492473,9
1157,node/4674495920,1
1158,node/4674495920,2
1159,node/4674495920,3
1160,node/4674495920,5
1161,node/4674495920,9
1162,node/4731086129,1
1163,node/4731086129,2
1164,node/4731086129,2
1165,node/4731086129,3
1166,node/4731086129,3
1167,node/4731086129,4
1168,node/4731086129,5
1169,node/4731086129,5
1170,node/4731086129,5
1171,node/4731086129,9
1172,node/4731160141,1
1173,node/4731160141,1
1174,node/4731160141,2
1175,node/4731160141,3
1176,node/4731160141,5
1177,node/4749889189,3
1178,node/4749889445,3
1179,node/4749889459,3
1180,node/4749889495,3
1181,node/4751824975,5
1182,node/4751824975,5
1183,node/4751824975,5
1184,node/4751824976,1
1185,node/4751824977,3
1186,node/4751824978,2
1187,node/4751825141,2
1188,node/4751825141,2
1189,node/4751825142,3
1190,node/4895732741,5
1191,node/4895732742,5
1192,node/5325419759,6
1193,node/5375594308,1
1194,node/5375594308,2
1195,node/5375594308,3
1196,node/5375594308,5
1197,node/5398652034,1
1198,node/5398652034,2
1199,node/5398652034,3
1200,node/5398652034,5
1201,node/5398652034,7
1202,node/5613320456,2
1203,node/5613320456,3
1204,node/5613320456,5
1205,node/5850903878,1
1206,node/5850903878,2
1207,node/5850903878,3
1208,node/5850903878,4
1209,node/5850903878,5
1210,node/5850903878,5
1211,node/5850903878,9
1212,node/5853573550,1
1213,node/5853573550,4
1214,node/5853573550,5
1215,node/5853573550,5
1216,node/5858400727,3
1217,node/5858403876,2
1218,node/5858403876,3
1219,node/5858403876,4
1220,node/5858403876,5
1221,node/5859309161,2
1222,node/5859309161,3
1223,node/5859309161,5
1224,node/5864934029,1
1225,node/5864934029,2
1226,node/5864934029,3
1227,node/5897212945,5
1228,node/5897212947,3
1229,node/5897212948,3
1230,node/5897212949,2
1231,node/5897212950,3
1232,node/5897212952,5
1233,node/5897212953,4
1234,node/5897212954,2
1235,node/5936948096,2
1236,node/5936948096,3
1237,node/5936948096,3
1238,node/5936948096,4
1239,node/5936948096,5
1240,node/5936948096,5
1241,node/5936948096,7
1242,node/6043841491,2
1243,node/6043841491,3
1244,node/6043841491,4
1245,node/6043841491,5
1246,node/6208065605,3
1247,node/6208065605,5
1248,node/6208065605,5
1249,node/6208065605,9
1250,node/6252054979,2
1251,node/6252054979,3
1252,node/6252054979,5
1253,node/6341429183,3
1254,node/6386723145,1
1255,node/6386723145,2
1256,node/6386723145,3
1257,node/6386723145,3
1258,node/6386723145,4
1259,node/6386723145,5
1260,node/6400959249,1
1261,node/6400959249,2
1262,node/6400959249,3
1263,node/6400959249,9
1264,node/6501780089,3
1265,node/6501780089,3
1266,node/6516588639,3
1267,node/6537435465,2
1268,node/6537435465,3
1269,node/6537435465,5
