id,waste_basket_id,waste_disposal_type_id
1270,node/6537435465,5
1271,node/6537435465,5
1272,node/6537435465,5
1273,node/6537435465,9
1274,node/6547861990,2
1275,node/6547861990,2
1276,node/6547861990,3
1277,node/6547861990,3
1278,node/6547861990,4
1279,node/6547861990,5
1280,node/6547861990,5
1281,node/6547861990,5
1282,node/6547861990,9
1283,node/6615991409,1
1284,node/6615991409,2
1285,node/6615991409,2
1286,node/6615991409,3
1287,node/6615991409,3
1288,node/6615991409,4
1289,node/6615991409,5
1290,node/6615991409,5
1291,node/6615991409,5
1292,node/6615991409,5
1293,node/6615991409,6
1294,node/6615991409,6
1295,node/6615991409,9
1296,node/6646268969,2
1297,node/6646268969,3
1298,node/6646268969,4
1299,node/6646268969,5
1300,node/6680187982,3
1301,node/6694223516,2
1302,node/6694223516,2
1303,node/6694223516,3
1304,node/6694223516,4
1305,node/6694223516,4
1306,node/6694223516,5
1307,node/6694223516,5
1308,node/6694223516,5
1309,node/6694223516,5
1310,node/6694223516,6
1311,node/6694223516,6
1312,node/6694223516,9
1313,node/6698971288,3
1314,node/6698971288,4
1315,node/6726125800,1
1316,node/6726125800,2
1317,node/6726125800,3
1318,node/6726125800,4
1319,node/6726125800,4
1320,node/6726125800,5
1321,node/6726125800,5
1322,node/6726125800,5
1323,node/6726125800,5
1324,node/6726125800,9
1325,node/6736187256,1
1326,node/6736187256,2
1327,node/6736187256,2
1328,node/6736187256,3
1329,node/6736187256,4
1330,node/6736187256,4
1331,node/6736187256,5
1332,node/6736187256,5
1333,node/6736187256,5
1334,node/6736187256,5
1335,node/6736187256,9
1336,node/6739246455,3
1337,node/6779600827,3
1338,node/6781089564,2
1339,node/6781089564,3
1340,node/6781089564,5
1341,node/6781089564,5
1342,node/6781089564,5
1343,node/6781089564,9
1344,node/6813698868,3
1345,node/6846193254,3
1346,node/6847817799,3
1347,node/6847820778,3
1348,node/6887159303,3
1349,node/6887159304,3
1350,node/6887159304,3
1351,node/6897961301,3
1352,node/6898014128,3
1353,node/6918317154,3
1354,node/6918317154,6
1355,node/6918317154,9
1356,node/6918371498,3
1357,node/6918371498,9
1358,node/7255834593,1
1359,node/7510041587,1
1360,node/7510041587,2
1361,node/7510041587,3
1362,node/7510041587,5
1363,node/7510041587,7
1364,node/7510242060,1
1365,node/7510242060,2
1366,node/7510242060,3
1367,node/7510242060,5
1368,node/7510242060,9
1369,node/7556520243,1
1370,node/7556520243,2
1371,node/7556520243,2
1372,node/7556520243,3
1373,node/7556520243,4
1374,node/7556520243,5
1375,node/7556520243,5
1376,node/7556520243,5
1377,node/7556520243,9
1378,node/7576263509,2
1379,node/7576263509,2
1380,node/7576263509,3
1381,node/7576263509,3
1382,node/7576263509,4
1383,node/7576263509,5
1384,node/7576263509,5
1385,node/7576263509,5
1386,node/7576263519,2
1387,node/7576263519,2
1388,node/7576263519,4
1389,node/7576263519,5
1390,node/7576263519,5
1391,node/7576263575,2
1392,node/7576263575,2
1393,node/7576263575,3
1394,node/7576263575,3
1395,node/7576263575,4
1396,node/7576263575,5
1397,node/7576263575,5
1398,node/7576263575,5
1399,node/7611961305,3
1400,node/7611961305,9
1401,node/7644628845,1
1402,node/7673849962,9
1403,node/7673849963,3
1404,node/7673849963,3
1405,node/7673849964,5
1406,node/7673849964,5
1407,node/7673849965,2
1408,node/7673849965,2
1409,node/7775575374,1
1410,node/7775575374,1
1411,node/7775575374,1
1412,node/7775575374,1
1413,node/7775575374,2
1414,node/7775575374,2
1415,node/7775575374,2
1416,node/7775575374,2
1417,node/7775575374,3
1418,node/7775575374,5
1419,node/7775575374,5
1420,node/7775575374,9
1421,node/7883373700,2
1422,node/7883373700,3
1423,node/7883373700,5
1424,node/7945979903,5
1425,node/7959412022,1
1426,node/7959412022,2
1427,node/7959412022,2
1428,node/7959412022,3
1429,node/7959412022,3
1430,node/7959412022,4
1431,node/7959412022,4
1432,node/7959412022,5
1433,node/7959412023,1
1434,node/7959412023,2
1435,node/7959412023,2
1436,node/7959412023,3
1437,node/7959412023,3
1438,node/7959412023,4
1439,node/7959412023,4
1440,node/7959412023,5
1441,node/7961315463,2
1442,node/7961315466,5
1443,node/7961315467,2
1444,node/7961315468,4
1445,node/7961315470,4
1446,node/7961315471,3
1447,node/7961315472,3
1448,node/7961315473,3
1449,node/7963678050,2
1450,node/7963678051,4
1451,node/7963678052,3
1452,node/7965682573,2
1453,node/7965682573,3
1454,node/7965682573,3
1455,node/7997558522,9
1456,node/8003740119,3
1457,node/8003771208,3
1458,node/8003771208,3
1459,node/8016134320,2
1460,node/8016134320,5
1461,node/8016134320,2
1462,node/8042001306,2
1463,node/8042001306,3
1464,node/8042001306,4
1465,node/8042001306,5
1466,node/8042001307,2
1467,node/8042001307,3
1468,node/8042001307,4
1469,node/8042001307,4
1470,node/8042001307,5
1471,node/8063347880,3
1472,node/8063366791,3
1473,node/8063366791,3
1474,node/8068668880,5
1475,node/8068668881,3
1476,node/8068668882,2
1477,node/8076946092,2
1478,node/8076946092,3
1479,node/8076946092,3
1480,node/8076946092,5
1481,node/8193231519,3
1482,node/8193231519,3
1483,node/8225153128,3
1484,node/8225153128,3
1485,node/8324955299,1
1486,node/8324955299,2
1487,node/8324955299,2
1488,node/8324955299,3
1489,node/8324955299,4
1490,node/8324955299,5
1491,node/8324955299,5
1492,node/8324955299,5
1493,node/8329907274,3
1494,node/8447260765,3
1495,node/8449272663,1
1496,node/8449272663,2
1497,node/8449272663,2
1498,node/8449272663,3
1499,node/8449272663,4
1500,node/8449272663,5
1501,node/8449272663,5
1502,node/8449272663,5
1503,node/8449272663,9
1504,node/8455715564,3
1505,node/8455715564,3
1506,node/8491763694,1
1507,node/8491763694,2
1508,node/8491763694,3
1509,node/8491763694,3
1510,node/8491763694,4
1511,node/8491763694,5
1512,node/8491763695,1
1513,node/8491763695,2
1514,node/8491763695,3
1515,node/8491763695,3
1516,node/8491763695,4
1517,node/8491763695,5
1518,node/8666656364,1
1519,node/8666656365,1
1520,node/8666656366,2
1521,node/8666656367,2
1522,node/8666656368,2
1523,node/8666656369,2
1524,node/8669040050,2
1525,node/8669040051,3
1526,node/8669060993,9
1527,node/8669060995,10
1528,node/8669060996,1
1529,node/8674901640,1
1530,node/8674901641,1
1531,node/8674907378,2
1532,node/8676825894,1
1533,node/8676825895,3
1534,node/8676825896,2
1535,node/8676834900,1
1536,node/8676834901,3
1537,node/8676834902,1
1538,node/8676880739,5
1539,node/8676880740,9
1540,node/8676880741,1
1541,node/8676880742,3
1542,node/8676880742,3
1543,node/8677398313,1
1544,node/8677398314,1
1545,node/8677398315,3
1546,node/8677398316,3
1547,node/8677403954,9
1548,node/8677409617,2
1549,node/8677409618,5
1550,node/8677409619,1
1551,node/8677412916,7
1552,node/8677425042,10
1553,node/8677486885,3
1554,node/8677486886,1
1555,node/8677523140,2
1556,node/8677523141,3
1557,node/8677523142,3
1558,node/8677525537,1
1559,node/8677525538,1
1560,node/8677525539,5
1561,node/8677525540,1
1562,node/8678779235,3
1563,node/8678779236,1
1564,node/8678811255,1
1565,node/8678811256,1
1566,node/8678811257,3
1567,node/8678893965,7
1568,node/8678911722,5
1569,node/8678911723,1
1570,node/8678911724,3
1571,node/8678942766,2
1572,node/8678942767,3
1573,node/8678942768,1
1574,node/8685508480,2
1575,node/8694169207,1
1576,node/8694169208,1
1577,node/8694179399,3
1578,node/8720486467,10
1579,node/8733343465,3
1580,node/8733343466,1
1581,node/8733343467,2
1582,node/8733380113,1
1583,node/8733380114,9
1584,node/8733386163,2
1585,node/8733451180,1
1586,node/8733453275,2
1587,node/8733453276,1
1588,node/8733453277,3
1589,node/8733453278,1
1590,node/8733456426,3
1591,node/8733456427,1
1592,node/8733456428,9
1593,node/8733498002,9
1594,node/8733719069,3
1595,node/8733719070,1
1596,node/8733719071,5
1597,node/8733719073,7
1598,node/8733741651,3
1599,node/8733741652,1
1600,node/8733741653,9
1601,node/8733915520,9
1602,node/8733915521,7
1603,node/8733915522,1
1604,node/8733915523,1
1605,node/8733915524,3
1606,node/8733931157,2
1607,node/8733931159,5
1608,node/8733954383,9
1609,node/8733954384,1
1610,node/8733954385,1
1611,node/8733954386,2
1612,node/8733954387,3
1613,node/8733954388,3
1614,node/8733954389,1
1615,node/8733954390,3
1616,node/8733954391,1
1617,node/8733954392,1
1618,node/8733954393,3
1619,node/8733976272,1
1620,node/8733976273,2
1621,node/8733976274,1
1622,node/8733976274,2
1623,node/8734280576,1
1624,node/8734280577,2
1625,node/8734280578,5
1626,node/8734280579,1
1627,node/8734280580,3
1628,node/8734280581,9
1629,node/8734353744,9
1630,node/8734353745,2
1631,node/8734353746,3
1632,node/8734353747,1
1633,node/8734353748,1
1634,node/8750393035,1
1635,node/8750393036,1
1636,node/8750393037,1
1637,node/8750393038,1
1638,node/8750393039,1
1639,node/8750393040,3
1640,node/8750393041,3
1641,node/8750393041,3
1642,node/8750393042,2
1643,node/8750393043,2
1644,node/8750412533,1
1645,node/8750412534,1
1646,node/8750412535,3
1647,node/8750412536,3
1648,node/8750469269,1
1649,node/8750469270,1
1650,node/8750469271,3
1651,node/8750469272,2
1652,node/8750469273,1
1653,node/8750525317,7
1654,node/8750577872,9
1655,node/8750577873,9
1656,node/8750577874,2
1657,node/8750581144,3
1658,node/8750581145,5
1659,node/8750581146,5
1660,node/8750581147,2
1661,node/8750595866,1
1662,node/8750628630,1
1663,node/8750628631,1
1664,node/8750656543,1
1665,node/8750670079,3
1666,node/8750670081,5
1667,node/8750670082,2
1668,node/8750690584,3
1669,node/8751709478,1
1670,node/8751709479,3
1671,node/8751717972,3
1672,node/8751717973,1
1673,node/8751717974,2
1674,node/8751742457,1
1675,node/8751742460,3
1676,node/8751742461,1
1677,node/8751748184,3
1678,node/8751748185,1
1679,node/8751748189,1
1680,node/8751762465,1
1681,node/8753490811,2
1682,node/8753490812,2
1683,node/8753490813,1
1684,node/8754774813,3
1685,node/8754774814,1
1686,node/8754774815,2
1687,node/8754774816,5
1688,node/8754798496,1
1689,node/8754798497,3
1690,node/8754798723,1
1691,node/8754798723,2
1692,node/8754798723,3
1693,node/8754798723,5
1694,node/8754798723,7
1695,node/8754798849,7
1696,node/8754798850,1
1697,node/8754807165,2
1698,node/8754959460,3
1699,node/8754959461,1
1700,node/8754959462,2
1701,node/8754967363,3
1702,node/8754967364,3
1703,node/8754967365,1
1704,node/8754967366,2
1705,node/8754967367,5
1706,node/8754969561,2
1707,node/8754969562,5
1708,node/8754969563,3
1709,node/8754969564,1
1710,node/8755024429,2
1711,node/8755024430,3
1712,node/8755043595,3
1713,node/8755043596,9
1714,node/8755082065,7
1715,node/8755126424,5
1716,node/8755126425,1
1717,node/8755126426,3
1718,node/8755126427,3
1719,node/8755126428,3
1720,node/8755126429,1
1721,node/8755126430,2
1722,node/8755126431,2
1723,node/8771883965,3
1724,node/8771883965,5
1725,node/8781360774,2
1726,node/8781360775,5
1727,node/8781360776,5
1728,node/8781360777,1
1729,node/8781360778,3
1730,node/8781360779,3
1731,node/8781408456,1
1732,node/8781408456,2
1733,node/8781408456,3
1734,node/8781408456,5
1735,node/8781408456,9
1736,node/8831882521,3
1737,node/8831882523,5
1738,node/8832651729,2
1739,node/8832651729,3
1740,node/8832651729,5
1741,node/8832651730,2
1742,node/8832651730,3
1743,node/8832651730,5
1744,node/8833137982,3
1745,node/8833137983,5
1746,node/8835016649,3
1747,node/8835016650,3
1748,node/8835016651,5
1749,node/8835016652,4
1750,node/8835016653,2
1751,node/8835866915,5
1752,node/8835883117,3
1753,node/8839848292,7
1754,node/8844766499,3
1755,node/8844766501,2
1756,node/8844766502,5
1757,node/8844766503,3
1758,node/8862763388,3
1759,node/8862763389,5
1760,node/8862763390,2
1761,node/8862763391,1
1762,node/8862763391,1
1763,node/8862763391,2
1764,node/8862763391,3
1765,node/8862763391,5
1766,node/8867396955,1
1767,node/8867396955,9
1768,node/8888049447,2
1769,node/8888049447,3
1770,node/8901870497,2
1771,node/8901870498,3
1772,node/8903701549,2
1773,node/8903701549,3
1774,node/8903701549,3
1775,node/8903701549,5
1776,node/8903701549,5
1777,node/8903701549,9
1778,node/8904552559,1
1779,node/8904552559,2
1780,node/8904552559,3
1781,node/8904552559,3
1782,node/8904552559,5
1783,node/8904552559,5
1784,node/8904552559,9
1785,node/8976299733,9
1786,node/8976299734,2
1787,node/8976299734,3
1788,node/8976299734,3
1789,node/8976300005,2
1790,node/8976300005,9
1791,node/8976300008,3
1792,node/8976328476,3
1793,node/8976330289,2
1794,node/8976330289,3
1795,node/8976330290,2
1796,node/8976330290,3
1797,node/8976330290,9
1798,node/8976347365,9
1799,node/8978010548,2
1800,node/8978010548,3
1801,node/8978010548,3
1802,node/8978010548,5
1803,node/8978010548,5
1804,node/8978010548,9
1805,node/8978076033,2
1806,node/8978076033,2
1807,node/8978076033,2
1808,node/8978076033,2
1809,node/8978076033,2
1810,node/8978076033,3
1811,node/8978076033,3
1812,node/8978076033,4
1813,node/8978076033,5
1814,node/8978076033,5
1815,node/8978076033,5
1816,node/8978076033,5
1817,node/8978076033,9
1818,node/8978091670,2
1819,node/8978091670,2
1820,node/8978091670,2
1821,node/8978091670,2
1822,node/8978091670,2
1823,node/8978091670,2
1824,node/8978091670,3
1825,node/8978091670,3
1826,node/8978091670,4
1827,node/8978091670,5
1828,node/8978091670,5
1829,node/8978091670,5
1830,node/8978091670,9
1831,node/9010796607,2
1832,node/9010796607,3
1833,node/9010796607,3
1834,node/9010796607,5
1835,node/9010796607,5
1836,node/9010796607,9
1837,node/9010796607,2
1838,node/9031474448,3
1839,node/9031474448,4
1840,node/9031474449,2
1841,node/9032757796,3
1842,node/9033922624,2
1843,node/9033922624,3
1844,node/9039463560,2
1845,node/9048172499,2
1846,node/9048172499,3
1847,node/9048172499,5
1848,node/9062110625,1
1849,node/9062110625,2
1850,node/9062110625,2
1851,node/9062110625,3
1852,node/9062110625,3
1853,node/9062110625,4
1854,node/9062110625,5
1855,node/9062110625,5
1856,node/9062110625,5
1857,node/9062110625,9
1858,node/9062110630,1
1859,node/9062110630,2
1860,node/9062110630,2
1861,node/9062110630,3
1862,node/9062110630,3
1863,node/9062110630,4
1864,node/9062110630,5
1865,node/9062110630,5
1866,node/9062110630,5
1867,node/9062110630,9
1868,node/9062110631,1
1869,node/9062110631,2
1870,node/9062110631,2
1871,node/9062110631,3
1872,node/9062110631,3
1873,node/9062110631,4
1874,node/9062110631,5
1875,node/9062110631,5
1876,node/9062110631,5
1877,node/9062110631,9
1878,node/9074306227,7
1879,node/9074309242,7
1880,node/9121861509,3
1881,node/9121861509,4
1882,node/9121861509,5
1883,node/9121861510,3
1884,node/9121861510,4
1885,node/9121861510,5
1886,node/9122102013,2
1887,node/9122102013,3
1888,node/9122102013,4
1889,node/9122102013,5
1890,node/9122102014,2
1891,node/9122102014,3
1892,node/9122102014,4
1893,node/9122102014,5
1894,node/9126308330,2
1895,node/9126308330,3
1896,node/9126308331,2
1897,node/9126308331,3
1898,node/9126308336,3
1899,node/9126308336,5
1900,node/9126308337,3
1901,node/9126308337,5
1902,node/9144490183,2
1903,node/9144490183,2
1904,node/9144490183,4
1905,node/9144490183,5
1906,node/9144490183,5
1907,node/9144490183,5
1908,node/9157222097,2
1909,node/9157222097,3
1910,node/9157222097,5
1911,node/9157222098,1
1912,node/9157222098,1
1913,node/9157222098,2
1914,node/9157222098,3
1915,node/9157222098,4
1916,node/9157222098,5
1917,node/9262554435,3
1918,node/9352346024,2
1919,node/9352346024,2
1920,node/9352346024,2
1921,node/9352346024,4
1922,node/9352346024,5
1923,node/9352346024,5
1924,node/9352346024,5
1925,node/9405981293,3
1926,node/9405981294,2
1927,node/9405981295,2
1928,node/9405981296,5
1929,node/9405981297,5
1930,node/9405981298,9
1931,node/9405981299,9
1932,node/9405981300,9
1933,node/9571107028,2
1934,node/9571107028,4
1935,node/9571107028,5
1936,node/9634219658,2
1937,node/9634219658,3
1938,node/9634219658,4
1939,node/9634219658,5
1940,node/9691333485,1
1941,node/9691333485,2
1942,node/9691333485,3
1943,node/9691333485,3
1944,node/9691333485,4
1945,node/9691333485,5
1946,node/9691333485,9
1947,node/9691333486,2
1948,node/9691333486,3
1949,node/9691333486,4
1950,node/9691333486,5
1951,node/9694487882,1
1952,node/9694487882,2
1953,node/9694487882,3
1954,node/9694487882,5
1955,node/9694487882,9
1956,node/9731893395,1
1957,node/9731893395,2
1958,node/9731893395,2
1959,node/9731893395,2
1960,node/9731893395,2
1961,node/9731893395,2
1962,node/9731893395,2
1963,node/9731893395,3
1964,node/9731893395,4
1965,node/9731893395,5
1966,node/9731893395,5
1967,node/9731893395,5
1968,node/9731893395,9
1969,node/9731928556,1
1970,node/9731928556,2
1971,node/9731928556,2
1972,node/9731928556,2
1973,node/9731928556,2
1974,node/9731928556,2
1975,node/9731928556,2
1976,node/9731928556,3
1977,node/9731928556,4
1978,node/9731928556,5
1979,node/9731928556,5
1980,node/9731928556,5
1981,node/9731928556,9
1982,node/9790387129,1
1983,node/9790387129,2
1984,node/9790387129,4
1985,node/9790387129,5
1986,node/9790387129,9
1987,node/9798193044,3
1988,node/9798193046,5
1989,node/9816936896,4
1990,node/9816936897,3
1991,node/9816936898,2
1992,node/9816936898,5
1993,node/9819127109,3
1994,node/9819127110,2
1995,node/9819127111,5
1996,node/9819127112,5
1997,node/9819632511,3
1998,node/9819632512,3
1999,node/9822114169,2
2000,node/9824327395,2
2001,node/9824327396,1
2002,node/9827050981,3
2003,node/9832880017,5
2004,node/9832880018,3
2005,node/9832880019,3
2006,node/9832880020,5
2007,node/9832880021,5
2008,node/9832880022,5
2009,node/9832880024,2
2010,node/9832880025,2
2011,node/9832880026,2
2012,node/9845773841,5
2013,node/9845773842,2
2014,node/9845773843,3
2015,node/9845827855,5
2016,node/9845827857,3
2017,node/9858340329,2
2018,node/9858340330,5
2019,node/9858340332,3
2020,node/9859855438,7
2021,node/9859855450,4
2022,node/9859855453,2
2023,node/9859855454,3
2024,node/9859855455,2
2025,node/9859855456,5
2026,node/9860237424,3
2027,node/9860237425,5
2028,node/9862394307,3
2029,node/9862394307,3
2030,node/9884367542,5
2031,node/9884367544,3
2032,node/9908332934,7
2033,node/9908375169,6
2034,node/9908375169,6
2035,node/9908375170,3
2036,node/9908390432,3
2037,node/9913299448,1
2038,node/9913299448,9
2039,node/9913299449,2
2040,node/9913299449,2
2041,node/9913299449,3
2042,node/9913299449,4
2043,node/9913299449,5
2044,node/9913299449,7
2045,node/9913299449,10
2046,node/9913299449,10
2047,node/9917920517,1
2048,node/9917920517,2
2049,node/9917920517,2
2050,node/9917920517,3
2051,node/9917920517,4
2052,node/9917920517,5
2053,node/9923253475,2
2054,node/9923253475,2
2055,node/9923253475,3
2056,node/9923253475,4
2057,node/9923253475,5
2058,node/9923253475,9
2059,node/9923253476,9
2060,node/9923253477,2
2061,node/9923253477,2
2062,node/9923253477,3
2063,node/9923253477,4
2064,node/9923253477,5
2065,node/9923253477,9
2066,node/9926487037,7
2067,node/9928939866,2
2068,node/9928939866,2
2069,node/9928939866,3
2070,node/9928939866,3
2071,node/9928939866,4
2072,node/9928939866,5
2073,node/9928939866,5
2074,node/9928939866,9
2075,node/9928939867,2
2076,node/9928939867,2
2077,node/9928939867,3
2078,node/9928939867,5
2079,node/9928939867,9
2080,node/9936659121,5
2081,node/9936659122,4
2082,node/9936659123,2
2083,node/9938169498,1
2084,node/9938169498,2
2085,node/9938169498,2
2086,node/9938169498,5
2087,node/9938169498,9
2088,node/9942048022,3
2089,node/9942048023,5
2090,node/9942048024,2
2091,node/9948049004,2
2092,node/9948049004,3
2093,node/9948049004,4
2094,node/9948049004,5
2095,node/9949589312,3
2096,node/9949589312,3
2097,node/9951204732,2
2098,node/9951204732,3
2099,node/9951204732,5
2100,node/9954113839,1
2101,node/9954113839,2
2102,node/9954113839,5
2103,node/9954113839,9
2104,node/9954113839,2
2105,node/9959755078,3
2106,node/10008729857,3
2107,node/10013254978,3
2108,node/10180203910,2
2109,node/10180203910,3
2110,node/10180203910,4
2111,node/10180203910,5
2112,node/10180203910,9
2113,node/10180265922,2
2114,node/10180265922,3
2115,node/10180265922,3
2116,node/10180265922,4
2117,node/10180265922,5
2118,node/10180265922,9
2119,node/10202115361,3
2120,node/10244236310,7
2121,node/10244321281,7
2122,node/10244405973,7
2123,node/10300558281,7
2124,node/10314366035,1
2125,node/10314366035,1
2126,node/10314366035,2
2127,node/10314366035,2
2128,node/10314366035,3
2129,node/10314366035,8
2130,node/10314366036,1
2131,node/10563724390,7
2132,node/10582500200,7
2133,node/10582518213,7
2134,node/10877158259,1
2135,node/10877158259,2
2136,node/10877158259,3
2137,node/10877158260,1
2138,node/10877158260,2
2139,node/10877158260,3
2140,node/10881732690,3
2141,node/10883977536,2
2142,node/10883977536,5
2143,node/10883977537,3
2144,node/10883977537,5
2145,node/10926399841,2
2146,node/10926399841,3
2147,node/10926399841,5
2148,node/10934053490,2
2149,node/10934053491,3
2150,node/10946928630,2
2151,node/10946928630,3
2152,node/10946928630,5
2153,node/10968175932,3
2154,node/10968175932,3
2155,node/10994097996,2
2156,node/10994097996,3
2157,node/10994097996,4
2158,node/10994097996,5
2159,node/10996581511,2
2160,node/10996581511,3
2161,node/10996581511,4
2162,node/10996581511,5
2163,node/11056450050,1
2164,node/11056450050,2
2165,node/11056450050,3
2166,node/11056450050,5
2167,node/11116057000,7
2168,node/11146938930,3
2169,node/11146938931,1
2170,node/11146938931,1
2171,node/11146938931,2
2172,node/11146938931,3
2173,node/11146938932,1
2174,node/11146938933,7
2175,node/11159757137,3
2176,node/11159757138,2
2177,node/11159757139,2
2178,node/11159757140,5
2179,node/11188886425,1
2180,node/11188886425,2
2181,node/11188886425,3
2182,node/11188886425,5
2183,node/11188886425,9
2184,node/11199793990,3
2185,node/11293259712,5
2186,node/11293259713,3
2187,node/11293259714,9
2188,node/11293259715,1
2189,node/11405276599,2
2190,node/11405276599,3
2191,node/11405276599,4
2192,node/11405276599,5
2193,node/11405276599,9
2194,node/11405276600,2
2195,node/11405276600,3
2196,node/11405276600,4
2197,node/11405276600,5
2198,node/11405276600,9
2199,node/11405276601,2
2200,node/11405276601,3
2201,node/11405276601,4
2202,node/11405276601,5
2203,node/11405276601,9
2204,node/11405276602,2
2205,node/11405276602,3
2206,node/11405276602,4
2207,node/11405276602,5
2208,node/11405276602,9
2209,node/11405276603,2
2210,node/11405276603,3
2211,node/11405276603,4
2212,node/11405276603,5
2213,node/11405276603,9
2214,node/11405276604,2
2215,node/11405276604,3
2216,node/11405276604,4
2217,node/11405276604,5
2218,node/11405276604,9
2219,node/11405276605,2
2220,node/11405276605,3
2221,node/11405276605,4
2222,node/11405276605,5
2223,node/11405276605,9
2224,node/11405276606,2
2225,node/11405276606,3
2226,node/11405276606,4
2227,node/11405276606,5
2228,node/11405276606,9
2229,node/11405276607,2
2230,node/11405276607,3
2231,node/11405276607,4
2232,node/11405276607,5
2233,node/11405276607,9
2234,node/11405276608,2
2235,node/11405276608,3
2236,node/11405276608,4
2237,node/11405276608,5
2238,node/11405276608,9
2239,node/11405276609,2
2240,node/11405276609,3
2241,node/11405276609,4
2242,node/11405276609,5
2243,node/11405276609,9
2244,node/11405276634,2
2245,node/11405276634,3
2246,node/11405276634,4
2247,node/11405276634,5
2248,node/11405276634,9
2249,node/11405276740,2
2250,node/11405276740,3
2251,node/11405276740,4
2252,node/11405276740,5
2253,node/11405276740,9
2254,node/11405276865,2
2255,node/11405276865,3
2256,node/11405276865,4
2257,node/11405276865,5
2258,node/11405276865,9
2259,node/11405276866,2
2260,node/11405276866,3
2261,node/11405276866,4
2262,node/11405276866,5
2263,node/11405276866,9
2264,node/11405276867,2
2265,node/11405276867,3
2266,node/11405276867,4
2267,node/11405276867,5
2268,node/11405276867,9
2269,node/11405276868,2
2270,node/11405276868,3
2271,node/11405276868,4
2272,node/11405276868,5
2273,node/11405276868,9
2274,node/11405276870,2
2275,node/11405276870,3
2276,node/11405276870,4
2277,node/11405276870,5
2278,node/11405276870,9
2279,node/11472609956,3
2280,node/11473895598,1
2281,node/11473895598,2
2282,node/11473895598,3
2283,node/11498213168,2
2284,node/11498213168,3
2285,node/11498213469,2
2286,node/11498213469,3
2287,node/11610794409,1
2288,node/11610794409,2
2289,node/11610794409,3
2290,node/11662799868,3
2291,node/11711300066,3
2292,node/11711300067,2
2293,node/11711300067,2
2294,node/11773277630,1
2295,node/11773277630,2
2296,node/11807466383,2
2297,node/11807466383,3
2298,node/11807466383,4
2299,node/11807466383,5
2300,node/11807466383,9
2301,node/11807466401,2
2302,node/11807466401,3
2303,node/11807466401,4
2304,node/11807466401,5
2305,node/11807466401,9
2306,node/11807466402,2
2307,node/11807466402,3
2308,node/11807466402,4
2309,node/11807466402,5
2310,node/11807466402,9
2311,node/11807466436,2
2312,node/11807466436,3
2313,node/11807466436,4
2314,node/11807466436,5
2315,node/11807466436,9
2316,node/11807466437,2
2317,node/11807466437,3
2318,node/11807466437,4
2319,node/11807466437,5
2320,node/11807466437,9
2321,node/11807466438,2
2322,node/11807466438,3
2323,node/11807466438,4
2324,node/11807466438,5
2325,node/11807466438,9
2326,node/11807466439,2
2327,node/11807466439,3
2328,node/11807466439,4
2329,node/11807466439,5
2330,node/11807466439,9
2331,node/11807466440,2
2332,node/11807466440,3
2333,node/11807466440,4
2334,node/11807466440,5
2335,node/11807466440,9
2336,node/11807466460,2
2337,node/11807466460,3
2338,node/11807466460,4
2339,node/11807466460,5
2340,node/11807466460,9
2341,node/12003206127,2
2342,node/12039468860,9
2343,node/12039468861,1
2344,node/12039468862,3
2345,node/12039468863,2
2346,node/12068427432,2
2347,node/12068427432,5
2348,node/12071953504,2
2349,node/12071953504,5
2350,node/12071980216,2
2351,node/12071980216,5
2352,node/12072007817,2
2353,node/12072007817,3
2354,node/12072007817,5
2355,node/12078128469,2
2356,node/12078128469,3
2357,node/12078128469,4
2358,node/12078128469,5
2359,node/12084039227,3
2360,node/12103971468,2
2361,node/12103971468,5
2362,node/12104014204,2
2363,node/12104014204,5
2364,node/12120078457,2
2365,node/12120078457,2
2366,node/12120078457,3
2367,node/12120078457,4
2368,node/12120078457,5
2369,node/12120078457,5
2370,node/12128020714,7
2371,node/12128048794,2
2372,node/12148142462,1
2373,node/12148142462,1
2374,node/12148142462,7
2375,node/12148157928,1
2376,node/12148157928,1
2377,node/12148157928,2
2378,node/12148157928,2
2379,node/12148157928,2
2380,node/12148157928,3
2381,node/12148157928,3
2382,node/12148157928,8
2383,node/12160400541,2
2384,node/12160400541,3
2385,node/12160400541,3
2386,node/12161682412,2
2387,node/12161682412,3
2388,node/12161682412,4
2389,node/12161682412,5
2390,node/12161682412,9
2391,node/12161682413,2
2392,node/12161682413,3
2393,node/12161682413,4
2394,node/12161682413,5
2395,node/12161682413,9
2396,node/12161682414,2
2397,node/12161682414,3
2398,node/12161682414,4
2399,node/12161682414,5
2400,node/12161682414,9
2401,node/12161682415,2
2402,node/12161682415,3
2403,node/12161682415,4
2404,node/12161682415,5
2405,node/12161682415,9
2406,node/12161682416,2
2407,node/12161682416,3
2408,node/12161682416,4
2409,node/12161682416,5
2410,node/12161682416,9
2411,node/12161682417,2
2412,node/12161682417,3
2413,node/12161682417,4
2414,node/12161682417,5
2415,node/12161682417,9
2416,node/12161682418,2
2417,node/12161682418,3
2418,node/12161682418,4
2419,node/12161682418,5
2420,node/12161682418,9
2421,node/12161682419,2
2422,node/12161682419,3
2423,node/12161682419,4
2424,node/12161682419,5
2425,node/12161682419,9
2426,node/12161682420,2
2427,node/12161682420,3
2428,node/12161682420,4
2429,node/12161682420,5
2430,node/12161682420,9
2431,node/12161682421,2
2432,node/12161682421,3
2433,node/12161682421,4
