name,population,ref:ISTAT,geometry
Samone,546.0,22165,"POLYGON ((11.5151941000000004 46.0863981999999979, 11.5153862999999994 46.0853420999999983, 11.5153736000000002 46.0850352000000001, 11.5151807999999996 46.0844071000000000, 11.5154493999999996 46.0838729999999970, 11.5153443000000006 46.0829988999999998, 11.5150016999999991 46.0826184000000012, 11.5153032000000000 46.0819399000000018, 11.5155569000000000 46.0812518999999980, 11.5158792000000005 46.0806680000000028, 11.5163101000000001 46.0791072000000028, 11.5160104000000008 46.0784725999999978, 11.5159179999999992 46.0779556000000028, 11.5162785999999997 46.0770719000000000, 11.5168885999999997 46.0763679000000010, 11.5171357000000008 46.0759338000000014, 11.5171410000000005 46.0755034000000023, 11.5169561999999992 46.0750191999999998, 11.5171861000000000 46.0739798999999977, 11.5175558000000002 46.0734418999999988, 11.5174775000000000 46.0729899999999972, 11.5232048999999996 46.0737352000000016, 11.5244815999999997 46.0739348000000035, 11.5254198999999993 46.0741417999999996, 11.5265585999999995 46.0743397999999971, 11.5274578000000005 46.0746133000000029, 11.5282245000000003 46.0747422000000029, 11.5286062999999999 46.0748063999999999, 11.5295957999999992 46.0756976999999992, 11.5308808999999997 46.0768348000000003, 11.5311944000000004 46.0771946999999997, 11.5314592999999999 46.0773709999999994, 11.5319640999999997 46.0775934999999990, 11.5326898000000000 46.0777904999999990, 11.5337835000000002 46.0782573999999983, 11.5360048000000006 46.0795546000000016, 11.5361851000000009 46.0809300000000022, 11.5363565000000001 46.0815958000000023, 11.5362487999999992 46.0824686999999997, 11.5365224000000008 46.0832543000000001, 11.5356169000000008 46.0862594999999970, 11.5337077000000008 46.0895985000000010, 11.5324115000000003 46.0908398999999989, 11.5313777000000002 46.0921988999999996, 11.5318714999999994 46.0932689999999994, 11.5316863000000005 46.0941143000000011, 11.5307451000000007 46.0959762000000026, 11.5308223000000005 46.0972194000000002, 11.5312105000000003 46.1030192999999997, 11.5311362000000006 46.1033339000000026, 11.5307660999999992 46.1035937999999987, 11.5293963999999995 46.1045558000000000, 11.5272801000000005 46.1048678000000010, 11.5233241999999994 46.1054541000000029, 11.5199239999999996 46.1063047000000026, 11.5180711000000002 46.1061193999999972, 11.5168280999999997 46.1060410999999988, 11.5158438000000007 46.1058504000000013, 11.5153356000000002 46.1057318000000009, 11.5150582000000004 46.1053435999999977, 11.5144471999999993 46.1053775999999971, 11.5141808000000001 46.1052589999999967, 11.5143654000000009 46.1045303000000004, 11.5140946999999993 46.1038822000000010, 11.5141950000000008 46.1036288999999968, 11.5140562000000006 46.1034041999999999, 11.5138941999999993 46.1028050999999977, 11.5141752000000004 46.1020535999999979, 11.5142027999999996 46.1014356000000021, 11.5141694999999995 46.1009275999999986, 11.5132287000000009 46.0983425000000011, 11.5133541000000008 46.0970634000000032, 11.5145002000000005 46.0967032000000003, 11.5138197000000009 46.0947783000000015, 11.5136227000000009 46.0928656999999973, 11.5136585000000000 46.0905182999999994, 11.5140346000000005 46.0890401999999995, 11.5151941000000004 46.0863981999999979))"
Avio,4134.0,22007,"POLYGON ((10.8835072999999998 45.7796702999999994, 10.8843300000000003 45.7790298000000035, 10.8844074000000006 45.7789295999999979, 10.8846839000000006 45.7787413000000001, 10.8846834999999995 45.7787271999999987, 10.8847219000000006 45.7786699999999982, 10.8847401999999995 45.7786132000000023, 10.8848081000000008 45.7782304999999994, 10.8848061999999999 45.7781739999999999, 10.8848362999999999 45.7772689999999969, 10.8848333999999998 45.7771842000000007, 10.8848417000000008 45.7768306999999979, 10.8848599999999998 45.7767739000000020, 10.8848734999999994 45.7765758999999974, 10.8853600999999998 45.7760308000000009, 10.8853798000000008 45.7760163000000020, 10.8851157999999995 45.7747770000000003, 10.8850955999999996 45.7747772999999967, 10.8850532999999992 45.7747214999999983, 10.8850063000000006 45.7745243999999971, 10.8842549000000002 45.7738018000000011, 10.8841915000000000 45.7737181000000035, 10.8841444000000003 45.7735210000000023, 10.8837410000000006 45.7729341000000005, 10.8837194000000004 45.7728919999999988, 10.8836569999999995 45.7728364999999968, 10.8832804000000003 45.7724469999999997, 10.8832380000000004 45.7723912000000013, 10.8831012000000005 45.7719270999999992, 10.8830805000000002 45.7719133000000014, 10.8830603000000004 45.7719135999999978, 10.8830396999999994 45.7718997999999999, 10.8829989000000005 45.7718863999999996, 10.8829574999999998 45.7718587999999968, 10.8826289000000003 45.7716945999999965, 10.8818214999999991 45.7717079000000027, 10.8817211000000000 45.7717236000000014, 10.8813987000000001 45.7717431000000019, 10.8809015999999996 45.7719774999999984, 10.8808813999999998 45.7719778000000019, 10.8792197999999996 45.7724149000000011, 10.8791992000000004 45.7724011000000033, 10.8791981999999994 45.7723729000000006, 10.8791765999999992 45.7723309000000000, 10.8791747000000001 45.7722744000000006, 10.8788222000000001 45.7719975999999988, 10.8788020000000003 45.7719979000000023, 10.8787400000000005 45.7719565000000017, 10.8783022999999996 45.7715537999999995, 10.8782815999999993 45.7715400000000017, 10.8782408000000004 45.7715266000000014, 10.8782186999999997 45.7714703999999983, 10.8774485999999992 45.7701828000000006, 10.8774081999999996 45.7701835000000017, 10.8769404000000005 45.7694844999999972, 10.8768525000000000 45.7674650000000014, 10.8769337000000004 45.7674778000000018, 10.8768884000000003 45.7667294999999967, 10.8771283000000007 45.7654536000000007, 10.8771474999999995 45.7654250000000005, 10.8771652999999997 45.7653540000000021, 10.8771787999999994 45.7651559999999975, 10.8772868000000003 45.7647583999999981, 10.8772801000000001 45.7645606999999970, 10.8770995999999993 45.7639983999999984, 10.8770795000000007 45.7639987000000019, 10.8770597000000002 45.7640130999999997, 10.8769387000000002 45.7640151000000017, 10.8712993000000004 45.7650544999999980, 10.8704368000000002 45.7652241999999987, 10.8704166000000004 45.7652245000000022, 10.8703742000000005 45.7651686000000026, 10.8695354000000002 45.7642353999999969, 10.8695152000000004 45.7642358000000016, 10.8694927000000003 45.7641654999999972, 10.8684393000000004 45.7628541999999996, 10.8684382999999993 45.7628259999999969, 10.8684157999999993 45.7627556999999996, 10.8681335000000008 45.7621667000000016, 10.8681316999999993 45.7621102000000022, 10.8680885000000007 45.7620260999999999, 10.8676259999999996 45.7602671000000001, 10.8674668000000008 45.7597325999999995, 10.8674658999999991 45.7597043000000028, 10.8673728000000001 45.7587307000000010, 10.8673699999999993 45.7586459999999988, 10.8675636999999998 45.7577949000000004, 10.8675631999999993 45.7577806999999979, 10.8675411000000004 45.7577245000000019, 10.8675388000000002 45.7576539000000011, 10.8674674000000007 45.7573300000000032, 10.8674467999999997 45.7573161999999982, 10.8674251999999996 45.7572741999999977, 10.8673781999999992 45.7570770000000024, 10.8668251999999992 45.7562380999999974, 10.8663719000000007 45.7553551999999968, 10.8663708999999997 45.7553269000000000, 10.8660502000000001 45.7541873999999993, 10.8660300000000003 45.7541877000000028, 10.8659248999999996 45.7540621999999999, 10.8658578000000006 45.7538655000000034, 10.8651792000000000 45.7528872000000035, 10.8651374999999994 45.7528454999999994, 10.8650946000000008 45.7527755999999997, 10.8650275000000001 45.7525788000000020, 10.8643114000000001 45.7510783000000032, 10.8639744000000000 45.7500520999999978, 10.8639734000000008 45.7500238000000010, 10.8636663999999996 45.7491115999999991, 10.8636064000000001 45.7489589999999993, 10.8634763999999997 45.7483466999999990, 10.8634734000000002 45.7482570999999965, 10.8631364000000001 45.7469186000000008, 10.8627944999999997 45.7454395000000034, 10.8623116999999993 45.7435656999999978, 10.8622934999999998 45.7435660000000013, 10.8622025999999998 45.7435802999999979, 10.8582295000000002 45.7439522000000025, 10.8578729999999997 45.7436763999999982, 10.8578548000000001 45.7436767000000017, 10.8577978999999996 45.7436136999999974, 10.8569867000000002 45.7428588000000005, 10.8569680000000002 45.7428462999999965, 10.8568753999999998 45.7428093999999987, 10.8562296000000007 45.7426279000000022, 10.8561929999999993 45.7426285000000021, 10.8560447999999994 45.7425668999999999, 10.8554346000000006 45.7423592000000028, 10.8554163999999993 45.7423594999999992, 10.8550959000000002 45.7420704000000029, 10.8550772999999996 45.7420577999999978, 10.8550769000000003 45.7420450999999986, 10.8550389999999997 45.7420072000000033, 10.8549234000000006 45.7418300000000002, 10.8546958000000000 45.7415775999999994, 10.8546773999999999 45.7415779000000029, 10.8543056999999994 45.7408416000000031, 10.8543049000000007 45.7408160000000024, 10.8541702999999998 45.7400629999999992, 10.8541697999999993 45.7400501999999989, 10.8541299999999996 45.7399484000000029, 10.8538318000000000 45.7392236999999966, 10.8538133999999999 45.7392240000000001, 10.8537730999999997 45.7391094999999979, 10.8533963999999994 45.7382196000000008, 10.8530552999999994 45.7373035000000030, 10.8526594000000003 45.7369387999999972, 10.8526410999999996 45.7369391000000007, 10.8526225000000007 45.7369265000000027, 10.8519363000000002 45.7366304000000028, 10.8518997000000006 45.7366310000000027, 10.8517884000000002 45.7365817000000021, 10.8516961999999992 45.7365575000000035, 10.8507935000000000 45.7363416999999970, 10.8507751999999993 45.7363420000000005, 10.8507377999999992 45.7363171000000008, 10.8504366000000001 45.7360532000000006, 10.8497196000000002 45.7353736000000026, 10.8497000999999997 45.7353354999999979, 10.8496185999999994 45.7350807999999986, 10.8495957000000001 45.7349403999999993, 10.8495723999999996 45.7342367999999979, 10.8495527999999997 45.7341987000000003, 10.8492245999999994 45.7336663999999971, 10.8492241000000007 45.7336535999999967, 10.8492037999999997 45.7335899999999995, 10.8491795000000000 45.7334111999999990, 10.8490035000000002 45.7325051999999985, 10.8490009000000001 45.7324284999999975, 10.8487913000000002 45.7310621999999967, 10.8487723000000003 45.7310370000000006, 10.8487518000000005 45.7309733000000023, 10.8484058000000001 45.7304541000000029, 10.8484023999999994 45.7303516999999999, 10.8481632999999995 45.7297539999999998, 10.8481998999999991 45.7297535000000011, 10.8478601999999995 45.7288757000000032, 10.8478419000000006 45.7288759999999996, 10.8478224000000001 45.7288379000000020, 10.8475180000000009 45.7279211999999973, 10.8475172999999998 45.7273453000000032, 10.8474442999999994 45.7273465000000030, 10.8463469999999997 45.7273258000000027, 10.8463104999999995 45.7273264000000026, 10.8462551999999999 45.7273144999999985, 10.8462004000000007 45.7273154000000019, 10.8454485999999992 45.7272379999999998, 10.8454303000000003 45.7272382000000022, 10.8453011000000004 45.7272018999999972, 10.8450441000000009 45.7271676000000014, 10.8447502000000000 45.7271211999999991, 10.8443004999999992 45.7267829000000035, 10.8442443999999991 45.7267453999999987, 10.8440940999999995 45.7266198000000017, 10.8438061000000001 45.7262020000000007, 10.8438002000000004 45.7260228999999967, 10.8438230000000004 45.7256002000000024, 10.8438552000000001 45.7254715999999988, 10.8438659000000008 45.7252410999999981, 10.8441034999999992 45.7246868000000006, 10.8442150000000002 45.7241858000000008, 10.8442100000000003 45.7240323999999987, 10.8442329999999991 45.7236224000000036, 10.8442504000000000 45.7235964999999993, 10.8442971999999997 45.7233525999999983, 10.8443705000000001 45.7231290000000001, 10.8445628999999997 45.7225418000000019, 10.8445441999999996 45.7225292999999979, 10.8445073000000001 45.7225171999999986, 10.8440083999999999 45.7217956000000001, 10.8439893000000005 45.7217703999999969, 10.8439879999999995 45.7217319000000018, 10.8438318999999996 45.7214274000000032, 10.8435389000000004 45.7208559999999977, 10.8435202000000004 45.7208435000000009, 10.8435193999999999 45.7208179000000001, 10.8434989999999996 45.7207543000000030, 10.8432036000000007 45.7201061999999965, 10.8432023999999991 45.7200678000000025, 10.8431824999999993 45.7200169999999986, 10.8431838000000003 45.7199402000000035, 10.8432020999999992 45.7189926000000000, 10.8432027000000009 45.7189669999999992, 10.8432937000000003 45.7184024000000022, 10.8432928999999998 45.7183768000000015, 10.8434501000000001 45.7181566000000004, 10.8434679999999997 45.7181435999999977, 10.8434863000000004 45.7181433000000013, 10.8435401000000002 45.7181167000000030, 10.8439232000000008 45.7180244999999985, 10.8439390000000007 45.7180206999999967, 10.8440855999999997 45.7180311999999986, 10.8448667000000007 45.7178905999999969, 10.8449027999999998 45.7178771999999967, 10.8454557000000005 45.7177727999999988, 10.8457925999999993 45.7177092000000016, 10.8459205000000001 45.7177070999999984, 10.8463367999999996 45.7175852000000020, 10.8467567999999996 45.7175784000000007, 10.8483631000000003 45.7175268000000017, 10.8550813000000002 45.7173411999999999, 10.8581673999999992 45.7172782000000026, 10.8619321000000006 45.7172936999999990, 10.8620234000000000 45.7172922000000028, 10.8681850000000004 45.7163084000000026, 10.8696953000000001 45.7161173000000005, 10.8697136000000008 45.7161169999999970, 10.8727055999999997 45.7159783999999974, 10.8728590000000001 45.7161935000000028, 10.8732179000000002 45.7165460000000010, 10.8736916000000008 45.7170502000000027, 10.8741401000000000 45.7173500000000033, 10.8741766999999996 45.7173494000000034, 10.8741953999999996 45.7173619000000002, 10.8742505999999999 45.7173737999999972, 10.8744169999999993 45.7174351000000030, 10.8767321999999993 45.7172691000000029, 10.8767688000000007 45.7172685000000030, 10.8768048000000004 45.7172551000000027, 10.8769866000000004 45.7172265000000024, 10.8778415000000006 45.7171100999999993, 10.8779509999999995 45.7171082999999996, 10.8786097999999996 45.7171359000000024, 10.8795798999999995 45.7171839000000020, 10.8795985999999996 45.7171963999999988, 10.8796721000000005 45.7172078999999982, 10.8811015999999992 45.7173379999999980, 10.8811747000000008 45.7173367999999982, 10.8816330000000008 45.7173804999999973, 10.8824483999999995 45.7171749999999975, 10.8852040999999993 45.7165279999999967, 10.8874075000000001 45.7157619999999980, 10.8882968000000009 45.7155808999999991, 10.8887824999999996 45.7153552999999988, 10.8898492000000005 45.7150176000000030, 10.8915480999999996 45.7144647000000006, 10.8931360999999995 45.7138751999999968, 10.8931544000000002 45.7138749000000004, 10.8939854000000000 45.7135924000000031, 10.8940462999999994 45.7132329000000013, 10.8939473000000007 45.7124665999999991, 10.8939439000000000 45.7123642999999973, 10.8939131000000007 45.7119935999999996, 10.8944609999999997 45.7109092999999973, 10.8952352999999995 45.7094883999999979, 10.8954426000000009 45.7091393999999980, 10.8954605999999998 45.7091263000000012, 10.8956966000000008 45.7090839000000031, 10.8957148000000004 45.7090835999999996, 10.8980490000000003 45.7089552999999995, 10.8980855999999999 45.7089546999999996, 10.8997984999999993 45.7088237999999976, 10.8998168000000000 45.7088235000000012, 10.8999795000000006 45.7087695999999966, 10.9007050000000003 45.7086167000000003, 10.9007232999999992 45.7086163999999968, 10.9007410999999994 45.7086034000000012, 10.9007594000000001 45.7086030999999977, 10.9008315000000007 45.7085762000000031, 10.9020837000000004 45.7083250000000021, 10.9020831999999999 45.7083122000000017, 10.9041142999999998 45.7078688000000000, 10.9041326999999999 45.7078684999999965, 10.9063385000000004 45.7071917000000028, 10.9063567999999993 45.7071913999999992, 10.9066272000000009 45.7070843999999994, 10.9080826999999996 45.7063689000000011, 10.9104539999999997 45.7051901000000029, 10.9124428000000009 45.7040432000000010, 10.9124961999999996 45.7040039999999976, 10.9136959000000004 45.7032925999999975, 10.9137143000000005 45.7032923000000011, 10.9146631000000003 45.7027259999999984, 10.9149992000000005 45.7029380000000032, 10.9154473999999997 45.7032249000000022, 10.9156326000000004 45.7032985999999966, 10.9157420999999992 45.7032967999999968, 10.9159772999999998 45.7032287999999980, 10.9160125000000008 45.7031897999999970, 10.9165474000000007 45.7028079000000034, 10.9162879000000004 45.7021560000000022, 10.9169795000000001 45.7018842000000021, 10.9171817999999998 45.7018022000000030, 10.9175892000000001 45.7015676999999982, 10.9178818000000000 45.7013869999999969, 10.9202612000000006 45.7008273000000003, 10.9204250999999992 45.7008117000000027, 10.9205710000000007 45.7008092000000019, 10.9219304000000008 45.7010295999999983, 10.9221312000000008 45.7010262000000012, 10.9231674999999999 45.7008808000000002, 10.9235865000000008 45.7008481000000018, 10.9236038999999998 45.7008221999999975, 10.9250810999999999 45.6996837000000014, 10.9251734999999996 45.6991829999999979, 10.9253129999999992 45.6989887000000010, 10.9259430999999996 45.6987220999999977, 10.9248335000000001 45.6977935000000031, 10.9246686999999998 45.6976834000000025, 10.9243661000000003 45.6974814000000009, 10.9236565999999993 45.6970324999999988, 10.9226288999999994 45.6963586999999976, 10.9212921999999999 45.6957282999999990, 10.9192169000000003 45.6948672999999985, 10.9186060999999999 45.6946342999999970, 10.9165124000000002 45.6937606999999986, 10.9159732999999992 45.6934881000000033, 10.9156635000000009 45.6933756000000031, 10.9152416999999993 45.6931750999999977, 10.9145204000000007 45.6928825000000032, 10.9135527999999997 45.6923171999999980, 10.9126989000000005 45.6916115000000005, 10.9121156999999993 45.6907349999999965, 10.9117955999999996 45.6900341999999995, 10.9113428999999993 45.6885953999999970, 10.9113115000000001 45.6884300999999979, 10.9115377000000002 45.6882718000000025, 10.9121296999999995 45.6878200000000021, 10.9121400000000008 45.6877788999999979, 10.9121734999999997 45.6877373000000020, 10.9136583999999992 45.6865055999999967, 10.9137144999999993 45.6864847000000012, 10.9137427999999996 45.6864842999999965, 10.9156563000000002 45.6848755999999980, 10.9158089999999994 45.6847799000000023, 10.9159869999999994 45.6846335999999980, 10.9160354000000002 45.6841651000000013, 10.9160328999999994 45.6840897000000012, 10.9160529000000004 45.6840441000000013, 10.9166708000000003 45.6838601999999980, 10.9168851999999994 45.6838339999999974, 10.9177263999999994 45.6835710000000006, 10.9177578000000004 45.6835477999999995, 10.9183856000000006 45.6830242999999996, 10.9183959000000002 45.6830090999999996, 10.9189273999999994 45.6825023000000030, 10.9189482000000009 45.6824792999999971, 10.9195490999999993 45.6811718000000013, 10.9199772999999993 45.6801614000000029, 10.9200303000000005 45.6801378999999983, 10.9201794999999997 45.6801023000000015, 10.9213860000000000 45.6795041000000026, 10.9221149000000004 45.6797407000000035, 10.9221371999999999 45.6797554999999988, 10.9224414000000003 45.6798408000000009, 10.9227974000000003 45.6798649999999995, 10.9229049000000007 45.6798631999999998, 10.9230549000000003 45.6798456000000002, 10.9233496999999993 45.6796520999999984, 10.9234104999999992 45.6795455000000032, 10.9247125000000000 45.6789125000000027, 10.9267076000000003 45.6777851000000013, 10.9267494999999997 45.6777542000000025, 10.9279624999999996 45.6770398000000029, 10.9279726999999998 45.6770246000000029, 10.9285520999999992 45.6766602000000006, 10.9288425000000000 45.6766553000000002, 10.9309782000000002 45.6768077999999988, 10.9321649000000001 45.6768933000000033, 10.9324559000000008 45.6769110999999981, 10.9332121999999998 45.6769962999999990, 10.9332908999999994 45.6769552000000019, 10.9340101000000001 45.6767338000000009, 10.9340518000000007 45.6766953999999998, 10.9342631000000008 45.6765787000000003, 10.9342726999999993 45.6765484000000015, 10.9343249000000000 45.6765022000000016, 10.9353940999999999 45.6753677000000025, 10.9364474999999999 45.6740826999999996, 10.9364886000000006 45.6740290999999985, 10.9371308999999997 45.6733091999999985, 10.9371712999999993 45.6732330000000033, 10.9371138000000006 45.6731375999999969, 10.9372871000000007 45.6730938999999978, 10.9413140000000002 45.6729340999999991, 10.9413853999999997 45.6729412999999980, 10.9428178000000003 45.6728669000000025, 10.9437914000000003 45.6735820999999973, 10.9438376000000002 45.6738889000000015, 10.9438390000000005 45.6739304999999973, 10.9440068000000004 45.6739774999999995, 10.9440422999999996 45.6739768999999995, 10.9440188999999997 45.6743264999999994, 10.9439986000000005 45.6744266999999979, 10.9440477000000005 45.6744757000000021, 10.9440711000000004 45.6744669999999999, 10.9440948999999996 45.6744666000000024, 10.9443622000000005 45.6743123999999980, 10.9444215000000007 45.6743114000000006, 10.9445096999999993 45.6744595999999987, 10.9443687999999995 45.6748443999999978, 10.9445754999999991 45.6749906000000010, 10.9446598999999996 45.6750305999999995, 10.9446954999999999 45.6750299999999996, 10.9451950999999994 45.6754122999999979, 10.9452812000000002 45.6755022999999980, 10.9453309000000001 45.6755679999999984, 10.9454066000000001 45.6756997000000027, 10.9453940999999997 45.6760242000000005, 10.9453718000000002 45.6760662000000011, 10.9453738000000005 45.6761242999999979, 10.9451099000000003 45.6763783000000032, 10.9450641999999991 45.6764288999999977, 10.9450289000000005 45.6764378000000022, 10.9448325999999998 45.6765907999999996, 10.9449351999999998 45.6768136000000027, 10.9449357999999997 45.6768301999999977, 10.9453210999999992 45.6773390999999975, 10.9453575999999995 45.6773633999999973, 10.9454054999999997 45.6773792999999984, 10.9460406999999993 45.6779088999999985, 10.9460654999999996 45.6779417999999993, 10.9460897999999993 45.6779579999999967, 10.9463953000000007 45.6785597000000010, 10.9463799000000002 45.6788011000000012, 10.9454364000000002 45.6799812000000003, 10.9454259999999994 45.6800228999999973, 10.9462273000000003 45.6808989999999966, 10.9471527999999996 45.6822717000000011, 10.9479769999999998 45.6831223000000008, 10.9480143000000005 45.6831716000000014, 10.9485056000000007 45.6836538000000019, 10.9489780999999997 45.6839367999999979, 10.9499306999999995 45.6847270000000023, 10.9500059000000007 45.6848420999999973, 10.9500423999999992 45.6848664999999983, 10.9502945000000000 45.6849536000000001, 10.9503892999999994 45.6849520000000027, 10.9507612999999999 45.6847294000000019, 10.9512516000000009 45.6845049000000003, 10.9515598999999995 45.6844996000000023, 10.9521802000000008 45.6845970999999977, 10.9539296000000004 45.6847585000000009, 10.9555121999999994 45.6848975999999993, 10.9555480000000003 45.6849053999999981, 10.9555717999999995 45.6849050000000005, 10.9588473999999998 45.6852894000000020, 10.9618936999999992 45.6855613999999974, 10.9620837000000009 45.6855665000000002, 10.9624717000000000 45.6880967999999967, 10.9630490999999992 45.6917649999999966, 10.9630302999999998 45.6923197999999999, 10.9628207999999994 45.6956040999999971, 10.9620692999999996 45.6987610999999987, 10.9661311000000001 45.7059825999999987, 10.9678404000000000 45.7090213000000034, 10.9679420000000007 45.7091636999999977, 10.9685735999999991 45.7118421999999995, 10.9686914000000009 45.7125727000000026, 10.9675744000000002 45.7158171000000024, 10.9669220999999997 45.7166489000000027, 10.9666119000000002 45.7169335999999973, 10.9660183999999994 45.7173344999999998, 10.9649382000000006 45.7183198999999973, 10.9646498000000001 45.7204590999999994, 10.9645965000000007 45.7217365999999998, 10.9649623999999992 45.7355492000000012, 10.9756643999999994 45.7426545000000004, 10.9764885000000003 45.7428191999999996, 10.9781901000000008 45.7431747999999985, 10.9819200000000006 45.7446500000000000, 10.9831401999999994 45.7451891999999987, 10.9836664000000006 45.7454841999999999, 10.9839483999999992 45.7456423000000001, 10.9841838999999997 45.7457770999999980, 10.9858401000000008 45.7525441000000015, 10.9858612999999998 45.7530366000000015, 10.9859814999999994 45.7558361999999974, 10.9827057999999997 45.7600102999999976, 10.9826297000000004 45.7601073000000014, 10.9809452000000007 45.7622537000000023, 10.9787047999999992 45.7651083000000014, 10.9752439000000006 45.7680342999999965, 10.9699632999999999 45.7715074999999985, 10.9697273000000006 45.7700954999999965, 10.9681469000000007 45.7658709999999971, 10.9679649000000001 45.7657286999999968, 10.9677293999999996 45.7656575999999973, 10.9675474000000008 45.7656089999999978, 10.9667180000000002 45.7655904000000007, 10.9640796999999992 45.7655645999999976, 10.9216642000000004 45.7659299999999973, 10.9156028999999997 45.7675079999999994, 10.9120857000000004 45.7687944999999985, 10.8972387000000008 45.7744499000000005, 10.8859358000000004 45.7787864000000013, 10.8835072999999998 45.7796702999999994))"
